Cycle ID	Cap_Chg(mAh)	Cap_DChg(mAh)	RCap_Chg(mAh/g)	RCap_DChg(mAh/g)	Efficiency(%)	Engy_Chg(mWh)	Engy_DChg(mWh)	Mid-value Voltage(mV)	CC_Chg_Cap(mAh)	CC_Chg_Rat(%)	Platform_Cap(mAh)	Platform_RCap(mAh/g)	Platform_Efficiency(%)	Platform_Time	Capacitance_Chg(F)	Capacitance_DChg(F)	rd(mO)	REngy_Chg(mWh/g)	REngy_DChg(mWh/g)	Energy Efficiency(%)	
	Step ID	Step Type	Step Time(H:M:S:ms)	Cap(mAh)	CmpCap(mAh/g)	Energy(mWh)	CmpEng(mWh/g)	Capacitance_Chg(F)	Start Vol(mV)	End Vol(mV)	Start Temperature(?)	End Temperature(?)	
		Record ID	Time(H:M:S:ms)	Vol(mV)	Cur(mA)	Temperature(?)	Cap(mAh)	CmpCap(mAh/g)	Energy(mWh)	CmpEng(mWh/g)	Realtime	
1	0.000	1.817	0.000	1817.413	0.00	0.000	2.767	1516.6	0.000	0.00	1.817	1816.568	99.95	11:49:10	0.0000	0.0000	0.0000	0.000	2766.635	0.00%	
	1	Rest	1:20:05:000	0.000	0.000	0.000	0.000	0.0	3278.4	3245.9	0.0	0.0	
		1	0:00:00:000	3278.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:36:45	
		2	0:00:05:000	3278.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:36:49	
		3	0:00:10:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:36:54	
		4	0:00:15:000	3278.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:36:59	
		5	0:00:20:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:04	
		6	0:00:25:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:09	
		7	0:00:30:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:14	
		8	0:00:35:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:19	
		9	0:00:40:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:24	
		10	0:00:45:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:29	
		11	0:00:50:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:34	
		12	0:00:55:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:39	
		13	0:01:00:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:44	
		14	0:01:05:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:49	
		15	0:01:10:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:54	
		16	0:01:15:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:37:59	
		17	0:01:20:000	3278.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:04	
		18	0:01:25:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:09	
		19	0:01:30:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:14	
		20	0:01:35:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:19	
		21	0:01:40:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:24	
		22	0:01:45:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:29	
		23	0:01:50:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:34	
		24	0:01:55:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:39	
		25	0:02:00:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:44	
		26	0:02:05:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:49	
		27	0:02:10:000	3277.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:54	
		28	0:02:15:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:38:59	
		29	0:02:20:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:04	
		30	0:02:25:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:09	
		31	0:02:30:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:14	
		32	0:02:35:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:19	
		33	0:02:40:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:24	
		34	0:02:45:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:29	
		35	0:02:50:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:34	
		36	0:02:55:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:39	
		37	0:03:00:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:44	
		38	0:03:05:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:49	
		39	0:03:10:000	3277.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:54	
		40	0:03:15:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:39:59	
		41	0:03:20:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:04	
		42	0:03:25:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:09	
		43	0:03:30:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:14	
		44	0:03:35:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:19	
		45	0:03:40:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:24	
		46	0:03:45:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:29	
		47	0:03:50:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:34	
		48	0:03:55:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:39	
		49	0:04:00:000	3277.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:44	
		50	0:04:05:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:49	
		51	0:04:10:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:54	
		52	0:04:15:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:40:59	
		53	0:04:20:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:04	
		54	0:04:25:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:09	
		55	0:04:30:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:14	
		56	0:04:35:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:19	
		57	0:04:40:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:24	
		58	0:04:45:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:29	
		59	0:04:50:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:34	
		60	0:04:55:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:39	
		61	0:05:00:000	3276.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:44	
		62	0:05:05:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:49	
		63	0:05:10:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:54	
		64	0:05:15:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:41:59	
		65	0:05:20:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:04	
		66	0:05:25:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:09	
		67	0:05:30:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:14	
		68	0:05:35:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:19	
		69	0:05:40:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:24	
		70	0:05:45:000	3276.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:29	
		71	0:05:50:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:34	
		72	0:05:55:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:39	
		73	0:06:00:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:44	
		74	0:06:05:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:49	
		75	0:06:10:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:54	
		76	0:06:15:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:42:59	
		77	0:06:20:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:04	
		78	0:06:25:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:09	
		79	0:06:30:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:14	
		80	0:06:35:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:19	
		81	0:06:40:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:24	
		82	0:06:45:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:29	
		83	0:06:50:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:34	
		84	0:06:55:000	3276.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:39	
		85	0:07:00:000	3275.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:44	
		86	0:07:05:000	3275.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:49	
		87	0:07:10:000	3275.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:54	
		88	0:07:15:000	3275.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:43:59	
		89	0:07:20:000	3275.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:04	
		90	0:07:25:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:09	
		91	0:07:30:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:14	
		92	0:07:35:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:19	
		93	0:07:40:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:24	
		94	0:07:45:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:29	
		95	0:07:50:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:34	
		96	0:07:55:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:39	
		97	0:08:00:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:44	
		98	0:08:05:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:49	
		99	0:08:10:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:54	
		100	0:08:15:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:44:59	
		101	0:08:20:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:04	
		102	0:08:25:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:09	
		103	0:08:30:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:14	
		104	0:08:35:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:19	
		105	0:08:40:000	3275.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:24	
		106	0:08:45:000	3275.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:29	
		107	0:08:50:000	3275.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:34	
		108	0:08:55:000	3275.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:39	
		109	0:09:00:000	3275.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:44	
		110	0:09:05:000	3275.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:49	
		111	0:09:10:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:54	
		112	0:09:15:000	3275.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:45:59	
		113	0:09:20:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:04	
		114	0:09:25:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:09	
		115	0:09:30:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:14	
		116	0:09:35:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:19	
		117	0:09:40:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:24	
		118	0:09:45:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:29	
		119	0:09:50:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:34	
		120	0:09:55:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:39	
		121	0:10:00:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:44	
		122	0:10:05:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:49	
		123	0:10:10:000	3275.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:54	
		124	0:10:15:000	3274.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:46:59	
		125	0:10:20:000	3274.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:04	
		126	0:10:25:000	3274.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:09	
		127	0:10:30:000	3274.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:14	
		128	0:10:35:000	3274.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:19	
		129	0:10:40:000	3274.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:24	
		130	0:10:45:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:29	
		131	0:10:50:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:34	
		132	0:10:55:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:39	
		133	0:11:00:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:44	
		134	0:11:05:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:49	
		135	0:11:10:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:54	
		136	0:11:15:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:47:59	
		137	0:11:20:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:04	
		138	0:11:25:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:09	
		139	0:11:30:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:14	
		140	0:11:35:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:19	
		141	0:11:40:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:24	
		142	0:11:45:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:29	
		143	0:11:50:000	3274.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:34	
		144	0:11:55:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:39	
		145	0:12:00:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:44	
		146	0:12:05:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:49	
		147	0:12:10:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:54	
		148	0:12:15:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:48:59	
		149	0:12:20:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:04	
		150	0:12:25:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:09	
		151	0:12:30:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:14	
		152	0:12:35:000	3274.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:19	
		153	0:12:40:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:24	
		154	0:12:45:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:29	
		155	0:12:50:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:34	
		156	0:12:55:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:39	
		157	0:13:00:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:44	
		158	0:13:05:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:49	
		159	0:13:10:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:54	
		160	0:13:15:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:49:59	
		161	0:13:20:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:04	
		162	0:13:25:000	3273.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:09	
		163	0:13:30:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:14	
		164	0:13:35:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:19	
		165	0:13:40:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:24	
		166	0:13:45:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:29	
		167	0:13:50:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:34	
		168	0:13:55:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:39	
		169	0:14:00:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:44	
		170	0:14:05:000	3273.4	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:49	
		171	0:14:10:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:54	
		172	0:14:15:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:50:59	
		173	0:14:20:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:04	
		174	0:14:25:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:09	
		175	0:14:30:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:14	
		176	0:14:35:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:19	
		177	0:14:40:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:24	
		178	0:14:45:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:29	
		179	0:14:50:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:34	
		180	0:14:55:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:39	
		181	0:15:00:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:44	
		182	0:15:05:000	3273.1	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:49	
		183	0:15:10:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:54	
		184	0:15:15:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:51:59	
		185	0:15:20:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:04	
		186	0:15:25:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:09	
		187	0:15:30:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:14	
		188	0:15:35:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:19	
		189	0:15:40:000	3272.8	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:24	
		190	0:15:45:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:29	
		191	0:15:50:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:34	
		192	0:15:55:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:39	
		193	0:16:00:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:44	
		194	0:16:05:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:49	
		195	0:16:10:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:54	
		196	0:16:15:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:52:59	
		197	0:16:20:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:04	
		198	0:16:25:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:09	
		199	0:16:30:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:14	
		200	0:16:35:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:19	
		201	0:16:40:000	3272.5	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:24	
		202	0:16:45:000	3272.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:29	
		203	0:16:50:000	3272.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:34	
		204	0:16:55:000	3272.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:39	
		205	0:17:00:000	3272.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:44	
		206	0:17:05:000	3272.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:49	
		207	0:17:10:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:54	
		208	0:17:15:000	3272.2	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:53:59	
		209	0:17:20:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:04	
		210	0:17:25:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:09	
		211	0:17:30:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:14	
		212	0:17:35:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:19	
		213	0:17:40:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:24	
		214	0:17:45:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:29	
		215	0:17:50:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:34	
		216	0:17:55:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:39	
		217	0:18:00:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:44	
		218	0:18:05:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:49	
		219	0:18:10:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:54	
		220	0:18:15:000	3271.9	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:54:59	
		221	0:18:20:000	3271.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:04	
		222	0:18:25:000	3271.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:09	
		223	0:18:30:000	3271.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:14	
		224	0:18:35:000	3271.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:19	
		225	0:18:40:000	3271.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:24	
		226	0:18:45:000	3271.6	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:29	
		227	0:18:50:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:34	
		228	0:18:55:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:39	
		229	0:19:00:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:44	
		230	0:19:05:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:49	
		231	0:19:10:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:54	
		232	0:19:15:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:55:59	
		233	0:19:20:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:04	
		234	0:19:25:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:09	
		235	0:19:30:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:14	
		236	0:19:35:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:19	
		237	0:19:40:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:24	
		238	0:19:45:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:29	
		239	0:19:50:000	3271.3	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:34	
		240	0:19:55:000	3271.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:39	
		241	0:20:00:000	3271.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:44	
		242	0:20:05:000	3271.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:49	
		243	0:20:10:000	3271.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:54	
		244	0:20:15:000	3271.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:56:59	
		245	0:20:20:000	3271.0	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:57:04	
		246	0:20:25:000	3270.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:57:09	
		247	0:20:30:000	3270.7	0.000	0.0	0.000	0.000	0.000	0.0	2019-09-09 16:57:14	
