Cycle ID	Cap_Chg(mAh)	Cap_DChg(mAh)	RCap_Chg(mAh/g)	RCap_DChg(mAh/g)	Efficiency(%)	Engy_Chg(mWh)	Engy_DChg(mWh)	Mid-value Voltage(mV)	CC_Chg_Cap(mAh)	CC_Chg_Rat(%)	Platform_Cap(mAh)	Platform_RCap(mAh/g)	Platform_Efficiency(%)	Platform_Time	Capacitance_Chg(F)	Capacitance_DChg(F)	rd(mO)	REngy_Chg(mWh/g)	REngy_DChg(mWh/g)	Energy Efficiency(%)	
	Step ID	Step Type	Step Time(H:M:S:ms)	Cap(mAh)	CmpCap(mAh/g)	Energy(mWh)	CmpEng(mWh/g)	Capacitance_Chg(F)	Start Vol(mV)	End Vol(mV)	Start Temperature(?)	End Temperature(?)	
		Record ID	Time(H:M:S:ms)	Vol(mV)	Cur(mA)	Temperature(?)	Cap(mAh)	CmpCap(mAh/g)	Energy(mWh)	CmpEng(mWh/g)	Realtime	
		5261	5:58:10:000	1503.2	-0.151	0.0	0.928	928.273	1.677	1676.7	2019-09-09 23:55:03	
		5262	5:58:15:000	1503.2	-0.152	0.0	0.928	928.484	1.677	1677.0	2019-09-09 23:55:08	
		5263	5:58:20:000	1503.2	-0.152	0.0	0.929	928.695	1.677	1677.3	2019-09-09 23:55:13	
		5264	5:58:25:000	1502.9	-0.152	0.0	0.929	928.906	1.678	1677.6	2019-09-09 23:55:18	
		5265	5:58:30:000	1502.6	-0.152	0.0	0.929	929.117	1.678	1678.0	2019-09-09 23:55:23	
		5266	5:58:35:000	1502.6	-0.152	0.0	0.929	929.328	1.678	1678.3	2019-09-09 23:55:28	
		5267	5:58:40:000	1502.3	-0.152	0.0	0.930	929.538	1.679	1678.6	2019-09-09 23:55:33	
		5268	5:58:45:000	1502.3	-0.152	0.0	0.930	929.749	1.679	1678.9	2019-09-09 23:55:38	
		5269	5:58:50:000	1502.0	-0.152	0.0	0.930	929.960	1.679	1679.2	2019-09-09 23:55:43	
		5270	5:58:55:000	1502.0	-0.152	0.0	0.930	930.171	1.680	1679.6	2019-09-09 23:55:48	
		5271	5:59:00:000	1502.0	-0.152	0.0	0.930	930.382	1.680	1679.9	2019-09-09 23:55:53	
		5272	5:59:05:000	1501.4	-0.152	0.0	0.931	930.593	1.680	1680.2	2019-09-09 23:55:58	
		5273	5:59:10:000	1501.1	-0.151	0.0	0.931	930.803	1.681	1680.5	2019-09-09 23:56:03	
		5274	5:59:15:000	1501.1	-0.151	0.0	0.931	931.014	1.681	1680.8	2019-09-09 23:56:08	
		5275	5:59:20:000	1501.1	-0.152	0.0	0.931	931.224	1.681	1681.1	2019-09-09 23:56:13	
		5276	5:59:25:000	1500.8	-0.152	0.0	0.931	931.436	1.681	1681.5	2019-09-09 23:56:18	
		5277	5:59:30:000	1500.8	-0.152	0.0	0.932	931.647	1.682	1681.8	2019-09-09 23:56:23	
		5278	5:59:35:000	1500.4	-0.152	0.0	0.932	931.858	1.682	1682.1	2019-09-09 23:56:28	
		5279	5:59:40:000	1500.4	-0.152	0.0	0.932	932.069	1.682	1682.4	2019-09-09 23:56:33	
		5280	5:59:45:000	1500.4	-0.152	0.0	0.932	932.280	1.683	1682.7	2019-09-09 23:56:38	
		5281	5:59:50:000	1500.1	-0.152	0.0	0.932	932.491	1.683	1683.0	2019-09-09 23:56:43	
		5282	5:59:55:000	1500.1	-0.152	0.0	0.933	932.702	1.683	1683.4	2019-09-09 23:56:48	
		5283	6:00:00:000	1499.8	-0.152	0.0	0.933	932.913	1.684	1683.7	2019-09-09 23:56:53	
		5284	6:00:05:000	1499.8	-0.152	0.0	0.933	933.124	1.684	1684.0	2019-09-09 23:56:58	
		5285	6:00:10:000	1499.5	-0.152	0.0	0.933	933.335	1.684	1684.3	2019-09-09 23:57:03	
		5286	6:00:15:000	1499.5	-0.152	0.0	0.934	933.546	1.685	1684.6	2019-09-09 23:57:08	
		5287	6:00:20:000	1499.2	-0.152	0.0	0.934	933.757	1.685	1684.9	2019-09-09 23:57:13	
		5288	6:00:25:000	1499.2	-0.152	0.0	0.934	933.968	1.685	1685.3	2019-09-09 23:57:18	
		5289	6:00:30:000	1499.2	-0.152	0.0	0.934	934.179	1.686	1685.6	2019-09-09 23:57:23	
		5290	6:00:35:000	1498.9	-0.152	0.0	0.934	934.390	1.686	1685.9	2019-09-09 23:57:28	
		5291	6:00:40:000	1498.9	-0.152	0.0	0.935	934.600	1.686	1686.2	2019-09-09 23:57:33	
		5292	6:00:45:000	1498.6	-0.152	0.0	0.935	934.811	1.687	1686.5	2019-09-09 23:57:38	
		5293	6:00:50:000	1498.6	-0.151	0.0	0.935	935.022	1.687	1686.8	2019-09-09 23:57:43	
		5294	6:00:55:000	1498.3	-0.152	0.0	0.935	935.233	1.687	1687.2	2019-09-09 23:57:48	
		5295	6:01:00:000	1498.0	-0.152	0.0	0.935	935.444	1.687	1687.5	2019-09-09 23:57:53	
		5296	6:01:05:000	1498.0	-0.151	0.0	0.936	935.655	1.688	1687.8	2019-09-09 23:57:58	
		5297	6:01:10:000	1498.0	-0.152	0.0	0.936	935.865	1.688	1688.1	2019-09-09 23:58:03	
		5298	6:01:15:000	1497.7	-0.152	0.0	0.936	936.076	1.688	1688.4	2019-09-09 23:58:08	
		5299	6:01:20:000	1497.7	-0.152	0.0	0.936	936.288	1.689	1688.7	2019-09-09 23:58:13	
		5300	6:01:25:000	1497.3	-0.151	0.0	0.936	936.498	1.689	1689.1	2019-09-09 23:58:18	
		5301	6:01:30:000	1497.3	-0.152	0.0	0.937	936.709	1.689	1689.4	2019-09-09 23:58:23	
		5302	6:01:35:000	1497.0	-0.152	0.0	0.937	936.920	1.690	1689.7	2019-09-09 23:58:28	
		5303	6:01:40:000	1497.0	-0.152	0.0	0.937	937.131	1.690	1690.0	2019-09-09 23:58:33	
		5304	6:01:45:000	1496.7	-0.152	0.0	0.937	937.341	1.690	1690.3	2019-09-09 23:58:38	
		5305	6:01:50:000	1496.7	-0.152	0.0	0.938	937.552	1.691	1690.6	2019-09-09 23:58:43	
		5306	6:01:55:000	1496.7	-0.152	0.0	0.938	937.763	1.691	1691.0	2019-09-09 23:58:48	
		5307	6:02:00:000	1496.4	-0.152	0.0	0.938	937.974	1.691	1691.3	2019-09-09 23:58:53	
		5308	6:02:05:000	1496.1	-0.152	0.0	0.938	938.185	1.692	1691.6	2019-09-09 23:58:58	
		5309	6:02:10:000	1496.1	-0.152	0.0	0.938	938.396	1.692	1691.9	2019-09-09 23:59:03	
		5310	6:02:15:000	1496.1	-0.152	0.0	0.939	938.607	1.692	1692.2	2019-09-09 23:59:08	
		5311	6:02:20:000	1495.8	-0.151	0.0	0.939	938.817	1.693	1692.5	2019-09-09 23:59:13	
		5312	6:02:25:000	1495.8	-0.152	0.0	0.939	939.028	1.693	1692.9	2019-09-09 23:59:18	
		5313	6:02:30:000	1495.5	-0.151	0.0	0.939	939.239	1.693	1693.2	2019-09-09 23:59:23	
		5314	6:02:35:000	1495.5	-0.152	0.0	0.939	939.450	1.693	1693.5	2019-09-09 23:59:28	
		5315	6:02:40:000	1495.5	-0.152	0.0	0.940	939.661	1.694	1693.8	2019-09-09 23:59:33	
		5316	6:02:45:000	1495.2	-0.152	0.0	0.940	939.872	1.694	1694.1	2019-09-09 23:59:38	
		5317	6:02:50:000	1494.9	-0.151	0.0	0.940	940.083	1.694	1694.4	2019-09-09 23:59:43	
		5318	6:02:55:000	1494.9	-0.152	0.0	0.940	940.294	1.695	1694.8	2019-09-09 23:59:48	
		5319	6:03:00:000	1494.9	-0.152	0.0	0.941	940.504	1.695	1695.1	2019-09-09 23:59:53	
		5320	6:03:05:000	1494.6	-0.152	0.0	0.941	940.715	1.695	1695.4	2019-09-09 23:59:58	
		5321	6:03:10:000	1494.6	-0.152	0.0	0.941	940.926	1.696	1695.7	2019-09-10 00:00:03	
		5322	6:03:15:000	1494.2	-0.151	0.0	0.941	941.136	1.696	1696.0	2019-09-10 00:00:08	
		5323	6:03:20:000	1494.2	-0.152	0.0	0.941	941.346	1.696	1696.3	2019-09-10 00:00:13	
		5324	6:03:25:000	1493.9	-0.152	0.0	0.942	941.557	1.697	1696.6	2019-09-10 00:00:18	
		5325	6:03:30:000	1493.9	-0.152	0.0	0.942	941.768	1.697	1697.0	2019-09-10 00:00:23	
		5326	6:03:35:000	1493.6	-0.152	0.0	0.942	941.979	1.697	1697.3	2019-09-10 00:00:28	
		5327	6:03:40:000	1493.6	-0.151	0.0	0.942	942.189	1.698	1697.6	2019-09-10 00:00:33	
		5328	6:03:45:000	1493.6	-0.151	0.0	0.942	942.399	1.698	1697.9	2019-09-10 00:00:38	
		5329	6:03:50:000	1493.3	-0.152	0.0	0.943	942.610	1.698	1698.2	2019-09-10 00:00:43	
		5330	6:03:55:000	1493.0	-0.152	0.0	0.943	942.821	1.699	1698.5	2019-09-10 00:00:48	
		5331	6:04:00:000	1493.0	-0.152	0.0	0.943	943.032	1.699	1698.8	2019-09-10 00:00:53	
		5332	6:04:05:000	1493.0	-0.152	0.0	0.943	943.243	1.699	1699.2	2019-09-10 00:00:58	
		5333	6:04:10:000	1492.7	-0.151	0.0	0.943	943.454	1.699	1699.5	2019-09-10 00:01:03	
		5334	6:04:15:000	1492.7	-0.152	0.0	0.944	943.664	1.700	1699.8	2019-09-10 00:01:08	
		5335	6:04:20:000	1492.4	-0.151	0.0	0.944	943.875	1.700	1700.1	2019-09-10 00:01:13	
		5336	6:04:25:000	1492.4	-0.152	0.0	0.944	944.085	1.700	1700.4	2019-09-10 00:01:18	
		5337	6:04:30:000	1492.1	-0.151	0.0	0.944	944.296	1.701	1700.7	2019-09-10 00:01:23	
		5338	6:04:35:000	1492.1	-0.152	0.0	0.945	944.507	1.701	1701.1	2019-09-10 00:01:28	
		5339	6:04:40:000	1491.8	-0.152	0.0	0.945	944.718	1.701	1701.4	2019-09-10 00:01:33	
		5340	6:04:45:000	1491.8	-0.152	0.0	0.945	944.929	1.702	1701.7	2019-09-10 00:01:38	
		5341	6:04:50:000	1491.5	-0.152	0.0	0.945	945.140	1.702	1702.0	2019-09-10 00:01:43	
		5342	6:04:55:000	1491.5	-0.152	0.0	0.945	945.351	1.702	1702.3	2019-09-10 00:01:48	
		5343	6:05:00:000	1491.1	-0.152	0.0	0.946	945.563	1.703	1702.6	2019-09-10 00:01:53	
		5344	6:05:05:000	1491.1	-0.152	0.0	0.946	945.774	1.703	1702.9	2019-09-10 00:01:58	
		5345	6:05:10:000	1491.1	-0.152	0.0	0.946	945.985	1.703	1703.3	2019-09-10 00:02:03	
		5346	6:05:15:000	1490.8	-0.152	0.0	0.946	946.196	1.704	1703.6	2019-09-10 00:02:08	
		5347	6:05:20:000	1490.5	-0.152	0.0	0.946	946.407	1.704	1703.9	2019-09-10 00:02:13	
		5348	6:05:25:000	1490.5	-0.151	0.0	0.947	946.617	1.704	1704.2	2019-09-10 00:02:18	
		5349	6:05:30:000	1490.5	-0.151	0.0	0.947	946.828	1.705	1704.5	2019-09-10 00:02:23	
		5350	6:05:35:000	1490.2	-0.152	0.0	0.947	947.038	1.705	1704.8	2019-09-10 00:02:28	
		5351	6:05:40:000	1490.2	-0.152	0.0	0.947	947.249	1.705	1705.1	2019-09-10 00:02:33	
		5352	6:05:45:000	1489.9	-0.152	0.0	0.947	947.460	1.705	1705.5	2019-09-10 00:02:38	
		5353	6:05:50:000	1489.9	-0.152	0.0	0.948	947.670	1.706	1705.8	2019-09-10 00:02:43	
		5354	6:05:55:000	1489.6	-0.152	0.0	0.948	947.881	1.706	1706.1	2019-09-10 00:02:48	
		5355	6:06:00:000	1489.6	-0.152	0.0	0.948	948.092	1.706	1706.4	2019-09-10 00:02:53	
		5356	6:06:05:000	1489.3	-0.151	0.0	0.948	948.302	1.707	1706.7	2019-09-10 00:02:58	
		5357	6:06:10:000	1489.3	-0.151	0.0	0.949	948.512	1.707	1707.0	2019-09-10 00:03:03	
		5358	6:06:15:000	1489.0	-0.151	0.0	0.949	948.723	1.707	1707.4	2019-09-10 00:03:08	
		5359	6:06:20:000	1489.0	-0.151	0.0	0.949	948.933	1.708	1707.7	2019-09-10 00:03:13	
		5360	6:06:25:000	1488.7	-0.152	0.0	0.949	949.144	1.708	1708.0	2019-09-10 00:03:18	
		5361	6:06:30:000	1488.7	-0.152	0.0	0.949	949.354	1.708	1708.3	2019-09-10 00:03:23	
		5362	6:06:35:000	1488.7	-0.152	0.0	0.950	949.564	1.709	1708.6	2019-09-10 00:03:28	
		5363	6:06:40:000	1488.4	-0.152	0.0	0.950	949.775	1.709	1708.9	2019-09-10 00:03:33	
		5364	6:06:45:000	1488.0	-0.152	0.0	0.950	949.986	1.709	1709.2	2019-09-10 00:03:38	
		5365	6:06:50:000	1488.0	-0.152	0.0	0.950	950.197	1.710	1709.6	2019-09-10 00:03:43	
		5366	6:06:55:000	1488.0	-0.152	0.0	0.950	950.408	1.710	1709.9	2019-09-10 00:03:48	
		5367	6:07:00:000	1487.7	-0.152	0.0	0.951	950.619	1.710	1710.2	2019-09-10 00:03:53	
		5368	6:07:05:000	1487.4	-0.152	0.0	0.951	950.830	1.710	1710.5	2019-09-10 00:03:58	
		5369	6:07:10:000	1487.4	-0.151	0.0	0.951	951.041	1.711	1710.8	2019-09-10 00:04:03	
		5370	6:07:15:000	1487.4	-0.152	0.0	0.951	951.251	1.711	1711.1	2019-09-10 00:04:08	
		5371	6:07:20:000	1487.1	-0.152	0.0	0.951	951.462	1.711	1711.4	2019-09-10 00:04:13	
		5372	6:07:25:000	1487.1	-0.152	0.0	0.952	951.673	1.712	1711.7	2019-09-10 00:04:18	
		5373	6:07:30:000	1486.8	-0.152	0.0	0.952	951.884	1.712	1712.1	2019-09-10 00:04:23	
		5374	6:07:35:000	1486.8	-0.152	0.0	0.952	952.095	1.712	1712.4	2019-09-10 00:04:28	
		5375	6:07:40:000	1486.8	-0.152	0.0	0.952	952.306	1.713	1712.7	2019-09-10 00:04:33	
		5376	6:07:45:000	1486.5	-0.152	0.0	0.953	952.516	1.713	1713.0	2019-09-10 00:04:38	
		5377	6:07:50:000	1486.2	-0.152	0.0	0.953	952.727	1.713	1713.3	2019-09-10 00:04:43	
		5378	6:07:55:000	1486.2	-0.152	0.0	0.953	952.938	1.714	1713.6	2019-09-10 00:04:48	
		5379	6:08:00:000	1486.2	-0.152	0.0	0.953	953.149	1.714	1713.9	2019-09-10 00:04:53	
		5380	6:08:05:000	1485.9	-0.152	0.0	0.953	953.360	1.714	1714.3	2019-09-10 00:04:58	
		5381	6:08:10:000	1485.9	-0.152	0.0	0.954	953.571	1.715	1714.6	2019-09-10 00:05:03	
		5382	6:08:15:000	1485.6	-0.152	0.0	0.954	953.782	1.715	1714.9	2019-09-10 00:05:08	
		5383	6:08:20:000	1485.6	-0.152	0.0	0.954	953.993	1.715	1715.2	2019-09-10 00:05:13	
		5384	6:08:25:000	1485.3	-0.152	0.0	0.954	954.204	1.716	1715.5	2019-09-10 00:05:18	
		5385	6:08:30:000	1485.3	-0.152	0.0	0.954	954.415	1.716	1715.8	2019-09-10 00:05:23	
		5386	6:08:35:000	1484.9	-0.152	0.0	0.955	954.626	1.716	1716.1	2019-09-10 00:05:28	
		5387	6:08:40:000	1484.9	-0.152	0.0	0.955	954.837	1.716	1716.5	2019-09-10 00:05:33	
		5388	6:08:45:000	1484.6	-0.152	0.0	0.955	955.048	1.717	1716.8	2019-09-10 00:05:38	
		5389	6:08:50:000	1484.6	-0.152	0.0	0.955	955.259	1.717	1717.1	2019-09-10 00:05:43	
		5390	6:08:55:000	1484.3	-0.152	0.0	0.955	955.470	1.717	1717.4	2019-09-10 00:05:48	
		5391	6:09:00:000	1484.3	-0.152	0.0	0.956	955.681	1.718	1717.7	2019-09-10 00:05:53	
		5392	6:09:05:000	1484.3	-0.152	0.0	0.956	955.892	1.718	1718.0	2019-09-10 00:05:58	
		5393	6:09:10:000	1484.0	-0.152	0.0	0.956	956.102	1.718	1718.3	2019-09-10 00:06:03	
		5394	6:09:15:000	1484.0	-0.151	0.0	0.956	956.313	1.719	1718.6	2019-09-10 00:06:08	
		5395	6:09:20:000	1483.7	-0.151	0.0	0.957	956.523	1.719	1719.0	2019-09-10 00:06:13	
		5396	6:09:25:000	1483.7	-0.152	0.0	0.957	956.733	1.719	1719.3	2019-09-10 00:06:18	
		5397	6:09:30:000	1483.4	-0.152	0.0	0.957	956.943	1.720	1719.6	2019-09-10 00:06:23	
		5398	6:09:35:000	1483.1	-0.152	0.0	0.957	957.154	1.720	1719.9	2019-09-10 00:06:28	
		5399	6:09:40:000	1483.1	-0.151	0.0	0.957	957.365	1.720	1720.2	2019-09-10 00:06:33	
		5400	6:09:45:000	1483.1	-0.152	0.0	0.958	957.575	1.721	1720.5	2019-09-10 00:06:38	
		5401	6:09:50:000	1482.8	-0.152	0.0	0.958	957.786	1.721	1720.8	2019-09-10 00:06:43	
		5402	6:09:55:000	1482.8	-0.152	0.0	0.958	957.997	1.721	1721.2	2019-09-10 00:06:48	
		5403	6:10:00:000	1482.5	-0.152	0.0	0.958	958.208	1.721	1721.5	2019-09-10 00:06:53	
		5404	6:10:05:000	1482.5	-0.152	0.0	0.958	958.419	1.722	1721.8	2019-09-10 00:06:58	
		5405	6:10:10:000	1482.2	-0.152	0.0	0.959	958.630	1.722	1722.1	2019-09-10 00:07:03	
		5406	6:10:15:000	1482.2	-0.152	0.0	0.959	958.840	1.722	1722.4	2019-09-10 00:07:08	
		5407	6:10:20:000	1481.8	-0.152	0.0	0.959	959.051	1.723	1722.7	2019-09-10 00:07:13	
		5408	6:10:25:000	1481.8	-0.151	0.0	0.959	959.262	1.723	1723.0	2019-09-10 00:07:18	
		5409	6:10:30:000	1481.8	-0.151	0.0	0.959	959.472	1.723	1723.3	2019-09-10 00:07:23	
		5410	6:10:35:000	1481.5	-0.152	0.0	0.960	959.683	1.724	1723.7	2019-09-10 00:07:28	
		5411	6:10:40:000	1481.2	-0.152	0.0	0.960	959.893	1.724	1724.0	2019-09-10 00:07:33	
		5412	6:10:45:000	1481.2	-0.151	0.0	0.960	960.104	1.724	1724.3	2019-09-10 00:07:38	
		5413	6:10:50:000	1481.2	-0.151	0.0	0.960	960.314	1.725	1724.6	2019-09-10 00:07:43	
		5414	6:10:55:000	1480.6	-0.152	0.0	0.961	960.525	1.725	1724.9	2019-09-10 00:07:48	
		5415	6:11:00:000	1480.6	-0.152	0.0	0.961	960.736	1.725	1725.2	2019-09-10 00:07:53	
		5416	6:11:05:000	1480.3	-0.152	0.0	0.961	960.947	1.726	1725.5	2019-09-10 00:07:58	
		5417	6:11:10:000	1480.3	-0.151	0.0	0.961	961.158	1.726	1725.8	2019-09-10 00:08:03	
		5418	6:11:15:000	1480.0	-0.151	0.0	0.961	961.369	1.726	1726.2	2019-09-10 00:08:08	
		5419	6:11:20:000	1480.0	-0.152	0.0	0.962	961.579	1.726	1726.5	2019-09-10 00:08:13	
		5420	6:11:25:000	1479.7	-0.152	0.0	0.962	961.790	1.727	1726.8	2019-09-10 00:08:18	
		5421	6:11:30:000	1479.7	-0.151	0.0	0.962	962.001	1.727	1727.1	2019-09-10 00:08:23	
		5422	6:11:35:000	1479.4	-0.152	0.0	0.962	962.212	1.727	1727.4	2019-09-10 00:08:28	
		5423	6:11:40:000	1479.4	-0.151	0.0	0.962	962.422	1.728	1727.7	2019-09-10 00:08:33	
		5424	6:11:45:000	1479.1	-0.151	0.0	0.963	962.632	1.728	1728.0	2019-09-10 00:08:38	
		5425	6:11:50:000	1479.1	-0.151	0.0	0.963	962.842	1.728	1728.3	2019-09-10 00:08:43	
		5426	6:11:55:000	1478.7	-0.152	0.0	0.963	963.053	1.729	1728.7	2019-09-10 00:08:48	
		5427	6:12:00:000	1478.7	-0.152	0.0	0.963	963.264	1.729	1729.0	2019-09-10 00:08:53	
		5428	6:12:05:000	1478.4	-0.152	0.0	0.963	963.474	1.729	1729.3	2019-09-10 00:08:58	
		5429	6:12:10:000	1478.4	-0.152	0.0	0.964	963.684	1.730	1729.6	2019-09-10 00:09:03	
		5430	6:12:15:000	1478.4	-0.152	0.0	0.964	963.895	1.730	1729.9	2019-09-10 00:09:08	
		5431	6:12:20:000	1478.1	-0.151	0.0	0.964	964.106	1.730	1730.2	2019-09-10 00:09:13	
		5432	6:12:25:000	1477.8	-0.151	0.0	0.964	964.316	1.731	1730.5	2019-09-10 00:09:18	
		5433	6:12:30:000	1477.8	-0.152	0.0	0.965	964.526	1.731	1730.8	2019-09-10 00:09:23	
		5434	6:12:35:000	1477.8	-0.151	0.0	0.965	964.736	1.731	1731.2	2019-09-10 00:09:28	
		5435	6:12:40:000	1477.5	-0.152	0.0	0.965	964.947	1.731	1731.5	2019-09-10 00:09:33	
		5436	6:12:45:000	1477.5	-0.152	0.0	0.965	965.158	1.732	1731.8	2019-09-10 00:09:38	
		5437	6:12:50:000	1477.2	-0.152	0.0	0.965	965.368	1.732	1732.1	2019-09-10 00:09:43	
		5438	6:12:55:000	1477.2	-0.151	0.0	0.966	965.579	1.732	1732.4	2019-09-10 00:09:48	
		5439	6:13:00:000	1476.9	-0.152	0.0	0.966	965.790	1.733	1732.7	2019-09-10 00:09:53	
		5440	6:13:05:000	1476.6	-0.151	0.0	0.966	966.000	1.733	1733.0	2019-09-10 00:09:58	
		5441	6:13:10:000	1476.6	-0.151	0.0	0.966	966.211	1.733	1733.3	2019-09-10 00:10:03	
		5442	6:13:15:000	1476.6	-0.151	0.0	0.966	966.421	1.734	1733.6	2019-09-10 00:10:08	
		5443	6:13:20:000	1476.3	-0.152	0.0	0.967	966.633	1.734	1734.0	2019-09-10 00:10:13	
		5444	6:13:25:000	1476.3	-0.152	0.0	0.967	966.843	1.734	1734.3	2019-09-10 00:10:18	
		5445	6:13:30:000	1476.0	-0.152	0.0	0.967	967.054	1.735	1734.6	2019-09-10 00:10:23	
		5446	6:13:35:000	1476.0	-0.152	0.0	0.967	967.266	1.735	1734.9	2019-09-10 00:10:28	
		5447	6:13:40:000	1476.0	-0.152	0.0	0.967	967.477	1.735	1735.2	2019-09-10 00:10:33	
		5448	6:13:45:000	1475.6	-0.152	0.0	0.968	967.688	1.736	1735.5	2019-09-10 00:10:38	
		5449	6:13:50:000	1475.3	-0.152	0.0	0.968	967.898	1.736	1735.8	2019-09-10 00:10:43	
		5450	6:13:55:000	1475.3	-0.151	0.0	0.968	968.109	1.736	1736.1	2019-09-10 00:10:48	
		5451	6:14:00:000	1475.3	-0.152	0.0	0.968	968.320	1.736	1736.5	2019-09-10 00:10:53	
		5452	6:14:05:000	1475.0	-0.152	0.0	0.969	968.531	1.737	1736.8	2019-09-10 00:10:58	
		5453	6:14:10:000	1474.7	-0.151	0.0	0.969	968.741	1.737	1737.1	2019-09-10 00:11:03	
		5454	6:14:15:000	1474.7	-0.152	0.0	0.969	968.952	1.737	1737.4	2019-09-10 00:11:08	
		5455	6:14:20:000	1474.4	-0.151	0.0	0.969	969.162	1.738	1737.7	2019-09-10 00:11:13	
		5456	6:14:25:000	1474.4	-0.152	0.0	0.969	969.373	1.738	1738.0	2019-09-10 00:11:18	
		5457	6:14:30:000	1474.4	-0.152	0.0	0.970	969.583	1.738	1738.3	2019-09-10 00:11:23	
		5458	6:14:35:000	1474.1	-0.152	0.0	0.970	969.794	1.739	1738.6	2019-09-10 00:11:28	
		5459	6:14:40:000	1474.1	-0.152	0.0	0.970	970.006	1.739	1738.9	2019-09-10 00:11:33	
		5460	6:14:45:000	1473.8	-0.152	0.0	0.970	970.217	1.739	1739.3	2019-09-10 00:11:38	
		5461	6:14:50:000	1473.8	-0.152	0.0	0.970	970.427	1.740	1739.6	2019-09-10 00:11:43	
		5462	6:14:55:000	1473.5	-0.152	0.0	0.971	970.638	1.740	1739.9	2019-09-10 00:11:48	
		5463	6:15:00:000	1473.5	-0.152	0.0	0.971	970.849	1.740	1740.2	2019-09-10 00:11:53	
		5464	6:15:05:000	1473.2	-0.152	0.0	0.971	971.060	1.740	1740.5	2019-09-10 00:11:58	
		5465	6:15:10:000	1473.2	-0.151	0.0	0.971	971.271	1.741	1740.8	2019-09-10 00:12:03	
		5466	6:15:15:000	1472.9	-0.152	0.0	0.971	971.481	1.741	1741.1	2019-09-10 00:12:08	
		5467	6:15:20:000	1472.9	-0.152	0.0	0.972	971.693	1.741	1741.4	2019-09-10 00:12:13	
		5468	6:15:25:000	1472.9	-0.152	0.0	0.972	971.904	1.742	1741.7	2019-09-10 00:12:18	
		5469	6:15:30:000	1472.5	-0.152	0.0	0.972	972.115	1.742	1742.1	2019-09-10 00:12:23	
		5470	6:15:35:000	1472.2	-0.152	0.0	0.972	972.326	1.742	1742.4	2019-09-10 00:12:28	
		5471	6:15:40:000	1472.2	-0.151	0.0	0.973	972.536	1.743	1742.7	2019-09-10 00:12:33	
		5472	6:15:45:000	1472.2	-0.152	0.0	0.973	972.747	1.743	1743.0	2019-09-10 00:12:38	
		5473	6:15:50:000	1471.9	-0.152	0.0	0.973	972.957	1.743	1743.3	2019-09-10 00:12:43	
		5474	6:15:55:000	1471.9	-0.152	0.0	0.973	973.169	1.744	1743.6	2019-09-10 00:12:48	
		5475	6:16:00:000	1471.6	-0.152	0.0	0.973	973.379	1.744	1743.9	2019-09-10 00:12:53	
		5476	6:16:05:000	1471.6	-0.152	0.0	0.974	973.590	1.744	1744.2	2019-09-10 00:12:58	
		5477	6:16:10:000	1471.3	-0.152	0.0	0.974	973.801	1.745	1744.5	2019-09-10 00:13:03	
		5478	6:16:15:000	1471.3	-0.151	0.0	0.974	974.011	1.745	1744.9	2019-09-10 00:13:08	
		5479	6:16:20:000	1471.0	-0.152	0.0	0.974	974.222	1.745	1745.2	2019-09-10 00:13:13	
		5480	6:16:25:000	1471.0	-0.152	0.0	0.974	974.433	1.745	1745.5	2019-09-10 00:13:18	
		5481	6:16:30:000	1470.7	-0.152	0.0	0.975	974.644	1.746	1745.8	2019-09-10 00:13:23	
		5482	6:16:35:000	1470.4	-0.152	0.0	0.975	974.855	1.746	1746.1	2019-09-10 00:13:28	
		5483	6:16:40:000	1470.4	-0.151	0.0	0.975	975.066	1.746	1746.4	2019-09-10 00:13:33	
		5484	6:16:45:000	1470.4	-0.152	0.0	0.975	975.277	1.747	1746.7	2019-09-10 00:13:38	
		5485	6:16:50:000	1470.1	-0.152	0.0	0.975	975.488	1.747	1747.0	2019-09-10 00:13:43	
		5486	6:16:55:000	1470.1	-0.152	0.0	0.976	975.699	1.747	1747.3	2019-09-10 00:13:48	
		5487	6:17:00:000	1469.8	-0.152	0.0	0.976	975.909	1.748	1747.6	2019-09-10 00:13:53	
		5488	6:17:05:000	1469.8	-0.152	0.0	0.976	976.120	1.748	1748.0	2019-09-10 00:13:58	
		5489	6:17:10:000	1469.8	-0.152	0.0	0.976	976.331	1.748	1748.3	2019-09-10 00:14:03	
		5490	6:17:15:000	1469.4	-0.152	0.0	0.977	976.543	1.749	1748.6	2019-09-10 00:14:08	
		5491	6:17:20:000	1469.1	-0.152	0.0	0.977	976.754	1.749	1748.9	2019-09-10 00:14:13	
		5492	6:17:25:000	1469.1	-0.151	0.0	0.977	976.964	1.749	1749.2	2019-09-10 00:14:18	
		5493	6:17:30:000	1468.8	-0.152	0.0	0.977	977.175	1.750	1749.5	2019-09-10 00:14:23	
		5494	6:17:35:000	1468.8	-0.152	0.0	0.977	977.385	1.750	1749.8	2019-09-10 00:14:28	
		5495	6:17:40:000	1468.8	-0.151	0.0	0.978	977.596	1.750	1750.1	2019-09-10 00:14:33	
		5496	6:17:45:000	1468.5	-0.152	0.0	0.978	977.807	1.750	1750.4	2019-09-10 00:14:38	
		5497	6:17:50:000	1468.5	-0.152	0.0	0.978	978.018	1.751	1750.8	2019-09-10 00:14:43	
