time/s	Ewe/V	<I>/mA	cycle number	
5.006515188160739E+004	1.3512340E+000	1.332669899380008E-001	2.000000000000000E+000
5.008515148164466E+004	1.3523244E+000	1.333748862141729E-001	2.000000000000000E+000
5.010515128168184E+004	1.3532592E+000	1.334794217190183E-001	2.000000000000000E+000
5.012515108171920E+004	1.3542510E+000	1.335824756692396E-001	2.000000000000000E+000
5.014514968175651E+004	1.3552760E+000	1.337046488599631E-001	2.000000000000000E+000
5.016514928179374E+004	1.3562828E+000	1.337274033189287E-001	2.000000000000000E+000
5.018514908183098E+004	1.3572494E+000	1.337634498817846E-001	2.000000000000000E+000
5.020514888186823E+004	1.3582563E+000	1.338528203265565E-001	2.000000000000000E+000
5.022514848190550E+004	1.3593003E+000	1.339649863090439E-001	2.000000000000000E+000
5.024514828194273E+004	1.3602479E+000	1.340651896124472E-001	2.000000000000000E+000
5.026514848198001E+004	1.3612726E+000	1.341610097940915E-001	2.000000000000000E+000
5.028514708201727E+004	1.3622710E+000	1.342564360871995E-001	2.000000000000000E+000
5.030514668205462E+004	1.3632790E+000	1.343063088539527E-001	2.000000000000000E+000
5.032514648209186E+004	1.3643174E+000	1.343959127037573E-001	2.000000000000000E+000
5.034514628212899E+004	1.3652737E+000	1.344745020410381E-001	2.000000000000000E+000
5.036514588216634E+004	1.3662857E+000	1.345013503766881E-001	2.000000000000000E+000
5.038514448220357E+004	1.3672553E+000	1.345374102332264E-001	2.000000000000000E+000
5.040514428224080E+004	1.3682538E+000	1.345967766453429E-001	2.000000000000000E+000
5.042514408227807E+004	1.3692828E+000	1.346332943713340E-001	2.000000000000000E+000
5.044514368231531E+004	1.3702219E+000	1.346898143461495E-001	2.000000000000000E+000
5.046514388235257E+004	1.3712721E+000	1.347511537174213E-001	2.000000000000000E+000
5.048514368238981E+004	1.3722656E+000	1.347879441669904E-001	2.000000000000000E+000
5.050514208242693E+004	1.3733062E+000	1.348943319562936E-001	2.000000000000000E+000
5.052514188246429E+004	1.3742269E+000	1.350003183599136E-001	2.000000000000000E+000
5.054514168250165E+004	1.3752712E+000	1.351245162542927E-001	2.000000000000000E+000
5.056514148253878E+004	1.3763096E+000	1.353522345331455E-001	2.000000000000000E+000
5.058514108257601E+004	1.3773040E+000	1.354215156378410E-001	2.000000000000000E+000
5.060514088261328E+004	1.3783118E+000	1.354757307902643E-001	2.000000000000000E+000
5.062513948265056E+004	1.3793502E+000	1.355592285010991E-001	2.000000000000000E+000
5.064513908268779E+004	1.3803108E+000	1.356785476295830E-001	2.000000000000000E+000
5.066513928272505E+004	1.3812772E+000	1.357735689121805E-001	2.000000000000000E+000
5.068513908276230E+004	1.3822958E+000	1.357900529191471E-001	2.000000000000000E+000
5.070513888279954E+004	1.3832824E+000	1.358113561098304E-001	2.000000000000000E+000
5.072513728283683E+004	1.3842744E+000	1.358739966017084E-001	2.000000000000000E+000
5.074513708287408E+004	1.3852813E+000	1.359764005932338E-001	2.000000000000000E+000
5.076513688291136E+004	1.3863380E+000	1.360417262416265E-001	2.000000000000000E+000
5.078513648294858E+004	1.3872718E+000	1.361427393654240E-001	2.000000000000000E+000
5.080513628298586E+004	1.3882574E+000	1.361967934267898E-001	2.000000000000000E+000
5.082513608302310E+004	1.3893268E+000	1.362472601655189E-001	2.000000000000000E+000
5.084513588306034E+004	1.3902997E+000	1.363563124641138E-001	2.000000000000000E+000
5.086513468309748E+004	1.3913056E+000	1.364187011321989E-001	2.000000000000000E+000
5.088513448313484E+004	1.3923039E+000	1.365158991867644E-001	2.000000000000000E+000
5.090513428317208E+004	1.3932672E+000	1.365675841435632E-001	2.000000000000000E+000
5.092513388320920E+004	1.3943453E+000	1.366587005909705E-001	2.000000000000000E+000
5.094513368324656E+004	1.3953149E+000	1.366888979263181E-001	2.000000000000000E+000
5.096513228328381E+004	1.3962612E+000	1.368327415597890E-001	2.000000000000000E+000
5.098513208332105E+004	1.3972766E+000	1.369512616979165E-001	2.000000000000000E+000
5.100513168335834E+004	1.3982623E+000	1.370494198366178E-001	2.000000000000000E+000
5.102513148339558E+004	1.3992524E+000	1.371337064542879E-001	2.000000000000000E+000
5.104513128343283E+004	1.4002527E+000	1.372539446611989E-001	2.000000000000000E+000
5.106513008347014E+004	1.4013028E+000	1.373522572884012E-001	2.000000000000000E+000
5.108512988350738E+004	1.4022759E+000	1.374729249592117E-001	2.000000000000000E+000
5.110512968354463E+004	1.4032818E+000	1.376009201326518E-001	2.000000000000000E+000
5.112512938358187E+004	1.4043396E+000	1.376997627341319E-001	2.000000000000000E+000
5.114512908361915E+004	1.4052944E+000	1.378168468564161E-001	2.000000000000000E+000
5.116512888365638E+004	1.4063046E+000	1.379408489379448E-001	2.000000000000000E+000
5.118512868369363E+004	1.4072752E+000	1.380395018215173E-001	2.000000000000000E+000
5.120512708373088E+004	1.4083012E+000	1.380741751920104E-001	2.000000000000000E+000
5.122512688376824E+004	1.4093007E+000	1.381881601078199E-001	2.000000000000000E+000
5.124512668380537E+004	1.4103044E+000	1.383132038422321E-001	2.000000000000000E+000
5.126512678384269E+004	1.4112782E+000	1.384284557583957E-001	2.000000000000000E+000
5.128512648387987E+004	1.4123086E+000	1.385501736282089E-001	2.000000000000000E+000
5.130512508391708E+004	1.4133110E+000	1.386763199660015E-001	2.000000000000000E+000
5.132512488395433E+004	1.4142979E+000	1.387665716319954E-001	2.000000000000000E+000
5.134512448399159E+004	1.4152822E+000	1.388644278717009E-001	2.000000000000000E+000
5.136512428402883E+004	1.4162747E+000	1.389801152050341E-001	2.000000000000000E+000
5.138512408406608E+004	1.4173079E+000	1.390820023058745E-001	2.000000000000000E+000
5.140512388410326E+004	1.4182777E+000	1.391551821045391E-001	2.000000000000000E+000
5.142512228414067E+004	1.4192877E+000	1.392959713521824E-001	2.000000000000000E+000
5.144512208417791E+004	1.4202701E+000	1.394093308226458E-001	2.000000000000000E+000
5.146512228421518E+004	1.4213121E+000	1.395005791129749E-001	2.000000000000000E+000
5.148512188425241E+004	1.4222836E+000	1.396723084835133E-001	2.000000000000000E+000
5.150512168428965E+004	1.4233055E+000	1.398128623403658E-001	2.000000000000000E+000
5.152512148432693E+004	1.4242764E+000	1.399642778769854E-001	2.000000000000000E+000
5.154512008436420E+004	1.4252597E+000	1.400872616912497E-001	2.000000000000000E+000
5.156511968440132E+004	1.4263229E+000	1.402189771067457E-001	2.000000000000000E+000
5.158511948443868E+004	1.4272892E+000	1.403359206025308E-001	2.000000000000000E+000
5.160511928447592E+004	1.4282465E+000	1.404744433646612E-001	2.000000000000000E+000
5.162511888451315E+004	1.4293212E+000	1.405933446929044E-001	2.000000000000000E+000
5.164511748455037E+004	1.4303056E+000	1.407686384131179E-001	2.000000000000000E+000
5.166511768458760E+004	1.4312747E+000	1.409144050131013E-001	2.000000000000000E+000
5.168511748462488E+004	1.4323183E+000	1.410312378892717E-001	2.000000000000000E+000
5.170511708466211E+004	1.4333297E+000	1.411203138911226E-001	2.000000000000000E+000
5.172511688469938E+004	1.4342376E+000	1.412265543320714E-001	2.000000000000000E+000
5.174511668473663E+004	1.4352702E+000	1.413953586716137E-001	2.000000000000000E+000
5.176511628477386E+004	1.4363097E+000	1.417243620428458E-001	2.000000000000000E+000
5.178511488481122E+004	1.4373027E+000	1.417202945799725E-001	2.000000000000000E+000
5.180511468484835E+004	1.4383035E+000	1.418955204668935E-001	2.000000000000000E+000
5.182511448488571E+004	1.4392731E+000	1.420520396830050E-001	2.000000000000000E+000
5.184511408492294E+004	1.4403077E+000	1.422093103260287E-001	2.000000000000000E+000
5.186511428496020E+004	1.4412847E+000	1.423866564750749E-001	2.000000000000000E+000
5.188511288499745E+004	1.4422916E+000	1.425654054559198E-001	2.000000000000000E+000
5.190511248503468E+004	1.4432868E+000	1.427772923893490E-001	2.000000000000000E+000
5.192511228507198E+004	1.4442936E+000	1.429395087767144E-001	2.000000000000000E+000
5.194511208510934E+004	1.4453015E+000	1.430973674098248E-001	2.000000000000000E+000
5.196511188514647E+004	1.4462521E+000	1.432119589997678E-001	2.000000000000000E+000
5.198511028518365E+004	1.4472399E+000	1.433514169647259E-001	2.000000000000000E+000
5.200511008522089E+004	1.4482617E+000	1.435389322826515E-001	2.000000000000000E+000
5.202510988525813E+004	1.4493098E+000	1.437055952922464E-001	2.000000000000000E+000
5.204510948529537E+004	1.4502574E+000	1.438811511952580E-001	2.000000000000000E+000
5.206510968533266E+004	1.4512216E+000	1.440650699197301E-001	2.000000000000000E+000
5.208510948536987E+004	1.4522988E+000	1.442830267247548E-001	2.000000000000000E+000
5.210510928540715E+004	1.4532735E+000	1.444489505306199E-001	2.000000000000000E+000
5.212510768544441E+004	1.4542509E+000	1.446135157694828E-001	2.000000000000000E+000
5.214510748548177E+004	1.4552896E+000	1.447945644888264E-001	2.000000000000000E+000
5.216510728551890E+004	1.4562688E+000	1.449779772368256E-001	2.000000000000000E+000
5.218510688555613E+004	1.4572917E+000	1.451677237579982E-001	2.000000000000000E+000
5.220510668559349E+004	1.4583015E+000	1.453402827113939E-001	2.000000000000000E+000
5.222510528563072E+004	1.4592839E+000	1.453866933898955E-001	2.000000000000000E+000
5.224510508566795E+004	1.4603281E+000	1.455649501492613E-001	2.000000000000000E+000
5.226510508570523E+004	1.4613042E+000	1.456992164635139E-001	2.000000000000000E+000
5.228510488574248E+004	1.4622560E+000	1.459329773139983E-001	2.000000000000000E+000
5.230510468577972E+004	1.4633243E+000	1.461502890693396E-001	2.000000000000000E+000
5.232510428581701E+004	1.4642315E+000	1.463537266151858E-001	2.000000000000000E+000
5.234510288585420E+004	1.4652904E+000	1.465868691768821E-001	2.000000000000000E+000
5.236510268589144E+004	1.4663150E+000	1.467718085882326E-001	2.000000000000000E+000
5.238510248592868E+004	1.4672806E+000	1.470109132948045E-001	2.000000000000000E+000
5.240510208596592E+004	1.4683255E+000	1.472080954072252E-001	2.000000000000000E+000
5.242510188600316E+004	1.4693072E+000	1.474481827138690E-001	2.000000000000000E+000
5.244510168604043E+004	1.4702766E+000	1.477007507323895E-001	2.000000000000000E+000
5.246510048607772E+004	1.4713016E+000	1.479214637437503E-001	2.000000000000000E+000
5.248510028611496E+004	1.4722874E+000	1.480739626781600E-001	2.000000000000000E+000
5.250510008615220E+004	1.4732931E+000	1.483100201980961E-001	2.000000000000000E+000
5.252509988618956E+004	1.4742852E+000	1.485478815723273E-001	2.000000000000000E+000
5.254509948622668E+004	1.4753121E+000	1.487216235042503E-001	2.000000000000000E+000
5.256509808626401E+004	1.4762576E+000	1.489259994414178E-001	2.000000000000000E+000
5.258509788630123E+004	1.4772687E+000	1.491493880607455E-001	2.000000000000000E+000
5.260509748633851E+004	1.4782361E+000	1.493580642397475E-001	2.000000000000000E+000
5.262509728637573E+004	1.4792908E+000	1.496182633696410E-001	2.000000000000000E+000
5.264509708641301E+004	1.4803251E+000	1.498513238877925E-001	2.000000000000000E+000
5.266509718645026E+004	1.4812908E+000	1.500946921174711E-001	2.000000000000000E+000
5.268509688648750E+004	1.4822828E+000	1.503504042923705E-001	2.000000000000000E+000
5.270509548652475E+004	1.4832884E+000	1.505966872006890E-001	2.000000000000000E+000
5.272509528656187E+004	1.4842892E+000	1.508076516443786E-001	2.000000000000000E+000
5.274509488659923E+004	1.4852618E+000	1.509657559991733E-001	2.000000000000000E+000
5.276509468663647E+004	1.4863061E+000	1.512019297620246E-001	2.000000000000000E+000
5.278509448667371E+004	1.4872957E+000	1.514722815206708E-001	2.000000000000000E+000
5.280509308671096E+004	1.4882464E+000	1.517683577186770E-001	2.000000000000000E+000
5.282509268674813E+004	1.4892639E+000	1.520624803579955E-001	2.000000000000000E+000
5.284509248678549E+004	1.4902570E+000	1.524721114530794E-001	2.000000000000000E+000
5.286509268682264E+004	1.4912651E+000	1.527485648303881E-001	2.000000000000000E+000
5.288509228685999E+004	1.4922653E+000	1.530330458497162E-001	2.000000000000000E+000
5.290509088689729E+004	1.4931958E+000	1.532882422206401E-001	2.000000000000000E+000
5.292509068693453E+004	1.4942844E+000	1.536125594512079E-001	2.000000000000000E+000
5.294509048697178E+004	1.4952840E+000	1.539176311139379E-001	2.000000000000000E+000
5.296509008700901E+004	1.4962918E+000	1.542159012882890E-001	2.000000000000000E+000
5.298508988704630E+004	1.4972783E+000	1.544786071385926E-001	2.000000000000000E+000
5.300508968708353E+004	1.4982483E+000	1.547880807593702E-001	2.000000000000000E+000
5.302508928712079E+004	1.4992583E+000	1.551248816606012E-001	2.000000000000000E+000
5.304508788715815E+004	1.5002651E+000	1.554551485022562E-001	2.000000000000000E+000
5.306508808719541E+004	1.5012859E+000	1.557969456887875E-001	2.000000000000000E+000
5.308508788723266E+004	1.5022287E+000	1.561269355749251E-001	2.000000000000000E+000
5.310508748726989E+004	1.5032912E+000	1.564412601325205E-001	2.000000000000000E+000
5.312508728730713E+004	1.5042968E+000	1.567845236583674E-001	2.000000000000000E+000
5.314508588734436E+004	1.5052973E+000	1.571343414939130E-001	2.000000000000000E+000
5.316508558738162E+004	1.5062300E+000	1.574836793635379E-001	2.000000000000000E+000
5.318508528741886E+004	1.5073079E+000	1.578607614587764E-001	2.000000000000000E+000
5.320508508745610E+004	1.5083201E+000	1.581570836384840E-001	2.000000000000000E+000
5.322508488749340E+004	1.5092813E+000	1.585154727385301E-001	2.000000000000000E+000
5.324508448753064E+004	1.5102807E+000	1.588219562187267E-001	2.000000000000000E+000
5.326508348756772E+004	1.5112559E+000	1.591916705829759E-001	2.000000000000000E+000
5.328508328760508E+004	1.5122848E+000	1.595246761234679E-001	2.000000000000000E+000
5.330508288764232E+004	1.5132866E+000	1.599146545856349E-001	2.000000000000000E+000
5.332508268767956E+004	1.5143261E+000	1.603242044863080E-001	2.000000000000000E+000
5.334508248771681E+004	1.5153320E+000	1.607410575541517E-001	2.000000000000000E+000
5.336508228775408E+004	1.5163175E+000	1.611340476321991E-001	2.000000000000000E+000
5.338508068779134E+004	1.5172544E+000	1.615384512544021E-001	2.000000000000000E+000
5.340508048782859E+004	1.5182976E+000	1.619612424789806E-001	2.000000000000000E+000
5.342508028786583E+004	1.5192925E+000	1.624225439082001E-001	2.000000000000000E+000
5.344507998790313E+004	1.5202847E+000	1.628566921835199E-001	2.000000000000000E+000
5.346508008794044E+004	1.5212756E+000	1.631694586324240E-001	2.000000000000000E+000
5.348507868797763E+004	1.5222504E+000	1.635565499717693E-001	2.000000000000000E+000
5.350507848801487E+004	1.5232871E+000	1.639346132373452E-001	2.000000000000000E+000
5.352507808805215E+004	1.5242707E+000	1.644307955021956E-001	2.000000000000000E+000
5.354507788808938E+004	1.5252914E+000	1.648738046730474E-001	2.000000000000000E+000
5.356507768812665E+004	1.5262154E+000	1.653405701313955E-001	2.000000000000000E+000
5.358507738816389E+004	1.5272850E+000	1.657900227449411E-001	2.000000000000000E+000
5.360507708820119E+004	1.5282929E+000	1.662305706797416E-001	2.000000000000000E+000
5.362507568823837E+004	1.5292890E+000	1.666378382253225E-001	2.000000000000000E+000
5.364507548827562E+004	1.5302429E+000	1.673207221897761E-001	2.000000000000000E+000
5.366507548831287E+004	1.5312326E+000	1.687356359205674E-001	2.000000000000000E+000
5.368507528835000E+004	1.5322577E+000	1.691805082013897E-001	2.000000000000000E+000
5.370507508838736E+004	1.5332646E+000	1.692191873786157E-001	2.000000000000000E+000
5.372507348842459E+004	1.5343000E+000	1.698153044467419E-001	2.000000000000000E+000
5.374507328846183E+004	1.5352707E+000	1.701152638741256E-001	2.000000000000000E+000
5.376507308849914E+004	1.5362448E+000	1.700744503912390E-001	2.000000000000000E+000
5.378507288853638E+004	1.5372709E+000	1.706092970494808E-001	2.000000000000000E+000
5.380507248857361E+004	1.5382564E+000	1.710477709884644E-001	2.000000000000000E+000
5.382507108861092E+004	1.5392866E+000	1.714824268940980E-001	2.000000000000000E+000
5.384507088864816E+004	1.5402521E+000	1.717464047492477E-001	2.000000000000000E+000
5.386507088868541E+004	1.5412663E+000	1.722551322523946E-001	2.000000000000000E+000
5.388507068872266E+004	1.5422776E+000	1.724781711718064E-001	2.000000000000000E+000
5.390507048875994E+004	1.5432260E+000	1.728400643907002E-001	2.000000000000000E+000
5.392507028879717E+004	1.5442669E+000	1.733245162819723E-001	2.000000000000000E+000
5.394506988883443E+004	1.5452832E+000	1.737889374799990E-001	2.000000000000000E+000
5.396506848887168E+004	1.5462507E+000	1.742494766742508E-001	2.000000000000000E+000
5.398506828890904E+004	1.5472599E+000	1.747020629009793E-001	2.000000000000000E+000
5.400506788894616E+004	1.5482517E+000	1.751917712001552E-001	2.000000000000000E+000
5.402506768898340E+004	1.5492439E+000	1.755248477257110E-001	2.000000000000000E+000
5.404506748902064E+004	1.5502294E+000	1.759392078157731E-001	2.000000000000000E+000
5.406506648905787E+004	1.5512512E+000	1.763265689704387E-001	2.000000000000000E+000
5.408506608909511E+004	1.5522995E+000	1.766878861594794E-001	2.000000000000000E+000
5.410506588913238E+004	1.5532744E+000	1.770484096868374E-001	2.000000000000000E+000
5.412506568916963E+004	1.5542921E+000	1.773667328378404E-001	2.000000000000000E+000
5.414506528920692E+004	1.5553007E+000	1.777080591699295E-001	2.000000000000000E+000
5.416506508924428E+004	1.5562739E+000	1.780128659910407E-001	2.000000000000000E+000
5.418506368928147E+004	1.5572627E+000	1.783207035875918E-001	2.000000000000000E+000
5.420506348931871E+004	1.5582886E+000	1.785964119169452E-001	2.000000000000000E+000
5.422506308935594E+004	1.5592849E+000	1.788570399339990E-001	2.000000000000000E+000
5.424506288939322E+004	1.5602865E+000	1.790941398511205E-001	2.000000000000000E+000
5.426506308943045E+004	1.5612689E+000	1.792811455365480E-001	2.000000000000000E+000
5.428506268946771E+004	1.5622884E+000	1.795027842287585E-001	2.000000000000000E+000
5.430506128950499E+004	1.5632519E+000	1.797397545511386E-001	2.000000000000000E+000
5.432506108954211E+004	1.5642705E+000	1.799276147616478E-001	2.000000000000000E+000
5.434506088957947E+004	1.5652804E+000	1.801152704849331E-001	2.000000000000000E+000
5.436506048961659E+004	1.5662428E+000	1.802950684118980E-001	2.000000000000000E+000
5.438506028965395E+004	1.5672706E+000	1.804209789958303E-001	2.000000000000000E+000
5.440505888969117E+004	1.5682542E+000	1.805041015658175E-001	2.000000000000000E+000
5.442505858972840E+004	1.5692390E+000	1.806710308365131E-001	2.000000000000000E+000
5.444505828976567E+004	1.5702679E+000	1.807994484436173E-001	2.000000000000000E+000
5.446505848980290E+004	1.5712675E+000	1.809570431875605E-001	2.000000000000000E+000
5.448505828984018E+004	1.5722817E+000	1.811055555005244E-001	2.000000000000000E+000
5.450505788987741E+004	1.5732687E+000	1.811383465360548E-001	2.000000000000000E+000
5.452505768991465E+004	1.5742520E+000	1.811156445974642E-001	2.000000000000000E+000
5.454505628995202E+004	1.5752513E+000	1.812021532944783E-001	2.000000000000000E+000
5.456505598998908E+004	1.5762752E+000	1.812915747592592E-001	2.000000000000000E+000
5.458505569002649E+004	1.5772907E+000	1.813406658355378E-001	2.000000000000000E+000
5.460505549006374E+004	1.5782318E+000	1.813801501123649E-001	2.000000000000000E+000
5.462505529010098E+004	1.5792555E+000	1.814230296320281E-001	2.000000000000000E+000
5.464505369013827E+004	1.5802633E+000	1.815407731425029E-001	2.000000000000000E+000
5.466505389017548E+004	1.5812863E+000	1.816566901983668E-001	2.000000000000000E+000
5.468505369021278E+004	1.5822877E+000	1.816373363034023E-001	2.000000000000000E+000
5.470505339025008E+004	1.5832905E+000	1.815728632794134E-001	2.000000000000000E+000
5.472505309028726E+004	1.5843195E+000	1.815405985412202E-001	2.000000000000000E+000
5.474505169032444E+004	1.5852637E+000	1.815189628685583E-001	2.000000000000000E+000
5.476505149036169E+004	1.5862761E+000	1.815165789514048E-001	2.000000000000000E+000
5.478505109039895E+004	1.5872552E+000	1.814421715633522E-001	2.000000000000000E+000
5.480505089043616E+004	1.5882866E+000	1.814183384171213E-001	2.000000000000000E+000
5.482505069047344E+004	1.5893060E+000	1.814183183146394E-001	2.000000000000000E+000
5.484505039051067E+004	1.5903057E+000	1.814171970967857E-001	2.000000000000000E+000
5.486505049054796E+004	1.5913303E+000	1.814382563648471E-001	2.000000000000000E+000
5.488504909058521E+004	1.5922939E+000	1.814192378519362E-001	2.000000000000000E+000
5.490504889062257E+004	1.5932689E+000	1.814191729915100E-001	2.000000000000000E+000
5.492504849065980E+004	1.5943011E+000	1.814404366196287E-001	2.000000000000000E+000
5.494504829069693E+004	1.5952677E+000	1.814631093604668E-001	2.000000000000000E+000
5.496504809073429E+004	1.5963382E+000	1.815023932826509E-001	2.000000000000000E+000
5.498504669077152E+004	1.5973250E+000	1.815644758922268E-001	2.000000000000000E+000
5.500504629080876E+004	1.5982280E+000	1.816077281947108E-001	2.000000000000000E+000
5.502504609084601E+004	1.5992942E+000	1.816135045885022E-001	2.000000000000000E+000
5.504504589088319E+004	1.6002650E+000	1.815877892992614E-001	2.000000000000000E+000
5.506504589092056E+004	1.6013002E+000	1.816917971659736E-001	2.000000000000000E+000
5.508504569095781E+004	1.6022966E+000	1.817918248858283E-001	2.000000000000000E+000
5.510504429099499E+004	1.6032505E+000	1.819148692205146E-001	2.000000000000000E+000
5.512504399103217E+004	1.6042851E+000	1.820343704658152E-001	2.000000000000000E+000
5.514504369106947E+004	1.6052800E+000	1.822135483069232E-001	2.000000000000000E+000
5.516504349110671E+004	1.6062933E+000	1.824344566698324E-001	2.000000000000000E+000
5.518504329114396E+004	1.6072938E+000	1.826225362093696E-001	2.000000000000000E+000
5.520504289118123E+004	1.6082932E+000	1.828926290880899E-001	2.000000000000000E+000
5.522504149121849E+004	1.6092948E+000	1.829735078078421E-001	2.000000000000000E+000
5.524504129125585E+004	1.6102742E+000	1.830311213706350E-001	2.000000000000000E+000
5.526504129129299E+004	1.6113191E+000	1.833813826995687E-001	2.000000000000000E+000
5.528504109133023E+004	1.6122602E+000	1.836531609423343E-001	2.000000000000000E+000
5.530504089136748E+004	1.6132617E+000	1.840519660869848E-001	2.000000000000000E+000
5.532503949140481E+004	1.6142557E+000	1.845503472336958E-001	2.000000000000000E+000
5.534503909144204E+004	1.6152672E+000	1.851139359090924E-001	2.000000000000000E+000
5.536503889147930E+004	1.6162940E+000	1.856723183131614E-001	2.000000000000000E+000
5.538503869151653E+004	1.6172628E+000	1.862095449376661E-001	2.000000000000000E+000
5.540503849155380E+004	1.6183002E+000	1.868021939241795E-001	2.000000000000000E+000
5.542503809159104E+004	1.6192861E+000	1.874031692849814E-001	2.000000000000000E+000
5.544503789162834E+004	1.6202163E+000	1.879441270003228E-001	2.000000000000000E+000
5.546503689166554E+004	1.6212741E+000	1.886160588657266E-001	2.000000000000000E+000
5.548503649170278E+004	1.6222736E+000	1.892847560439706E-001	2.000000000000000E+000
5.550503629174002E+004	1.6232721E+000	1.899762789004180E-001	2.000000000000000E+000
5.552503609177726E+004	1.6243172E+000	1.907226423645241E-001	2.000000000000000E+000
5.554503579181450E+004	1.6252625E+000	1.913937038746894E-001	2.000000000000000E+000
5.556503429185174E+004	1.6262394E+000	1.918499303137551E-001	2.000000000000000E+000
5.558503409188893E+004	1.6272985E+000	1.926761430542832E-001	2.000000000000000E+000
5.560503389192629E+004	1.6282988E+000	1.934069561410275E-001	2.000000000000000E+000
5.562503349196352E+004	1.6292952E+000	1.942601264053705E-001	2.000000000000000E+000
5.564503329200088E+004	1.6302670E+000	1.951101552020544E-001	2.000000000000000E+000
5.566503229203809E+004	1.6312895E+000	1.959189318760725E-001	2.000000000000000E+000
5.568503199207532E+004	1.6322733E+000	1.967317340882160E-001	2.000000000000000E+000
5.570503169211259E+004	1.6332865E+000	1.976063953452663E-001	2.000000000000000E+000
5.572503149214981E+004	1.6343392E+000	1.984822241426527E-001	2.000000000000000E+000
5.574503129218709E+004	1.6352451E+000	1.993358901479645E-001	2.000000000000000E+000
5.576503089222431E+004	1.6362776E+000	2.001513870992828E-001	2.000000000000000E+000
5.578503069226159E+004	1.6372894E+000	2.009682898917577E-001	2.000000000000000E+000
5.580502929229895E+004	1.6382518E+000	2.017158101548668E-001	2.000000000000000E+000
5.582502899233624E+004	1.6392726E+000	2.025365667397968E-001	2.000000000000000E+000
5.584502869237342E+004	1.6403005E+000	2.033346235462301E-001	2.000000000000000E+000
5.586502889241069E+004	1.6412927E+000	2.040679136038013E-001	2.000000000000000E+000
5.588502869244793E+004	1.6422580E+000	2.048221641778660E-001	2.000000000000000E+000
5.590502709248516E+004	1.6432594E+000	2.055732470555275E-001	2.000000000000000E+000
5.592502689252241E+004	1.6442635E+000	2.063436461428472E-001	2.000000000000000E+000
5.594502669255965E+004	1.6452724E+000	2.071418486400332E-001	2.000000000000000E+000
5.596502639259689E+004	1.6462940E+000	2.078804189123455E-001	2.000000000000000E+000
5.598502609263419E+004	1.6473051E+000	2.086358244281945E-001	2.000000000000000E+000
5.600502589267143E+004	1.6482368E+000	2.094000546074564E-001	2.000000000000000E+000
5.602502449270873E+004	1.6492692E+000	2.101202770807390E-001	2.000000000000000E+000
5.604502409274585E+004	1.6502683E+000	2.108242400839928E-001	2.000000000000000E+000
5.606502429278311E+004	1.6512724E+000	2.114636491070074E-001	2.000000000000000E+000
5.608502409282036E+004	1.6523012E+000	2.121493833839160E-001	2.000000000000000E+000
5.610502379285760E+004	1.6532816E+000	2.128353282220903E-001	2.000000000000000E+000
5.612502349289488E+004	1.6542766E+000	2.133670410325932E-001	2.000000000000000E+000
5.614502209293214E+004	1.6552433E+000	2.139877701737269E-001	2.000000000000000E+000
5.616502189296938E+004	1.6562513E+000	2.145482067461670E-001	2.000000000000000E+000
5.618502149300673E+004	1.6572697E+000	2.150471061062821E-001	2.000000000000000E+000
5.620502129304386E+004	1.6583043E+000	2.156028087262727E-001	2.000000000000000E+000
5.622502109308122E+004	1.6592782E+000	2.161905658528944E-001	2.000000000000000E+000
5.624501969311845E+004	1.6603019E+000	2.167559143689841E-001	2.000000000000000E+000
5.626501969315566E+004	1.6613058E+000	2.172693522975457E-001	2.000000000000000E+000
5.628501949319294E+004	1.6622870E+000	2.177505541283424E-001	2.000000000000000E+000
5.630501929323017E+004	1.6632856E+000	2.181781315995490E-001	2.000000000000000E+000
5.632501889326744E+004	1.6642553E+000	2.186189728171537E-001	2.000000000000000E+000
5.634501869330468E+004	1.6652622E+000	2.193506672020775E-001	2.000000000000000E+000
5.636501849334198E+004	1.6662753E+000	2.198020643181866E-001	2.000000000000000E+000
5.638501709337917E+004	1.6672608E+000	2.201622768667497E-001	2.000000000000000E+000
5.640501669341628E+004	1.6682998E+000	2.203636586583519E-001	2.000000000000000E+000
5.642501649345364E+004	1.6693192E+000	2.203903939908482E-001	2.000000000000000E+000
5.644501629349089E+004	1.6702850E+000	2.206826927996428E-001	2.000000000000000E+000
5.646501629352814E+004	1.6712735E+000	2.209414230339993E-001	2.000000000000000E+000
5.648501489356539E+004	1.6722813E+000	2.212366142210913E-001	2.000000000000000E+000
5.650501469360263E+004	1.6732471E+000	2.214902228641322E-001	2.000000000000000E+000
5.652501449363993E+004	1.6742909E+000	2.217035382481836E-001	2.000000000000000E+000
5.654501409367728E+004	1.6752989E+000	2.218310175878235E-001	2.000000000000000E+000
5.656501389371441E+004	1.6763258E+000	2.219341670930661E-001	2.000000000000000E+000
5.658501249375171E+004	1.6772902E+000	2.220178446569911E-001	2.000000000000000E+000
5.660501209378894E+004	1.6782676E+000	2.220859541568700E-001	2.000000000000000E+000
5.662501189382623E+004	1.6792912E+000	2.220970695590038E-001	2.000000000000000E+000
5.664501169386346E+004	1.6802686E+000	2.223272455718388E-001	2.000000000000000E+000
5.666501189390074E+004	1.6812634E+000	2.222958438632694E-001	2.000000000000000E+000
5.668501149393796E+004	1.6822600E+000	2.222929089823706E-001	2.000000000000000E+000
