time/s	Ewe/V	x	Q discharge/mA.h	Q charge/mA.h	
1,934507371190283E+004	3,1495109E+000	6,660231481084721E-001	0,000000000000000E+000	7,042290484879028E-001
1,935507371178176E+004	3,1495299E+000	6,658379157941271E-001	0,000000000000000E+000	7,046196323682719E-001
1,936507371166069E+004	3,1497972E+000	6,656526849805091E-001	0,000000000000000E+000	7,050102130841831E-001
1,937507371153962E+004	3,1497400E+000	6,654674538188162E-001	0,000000000000000E+000	7,054007945340278E-001
1,938507371141855E+004	3,1499116E+000	6,652822171024393E-001	0,000000000000000E+000	7,057913876965951E-001
1,939507371129747E+004	3,1498926E+000	6,650969845395456E-001	0,000000000000000E+000	7,061819721009883E-001
1,940507371117640E+004	3,1502173E+000	6,649117547805303E-001	0,000000000000000E+000	7,065725505932945E-001
1,941507371105533E+004	3,1501598E+000	6,647265257632444E-001	0,000000000000000E+000	7,069631275216186E-001
1,942507371093426E+004	3,1504271E+000	6,645412949779459E-001	0,000000000000000E+000	7,073537081779302E-001
1,943507371081319E+004	3,1506946E+000	6,643560662392739E-001	0,000000000000000E+000	7,077442845188174E-001
1,944507371069212E+004	3,1507900E+000	6,641708383583322E-001	0,000000000000000E+000	7,081348590508114E-001
1,945507371057104E+004	3,1512291E+000	6,639856100576265E-001	0,000000000000000E+000	7,085254344682042E-001
1,946507371044997E+004	3,1513627E+000	6,638003821941731E-001	0,000000000000000E+000	7,089160089636074E-001
1,947507371032890E+004	3,1513436E+000	6,636151574307115E-001	0,000000000000000E+000	7,093065769221742E-001
1,948507371020783E+004	3,1515727E+000	6,634299311829763E-001	0,000000000000000E+000	7,096971480104776E-001
1,949507371008676E+004	3,1517255E+000	6,632447090726002E-001	0,000000000000000E+000	7,100877103746999E-001
1,950507370996568E+004	3,1517828E+000	6,630594885248109E-001	0,000000000000000E+000	7,104782694442299E-001
1,951507370984461E+004	3,1520119E+000	6,628742681852305E-001	0,000000000000000E+000	7,108688280745481E-001
1,952507370972354E+004	3,1519163E+000	6,626890463385586E-001	0,000000000000000E+000	7,112593898828262E-001
1,953507370960247E+004	3,1523936E+000	6,625038242959528E-001	0,000000000000000E+000	7,116499521040602E-001
1,954507370948140E+004	3,1527374E+000	6,623185977710655E-001	0,000000000000000E+000	7,120405237768094E-001
1,955507370936032E+004	3,1528900E+000	6,621333689052905E-001	0,000000000000000E+000	7,124311003856071E-001
1,956507370923925E+004	3,1532528E+000	6,619481393271716E-001	0,000000000000000E+000	7,128216784962862E-001
1,957507370911818E+004	3,1534245E+000	6,617629084036010E-001	0,000000000000000E+000	7,132122594441812E-001
1,958507370899711E+004	3,1534054E+000	6,615776784016010E-001	0,000000000000000E+000	7,136028384487206E-001
1,959507370887604E+004	3,1536536E+000	6,613924486532334E-001	0,000000000000000E+000	7,139934169188414E-001
1,960507370875496E+004	3,1536345E+000	6,612072216694792E-001	0,000000000000000E+000	7,143839895592754E-001
1,961507370863389E+004	3,1535583E+000	6,610219944378375E-001	0,000000000000000E+000	7,147745627222492E-001
1,962507370851282E+004	3,1537492E+000	6,608367641859011E-001	0,000000000000000E+000	7,151651422539725E-001
1,963507370839175E+004	3,1540546E+000	6,606515326828984E-001	0,000000000000000E+000	7,155557244238009E-001
1,964507370827068E+004	3,1538064E+000	6,604663045457327E-001	0,000000000000000E+000	7,159462994963171E-001
1,965507370814960E+004	3,1539018E+000	6,602810739194364E-001	0,000000000000000E+000	7,163368798174220E-001
1,966507370802853E+004	3,1541691E+000	6,600958461245192E-001	0,000000000000000E+000	7,167274541682145E-001
1,967507370790746E+004	3,1545320E+000	6,599106166679527E-001	0,000000000000000E+000	7,171180320228603E-001
1,968507370778639E+004	3,1547420E+000	6,597253855584162E-001	0,000000000000000E+000	7,175086133629571E-001
1,969507370766532E+004	3,1547801E+000	6,595401539245428E-001	0,000000000000000E+000	7,178991958086614E-001
1,970507370754424E+004	3,1549327E+000	6,593549219221120E-001	0,000000000000000E+000	7,182897790313635E-001
1,971507370742317E+004	3,1551428E+000	6,591696901062705E-001	0,000000000000000E+000	7,186803618607702E-001
1,972507370730210E+004	3,1551046E+000	6,589844589638633E-001	0,000000000000000E+000	7,190709432698917E-001
1,973507370718103E+004	3,1554101E+000	6,587992292099368E-001	0,000000000000000E+000	7,194615217513209E-001
1,974507370705996E+004	3,1554675E+000	6,586140005264856E-001	0,000000000000000E+000	7,198520979755255E-001
1,975507370693889E+004	3,1556392E+000	6,584287721962060E-001	0,000000000000000E+000	7,202426734551430E-001
1,976507370681781E+004	3,1561165E+000	6,582435442627078E-001	0,000000000000000E+000	7,206332480982243E-001
1,977507370669674E+004	3,1563647E+000	6,580583174051144E-001	0,000000000000000E+000	7,210238204726162E-001
1,978507370657567E+004	3,1565938E+000	6,578730852688522E-001	0,000000000000000E+000	7,214144039776275E-001
1,979507370645460E+004	3,1564410E+000	6,576878533914774E-001	0,000000000000000E+000	7,218049869365682E-001
1,980507370633353E+004	3,1570330E+000	6,575026217388172E-001	0,000000000000000E+000	7,221955694218309E-001
1,981507370621245E+004	3,1576629E+000	6,573173885414365E-001	0,000000000000000E+000	7,225861551643336E-001
1,982507370609138E+004	3,1579111E+000	6,571321551172091E-001	0,000000000000000E+000	7,229767413850359E-001
1,983507370597031E+004	3,1579301E+000	6,569469192083016E-001	0,000000000000000E+000	7,233673328450005E-001
1,984507370584924E+004	3,1583312E+000	6,567616838223487E-001	0,000000000000000E+000	7,237579232025045E-001
1,985507370572817E+004	3,1584456E+000	6,565764486488663E-001	0,000000000000000E+000	7,241485131119687E-001
1,986507370560709E+004	3,1586556E+000	6,563912149235818E-001	0,000000000000000E+000	7,245390999677883E-001
1,987507370548602E+004	3,1588466E+000	6,562059799927317E-001	0,000000000000000E+000	7,249296893655242E-001
1,988507370536495E+004	3,1588848E+000	6,560207456567786E-001	0,000000000000000E+000	7,253202775089813E-001
1,989507370524388E+004	3,1591902E+000	6,558355112753333E-001	0,000000000000000E+000	7,257108657482844E-001
1,990507370512281E+004	3,1594958E+000	6,556502783781485E-001	0,000000000000000E+000	7,261014508575894E-001
1,991507370500173E+004	3,1595340E+000	6,554650449120885E-001	0,000000000000000E+000	7,264920371666895E-001
1,992507370488066E+004	3,1596484E+000	6,552798094360324E-001	0,000000000000000E+000	7,268826277140011E-001
1,993507370475959E+004	3,1596484E+000	6,550945741602524E-001	0,000000000000000E+000	7,272732178391588E-001
1,994507370463852E+004	3,1598585E+000	6,549093372429570E-001	0,000000000000000E+000	7,276638114256085E-001
1,995507370451745E+004	3,1599731E+000	6,547241007965556E-001	0,000000000000000E+000	7,280544040192155E-001
1,996507370439637E+004	3,1599348E+000	6,545388639709464E-001	0,000000000000000E+000	7,284449974122499E-001
1,997507370427530E+004	3,1600494E+000	6,543536300643408E-001	0,000000000000000E+000	7,288355846503315E-001
1,998507370415423E+004	3,1602213E+000	6,541683992202914E-001	0,000000000000000E+000	7,292261654305943E-001
1,999507370403316E+004	3,1602213E+000	6,539831676064581E-001	0,000000000000000E+000	7,296167478341332E-001
2,000507370391209E+004	3,1603167E+000	6,537979345010199E-001	0,000000000000000E+000	7,300073333828023E-001
2,001507370379101E+004	3,1602595E+000	6,536127008678082E-001	0,000000000000000E+000	7,303979200443158E-001
2,002507370366994E+004	3,1607749E+000	6,534274669409511E-001	0,000000000000000E+000	7,307885073248467E-001
2,003507370354887E+004	3,1609275E+000	6,532422312141042E-001	0,000000000000000E+000	7,311790984009724E-001
2,004507370342780E+004	3,1609659E+000	6,530569977066889E-001	0,000000000000000E+000	7,315696847970449E-001
2,005507370330673E+004	3,1610994E+000	6,528717664154466E-001	0,000000000000000E+000	7,319602665203914E-001
2,006507370318566E+004	3,1613858E+000	6,526865347836610E-001	0,000000000000000E+000	7,323508489617561E-001
2,007507370306458E+004	3,1615386E+000	6,525013055207066E-001	0,000000000000000E+000	7,327414264078940E-001
2,008507370294351E+004	3,1618631E+000	6,523160776585524E-001	0,000000000000000E+000	7,331320009003468E-001
2,009507370282244E+004	3,1625695E+000	6,521308471847316E-001	0,000000000000000E+000	7,335225808999253E-001
2,010507370270137E+004	3,1627030E+000	6,519456174780440E-001	0,000000000000000E+000	7,339131592820622E-001
2,011507370258030E+004	3,1631231E+000	6,517603903001065E-001	0,000000000000000E+000	7,343037323318112E-001
2,012507370245922E+004	3,1631422E+000	6,515751639521161E-001	0,000000000000000E+000	7,346943036315413E-001
2,013507370233815E+004	3,1631231E+000	6,513899356887807E-001	0,000000000000000E+000	7,350848789700084E-001
2,014507370221708E+004	3,1632950E+000	6,512047057975634E-001	0,000000000000000E+000	7,354754577412130E-001
2,015507370209601E+004	3,1634285E+000	6,510194776514013E-001	0,000000000000000E+000	7,358660328326156E-001
2,016507370197494E+004	3,1636004E+000	6,508342515520075E-001	0,000000000000000E+000	7,362566036082835E-001
2,017507370185386E+004	3,1634476E+000	6,506490238745335E-001	0,000000000000000E+000	7,366471777114203E-001
2,018507370173279E+004	3,1637533E+000	6,504637924121507E-001	0,000000000000000E+000	7,370377597954245E-001
2,019507370161172E+004	3,1637342E+000	6,502785597683898E-001	0,000000000000000E+000	7,374283443704442E-001
2,020507370149065E+004	3,1638677E+000	6,500933272555616E-001	0,000000000000000E+000	7,378189286696319E-001
2,021507370136958E+004	3,1638677E+000	6,499080970603511E-001	0,000000000000000E+000	7,382095080817082E-001
2,022507370124850E+004	3,1641922E+000	6,497228675013871E-001	0,000000000000000E+000	7,386000861520432E-001
2,023507370112743E+004	3,1639633E+000	6,495376347188279E-001	0,000000000000000E+000	7,389906710198476E-001
2,024507370100636E+004	3,1642878E+000	6,493524013222181E-001	0,000000000000000E+000	7,393812571824686E-001
2,025507370088529E+004	3,1642878E+000	6,491671682529374E-001	0,000000000000000E+000	7,397718426548346E-001
2,026507370076422E+004	3,1646314E+000	6,489819370423050E-001	0,000000000000000E+000	7,401624242077954E-001
2,027507370064314E+004	3,1647077E+000	6,487967084095188E-001	0,000000000000000E+000	7,405530003252622E-001
2,028507370052207E+004	3,1646123E+000	6,486114779036849E-001	0,000000000000000E+000	7,409435803924944E-001
2,029507370040100E+004	3,1646886E+000	6,484262465228620E-001	0,000000000000000E+000	7,413341623046096E-001
2,030507370027993E+004	3,1649559E+000	6,482410168373265E-001	0,000000000000000E+000	7,417247406420860E-001
2,031507370015886E+004	3,1649559E+000	6,480557890539581E-001	0,000000000000000E+000	7,421153149684919E-001
2,032507370003778E+004	3,1653187E+000	6,478705575676593E-001	0,000000000000000E+000	7,425058971029971E-001
2,033507369991671E+004	3,1653378E+000	6,476853254716045E-001	0,000000000000000E+000	7,428964805232150E-001
2,034507369979564E+004	3,1656241E+000	6,475000927032029E-001	0,000000000000000E+000	7,432870653611939E-001
2,035507369967457E+004	3,1658533E+000	6,473148604946258E-001	0,000000000000000E+000	7,436776490188113E-001
2,036507369955350E+004	3,1660061E+000	6,471296271406876E-001	0,000000000000000E+000	7,440682350912785E-001
2,037507369943243E+004	3,1659486E+000	6,469443937231553E-001	0,000000000000000E+000	7,444588212979837E-001
2,038507369931135E+004	3,1661968E+000	6,467591606437464E-001	0,000000000000000E+000	7,448494067918546E-001
2,039507369919028E+004	3,1662161E+000	6,465739260627011E-001	0,000000000000000E+000	7,452399954519052E-001
2,040507369906921E+004	3,1663115E+000	6,463886912411916E-001	0,000000000000000E+000	7,456305846191599E-001
2,041507369894814E+004	3,1662352E+000	6,462034581148486E-001	0,000000000000000E+000	7,460211702118221E-001
2,042507369882707E+004	3,1667125E+000	6,460182223983495E-001	0,000000000000000E+000	7,464117612662369E-001
2,043507369870599E+004	3,1666932E+000	6,458329899654919E-001	0,000000000000000E+000	7,468023453965249E-001
2,044507369858492E+004	3,1668460E+000	6,456477558779681E-001	0,000000000000000E+000	7,471929330160514E-001
2,045507369846385E+004	3,1670752E+000	6,454625229058900E-001	0,000000000000000E+000	7,475835182834512E-001
2,046507369834278E+004	3,1672087E+000	6,452772892111902E-001	0,000000000000000E+000	7,479741050745956E-001
2,047507369822171E+004	3,1674762E+000	6,450920556315872E-001	0,000000000000000E+000	7,483646916230614E-001
2,048507369810063E+004	3,1675143E+000	6,449068244864247E-001	0,000000000000000E+000	7,487552730381865E-001
2,049507369797956E+004	3,1676860E+000	6,447215935295962E-001	0,000000000000000E+000	7,491458540563247E-001
2,050507369785849E+004	3,1678579E+000	6,445363617514887E-001	0,000000000000000E+000	7,495364368062512E-001
2,051507369773742E+004	3,1680298E+000	6,443511278110311E-001	0,000000000000000E+000	7,499270241156571E-001
2,052507369761635E+004	3,1681252E+000	6,441658917253811E-001	0,000000000000000E+000	7,503176159484770E-001
2,053507369749527E+004	3,1682208E+000	6,439806589493123E-001	0,000000000000000E+000	7,507082008025128E-001
2,054507369737420E+004	3,1683733E+000	6,437954312407318E-001	0,000000000000000E+000	7,510987749712329E-001
2,055507369725313E+004	3,1684690E+000	6,436102018528961E-001	0,000000000000000E+000	7,514893526808357E-001
2,056507369713206E+004	3,1686406E+000	6,434249681320890E-001	0,000000000000000E+000	7,518799395270391E-001
2,057507369701099E+004	3,1687744E+000	6,432397307781965E-001	0,000000000000000E+000	7,522705340340893E-001
2,058507369688991E+004	3,1688888E+000	6,430544928422892E-001	0,000000000000000E+000	7,526611297683916E-001
2,059507369676884E+004	3,1690035E+000	6,428692575571922E-001	0,000000000000000E+000	7,530517199130276E-001
2,060507369664777E+004	3,1691751E+000	6,426840231259114E-001	0,000000000000000E+000	7,534423082572406E-001
2,061507369652670E+004	3,1692898E+000	6,424987877928642E-001	0,000000000000000E+000	7,538328985031150E-001
2,062507369640563E+004	3,1695762E+000	6,423135546252287E-001	0,000000000000000E+000	7,542234841829665E-001
2,063507369628455E+004	3,1696334E+000	6,421283188002251E-001	0,000000000000000E+000	7,546140754660006E-001
2,064507369616348E+004	3,1700153E+000	6,419430837713169E-001	0,000000000000000E+000	7,550046650705067E-001
2,065507369604241E+004	3,1702445E+000	6,417578488812654E-001	0,000000000000000E+000	7,553952543822504E-001
2,066507369592134E+004	3,1704926E+000	6,415726102898108E-001	0,000000000000000E+000	7,557858514987970E-001
2,067507369580027E+004	3,1707408E+000	6,413873729492741E-001	0,000000000000000E+000	7,561764459776749E-001
2,068507369567920E+004	3,1709507E+000	6,412021398561796E-001	0,000000000000000E+000	7,565670315003125E-001
2,069507369555812E+004	3,1708934E+000	6,410169058454211E-001	0,000000000000000E+000	7,569576189580297E-001
2,070507369543705E+004	3,1712563E+000	6,408316771199001E-001	0,000000000000000E+000	7,573481952711255E-001
2,071507369531598E+004	3,1715617E+000	6,406464463057053E-001	0,000000000000000E+000	7,577387759884541E-001
2,072507369519491E+004	3,1716571E+000	6,404612118342669E-001	0,000000000000000E+000	7,581293644174530E-001
2,073507369507384E+004	3,1719244E+000	6,402759806759150E-001	0,000000000000000E+000	7,585199458605376E-001
2,074507369495276E+004	3,1722491E+000	6,400907510980578E-001	0,000000000000000E+000	7,589105239707482E-001
2,075507369483169E+004	3,1728027E+000	6,399055223060448E-001	0,000000000000000E+000	7,593011004241277E-001
2,076507369471062E+004	3,1728599E+000	6,397202956281957E-001	0,000000000000000E+000	7,596916724194556E-001
2,077507369458955E+004	3,1730509E+000	6,395350683861167E-001	0,000000000000000E+000	7,600822456046015E-001
2,078507369446848E+004	3,1732609E+000	6,393498389216598E-001	0,000000000000000E+000	7,604728234757867E-001
2,079507369434740E+004	3,1733181E+000	6,391646107700208E-001	0,000000000000000E+000	7,608633985787079E-001
2,080507369422633E+004	3,1735854E+000	6,389793825072304E-001	0,000000000000000E+000	7,612539739159341E-001
2,081507369410526E+004	3,1738145E+000	6,387941545341174E-001	0,000000000000000E+000	7,616445486424345E-001
2,082507369398419E+004	3,1740437E+000	6,386089262205378E-001	0,000000000000000E+000	7,620351240869954E-001
2,083507369386312E+004	3,1742918E+000	6,384236968620788E-001	0,000000000000000E+000	7,624257017347609E-001
2,084507369374204E+004	3,1744063E+000	6,382384654056505E-001	0,000000000000000E+000	7,628162838063491E-001
2,085507369362097E+004	3,1747310E+000	6,380532307080715E-001	0,000000000000000E+000	7,632068727122002E-001
2,086507369349990E+004	3,1749218E+000	6,378679951990727E-001	0,000000000000000E+000	7,635974633289554E-001
2,087507369337883E+004	3,1752656E+000	6,376827611850961E-001	0,000000000000000E+000	7,639880507932739E-001
2,088507369325776E+004	3,1756091E+000	6,374975263608346E-001	0,000000000000000E+000	7,643786399660651E-001
2,089507369313668E+004	3,1759145E+000	6,373122923804198E-001	0,000000000000000E+000	7,647692273596569E-001
2,090507369301561E+004	3,1761246E+000	6,371270593895939E-001	0,000000000000000E+000	7,651598126665919E-001
2,091507369289454E+004	3,1763155E+000	6,369418260203860E-001	0,000000000000000E+000	7,655503987712093E-001
2,092507369277347E+004	3,1766973E+000	6,367565922003671E-001	0,000000000000000E+000	7,659409858266673E-001
2,093507369265240E+004	3,1766400E+000	6,365713597277938E-001	0,000000000000000E+000	7,663315700408604E-001
2,094507369253132E+004	3,1772127E+000	6,363861292160097E-001	0,000000000000000E+000	7,667221501205757E-001
2,095507369241025E+004	3,1777284E+000	6,362008981155624E-001	0,000000000000000E+000	7,671127314414732E-001
2,096507369228918E+004	3,1777091E+000	6,360156667370965E-001	0,000000000000000E+000	7,675033133486884E-001
2,097507369216811E+004	3,1779191E+000	6,358304346125327E-001	0,000000000000000E+000	7,678938968290250E-001
2,098507369204704E+004	3,1781292E+000	6,356452031106749E-001	0,000000000000000E+000	7,682844789963913E-001
2,099507369192597E+004	3,1783583E+000	6,354599728887754E-001	0,000000000000000E+000	7,686750584646813E-001
2,100507369180489E+004	3,1785111E+000	6,352747384220234E-001	0,000000000000000E+000	7,690656468837230E-001
2,101507369168382E+004	3,1789885E+000	6,350895073720099E-001	0,000000000000000E+000	7,694562280981220E-001
2,102507369156275E+004	3,1790648E+000	6,349042753882016E-001	0,000000000000000E+000	7,698468112814817E-001
2,103507369144168E+004	3,1793129E+000	6,347190433761412E-001	0,000000000000000E+000	7,702373945245761E-001
2,104507369132061E+004	3,1795230E+000	6,345338116262312E-001	0,000000000000000E+000	7,706279772148200E-001
2,105507369119953E+004	3,1797521E+000	6,343485808738220E-001	0,000000000000000E+000	7,710185578019215E-001
2,106507369107846E+004	3,1800003E+000	6,341633495057397E-001	0,000000000000000E+000	7,714091396872006E-001
2,107507369095739E+004	3,1805348E+000	6,339781200091845E-001	0,000000000000000E+000	7,717997176260892E-001
2,108507369083632E+004	3,1806493E+000	6,337928928447983E-001	0,000000000000000E+000	7,721902906474688E-001
2,109507369071525E+004	3,1812220E+000	6,336076665818223E-001	0,000000000000000E+000	7,725808617679677E-001
2,110507369059417E+004	3,1815658E+000	6,334224440086685E-001	0,000000000000000E+000	7,729714251079792E-001
2,111507369047310E+004	3,1820812E+000	6,332372183737988E-001	0,000000000000000E+000	7,733619949040679E-001
2,112507369035203E+004	3,1822531E+000	6,330519880430266E-001	0,000000000000000E+000	7,737525746020923E-001
2,113507369023096E+004	3,1826348E+000	6,328667573772516E-001	0,000000000000000E+000	7,741431550063972E-001
2,114507369010989E+004	3,1828449E+000	6,326815271910380E-001	0,000000000000000E+000	7,745337343994065E-001
2,115507368998881E+004	3,1830359E+000	6,324962954045190E-001	0,000000000000000E+000	7,749243171669130E-001
2,116507368986774E+004	3,1833603E+000	6,323110627643971E-001	0,000000000000000E+000	7,753149017343423E-001
2,117507368974667E+004	3,1837230E+000	6,321258285491668E-001	0,000000000000000E+000	7,757054896229623E-001
2,118507368962560E+004	3,1838377E+000	6,319405966226032E-001	0,000000000000000E+000	7,760960726858454E-001
2,119507368950453E+004	3,1842959E+000	6,317553646140887E-001	0,000000000000000E+000	7,764866559214477E-001
2,120507368938345E+004	3,1846585E+000	6,315701338585570E-001	0,000000000000000E+000	7,768772365150354E-001
2,121507368926238E+004	3,1850023E+000	6,313849055337236E-001	0,000000000000000E+000	7,772678119832486E-001
2,122507368914131E+004	3,1855559E+000	6,311996771395618E-001	0,000000000000000E+000	7,776583875977009E-001
2,123507368902024E+004	3,1861477E+000	6,310144462649010E-001	0,000000000000000E+000	7,780489684424616E-001
2,124507368889917E+004	3,1863577E+000	6,308292164118695E-001	0,000000000000000E+000	7,784395471330973E-001
2,125507368877809E+004	3,1865678E+000	6,306439889579640E-001	0,000000000000000E+000	7,788301207649270E-001
2,126507368865702E+004	3,1870260E+000	6,304587590188449E-001	0,000000000000000E+000	7,792206996369900E-001
2,127507368853595E+004	3,1875415E+000	6,302735306803451E-001	0,000000000000000E+000	7,796112751339715E-001
2,128507368841488E+004	3,1879232E+000	6,300883016618303E-001	0,000000000000000E+000	7,800018520648571E-001
2,129507368829381E+004	3,1881523E+000	6,299030744284599E-001	0,000000000000000E+000	7,803924252315271E-001
2,130507368817274E+004	3,1884577E+000	6,297178447597415E-001	0,000000000000000E+000	7,807830035334452E-001
2,131507368805166E+004	3,1887443E+000	6,295326174212030E-001	0,000000000000000E+000	7,811735769217228E-001
2,132507368793059E+004	3,1890497E+000	6,293473906123690E-001	0,000000000000000E+000	7,815641491931618E-001
2,133507368780952E+004	3,1893361E+000	6,291621624050481E-001	0,000000000000000E+000	7,819547244134419E-001
2,134507368768845E+004	3,1897178E+000	6,289769328786321E-001	0,000000000000000E+000	7,823453024151936E-001
2,135507368756738E+004	3,1901379E+000	6,287917076666485E-001	0,000000000000000E+000	7,827358713194396E-001
2,136507368744630E+004	3,1902525E+000	6,286064821495876E-001	0,000000000000000E+000	7,831264408670340E-001
2,137507368732523E+004	3,1907871E+000	6,284212560828498E-001	0,000000000000000E+000	7,835170115737327E-001
2,138507368720416E+004	3,1909015E+000	6,282360285416024E-001	0,000000000000000E+000	7,839075853895520E-001
2,139507368708309E+004	3,1913979E+000	6,280507998315145E-001	0,000000000000000E+000	7,842981616701095E-001
2,140507368696202E+004	3,1915698E+000	6,278655683343870E-001	0,000000000000000E+000	7,846887438275193E-001
2,141507368684094E+004	3,1917989E+000	6,276803434767164E-001	0,000000000000000E+000	7,850793119847890E-001
2,142507368671987E+004	3,1922762E+000	6,274951174034092E-001	0,000000000000000E+000	7,854698827053780E-001
2,143507368659880E+004	3,1926961E+000	6,273098888060978E-001	0,000000000000000E+000	7,858604587480201E-001
2,144507368647773E+004	3,1929634E+000	6,271246598278619E-001	0,000000000000000E+000	7,862510355940286E-001
2,145507368635666E+004	3,1934597E+000	6,269394286272749E-001	0,000000000000000E+000	7,866416171261328E-001
2,146507368623558E+004	3,1936126E+000	6,267541988617051E-001	0,000000000000000E+000	7,870321956322622E-001
2,147507368611451E+004	3,1938989E+000	6,265689702284426E-001	0,000000000000000E+000	7,874227717508225E-001
2,148507368599344E+004	3,1942425E+000	6,263837443878616E-001	0,000000000000000E+000	7,878133419806576E-001
2,149507368587237E+004	3,1944907E+000	6,261985183595197E-001	0,000000000000000E+000	7,882039126062996E-001
2,150507368575130E+004	3,1949298E+000	6,260132908246465E-001	0,000000000000000E+000	7,885944864087451E-001
2,151507368563022E+004	3,1951590E+000	6,258280615599081E-001	0,000000000000000E+000	7,889850638587481E-001
2,152507368550915E+004	3,1953881E+000	6,256428304552740E-001	0,000000000000000E+000	7,893756451883347E-001
2,153507368538808E+004	3,1958463E+000	6,254575974640764E-001	0,000000000000000E+000	7,897662304959751E-001
2,154507368526701E+004	3,1961708E+000	6,252723678844632E-001	0,000000000000000E+000	7,901568086100318E-001
2,155507368514594E+004	3,1966100E+000	6,250871405937607E-001	0,000000000000000E+000	7,905473818976728E-001
2,156507368502487E+004	3,1968582E+000	6,249019144251328E-001	0,000000000000000E+000	7,909379528191527E-001
2,157507368490379E+004	3,1973355E+000	6,247166894111194E-001	0,000000000000000E+000	7,913285213061413E-001
2,158507368478272E+004	3,1979082E+000	6,245314628771103E-001	0,000000000000000E+000	7,917190929982753E-001
2,159507368466165E+004	3,1981945E+000	6,243462350288713E-001	0,000000000000000E+000	7,921096674615045E-001
2,160507368454058E+004	3,1985192E+000	6,241610084993817E-001	0,000000000000000E+000	7,925002391440081E-001
2,161507368441951E+004	3,1988056E+000	6,239757828901491E-001	0,000000000000000E+000	7,928908088859848E-001
2,162507368429843E+004	3,1992638E+000	6,237905592365141E-001	0,000000000000000E+000	7,932813745042920E-001
2,163507368417736E+004	3,1996455E+000	6,236053381581500E-001	0,000000000000000E+000	7,936719346924034E-001
2,164507368405629E+004	3,1999128E+000	6,234201158815119E-001	0,000000000000000E+000	7,940624974071159E-001
2,165507368393522E+004	3,2003520E+000	6,232348965773400E-001	0,000000000000000E+000	7,944530538540415E-001
2,166507368381415E+004	3,2006383E+000	6,230496778496322E-001	0,000000000000000E+000	7,948436090856508E-001
2,167507368369307E+004	3,2010393E+000	6,228644566229358E-001	0,000000000000000E+000	7,952341695865598E-001
2,168507368357200E+004	3,2014401E+000	6,226792370380362E-001	0,000000000000000E+000	7,956247266254316E-001
2,169507368345093E+004	3,2021847E+000	6,224940163857906E-001	0,000000000000000E+000	7,960152859149425E-001
2,170507368332986E+004	3,2023375E+000	6,223087928659397E-001	0,000000000000000E+000	7,964058512512047E-001
2,171507368320879E+004	3,2028530E+000	6,221235730901714E-001	0,000000000000000E+000	7,967964086925874E-001
2,172507368308771E+004	3,2031393E+000	6,219383518165040E-001	0,000000000000000E+000	7,971869692925644E-001
2,173507368296664E+004	3,2034638E+000	6,217531294704272E-001	0,000000000000000E+000	7,975775321538844E-001
2,174507368284557E+004	3,2038076E+000	6,215679087577518E-001	0,000000000000000E+000	7,979680915710387E-001
2,175507368272450E+004	3,2039793E+000	6,213826876162185E-001	0,000000000000000E+000	7,983586518922944E-001
2,176507368260343E+004	3,2044566E+000	6,211974644830600E-001	0,000000000000000E+000	7,987492164132867E-001
2,177507368248235E+004	3,2048385E+000	6,210122374735304E-001	0,000000000000000E+000	7,991397891077919E-001
2,178507368236128E+004	3,2052586E+000	6,208270134391438E-001	0,000000000000000E+000	7,995303555292196E-001
2,179507368224021E+004	3,2057548E+000	6,206417859949400E-001	0,000000000000000E+000	7,999209291404228E-001
2,180507368211914E+004	3,2060030E+000	6,204565602051951E-001	0,000000000000000E+000	8,003114992629702E-001
2,181507368199807E+004	3,2066331E+000	6,202713336139857E-001	0,000000000000000E+000	8,007020710754790E-001
2,182507368187699E+004	3,2069194E+000	6,200861093655270E-001	0,000000000000000E+000	8,010926379481593E-001
2,183507368175592E+004	3,2073395E+000	6,199008858574718E-001	0,000000000000000E+000	8,014832032595630E-001
2,184507368163485E+004	3,2076831E+000	6,197156611659388E-001	0,000000000000000E+000	8,018737710665172E-001
2,185507368151378E+004	3,2081985E+000	6,195304366797790E-001	0,000000000000000E+000	8,022643384403998E-001
2,186507368139271E+004	3,2085233E+000	6,193452097335169E-001	0,000000000000000E+000	8,026549110016779E-001
2,187507368127164E+004	3,2088859E+000	6,191599801081344E-001	0,000000000000000E+000	8,030454892122445E-001
2,188507368115056E+004	3,2093441E+000	6,189747498400637E-001	0,000000000000000E+000	8,034360687779400E-001
2,189507368102949E+004	3,2099550E+000	6,187895165943503E-001	0,000000000000000E+000	8,038266546225313E-001
2,190507368090842E+004	3,2101269E+000	6,186042835106361E-001	0,000000000000000E+000	8,042172401253719E-001
2,191507368078735E+004	3,2103369E+000	6,184190520893590E-001	0,000000000000000E+000	8,046078221227987E-001
2,192507368066628E+004	3,2107761E+000	6,182338239739054E-001	0,000000000000000E+000	8,049983971494251E-001
2,193507368054520E+004	3,2113297E+000	6,180485964203645E-001	0,000000000000000E+000	8,053889709913165E-001
2,194507368042413E+004	3,2116351E+000	6,178633696769393E-001	0,000000000000000E+000	8,057795431249701E-001
2,195507368030306E+004	3,2119215E+000	6,176781435141395E-001	0,000000000000000E+000	8,061701140341921E-001
2,196507368018199E+004	3,2125707E+000	6,174929192645949E-001	0,000000000000000E+000	8,065606809091143E-001
