time/s	Ewe/V	<I>/mA	x	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	cycle number	
9,941961689240970E+005	3,9672890E+000	2,448755463963497E-001	9,852759921259460E-001	0,000000000000000E+000	3,605178036142308E-002	3,605178036142308E-002	0,000000000000000E+000
9,942061691118777E+005	3,9678810E+000	2,448747434864957E-001	9,849981814232915E-001	0,000000000000000E+000	3,673200075520577E-002	3,673200075520577E-002	0,000000000000000E+000
9,942161692996584E+005	3,9686449E+000	2,448741485619521E-001	9,847203713955798E-001	0,000000000000000E+000	3,741221949638925E-002	3,741221949638925E-002	0,000000000000000E+000
9,942261694874391E+005	3,9694278E+000	2,448757928563317E-001	9,844425595024140E-001	0,000000000000000E+000	3,809244280514289E-002	3,809244280514289E-002	0,000000000000000E+000
9,942361696752198E+005	3,9702106E+000	2,448755800288310E-001	9,841647478507013E-001	0,000000000000000E+000	3,877266552269792E-002	3,877266552269792E-002	0,000000000000000E+000
9,942461698630005E+005	3,9708025E+000	2,448764011341512E-001	9,838869352674435E-001	0,000000000000000E+000	3,945289052114389E-002	3,945289052114389E-002	0,000000000000000E+000
9,942561700507812E+005	3,9714708E+000	2,448760693734776E-001	9,836091230605688E-001	0,000000000000000E+000	4,013311459801513E-002	4,013311459801513E-002	0,000000000000000E+000
9,942661702385619E+005	3,9724066E+000	2,448748169460528E-001	9,833313122745744E-001	0,000000000000000E+000	4,081333519585598E-002	4,081333519585598E-002	0,000000000000000E+000
9,942761704263426E+005	3,9730749E+000	2,448753628055703E-001	9,830535008693018E-001	0,000000000000000E+000	4,149355731000174E-002	4,149355731000174E-002	0,000000000000000E+000
9,942861706141233E+005	3,9737051E+000	2,448769388241115E-001	9,827756876760341E-001	0,000000000000000E+000	4,217378380205898E-002	4,217378380205898E-002	0,000000000000000E+000
9,942961708019041E+005	3,9743543E+000	2,448766614844369E-001	9,824978747974087E-001	0,000000000000000E+000	4,285400952371377E-002	4,285400952371377E-002	0,000000000000000E+000
9,943061709896848E+005	3,9750991E+000	2,448762296011651E-001	9,822200624087554E-001	0,000000000000000E+000	4,353423404567029E-002	4,353423404567029E-002	0,000000000000000E+000
9,943161711774655E+005	3,9759202E+000	2,448778956770571E-001	9,819422481299368E-001	0,000000000000000E+000	4,421446319570229E-002	4,421446319570229E-002	0,000000000000000E+000
9,943261713652462E+005	3,9763403E+000	2,448768795218818E-001	9,816644350039476E-001	0,000000000000000E+000	4,489468952302803E-002	4,489468952302803E-002	0,000000000000000E+000
9,943361715530269E+005	3,9771423E+000	2,448753497303449E-001	9,813866236135088E-001	0,000000000000000E+000	4,557491160085303E-002	4,557491160085303E-002	0,000000000000000E+000
9,943461717408076E+005	3,9778297E+000	2,448775567457814E-001	9,811088097192082E-001	0,000000000000000E+000	4,625513980939159E-002	4,625513980939159E-002	0,000000000000000E+000
9,943561719285883E+005	3,9785364E+000	2,448764202022131E-001	9,808309971143178E-001	0,000000000000000E+000	4,693536486080540E-002	4,693536486080540E-002	0,000000000000000E+000
9,943661721163690E+005	3,9792237E+000	2,448770620359234E-001	9,805531837812662E-001	0,000000000000000E+000	4,761559169512410E-002	4,761559169512410E-002	0,000000000000000E+000
9,943761723041497E+005	3,9798539E+000	2,448762916216136E-001	9,802753713222506E-001	0,000000000000000E+000	4,829581638936287E-002	4,829581638936287E-002	0,000000000000000E+000
9,943861724919304E+005	3,9803886E+000	2,448776043734686E-001	9,799975573739164E-001	0,000000000000000E+000	4,897604473020305E-002	4,897604473020305E-002	0,000000000000000E+000
9,943961726797111E+005	3,9811714E+000	2,448789134817601E-001	9,797197419403971E-001	0,000000000000000E+000	4,965627670752343E-002	4,965627670752343E-002	0,000000000000000E+000
9,944061728674918E+005	3,9818780E+000	2,448786112880114E-001	9,794419268497171E-001	0,000000000000000E+000	5,033650784540097E-002	5,033650784540097E-002	0,000000000000000E+000
9,944161730552725E+005	3,9824891E+000	2,448749439629539E-001	9,791641159196219E-001	0,000000000000000E+000	5,101672879607316E-002	5,101672879607316E-002	0,000000000000000E+000
9,944261732430533E+005	3,9831765E+000	2,448735328009099E-001	9,788863065904918E-001	0,000000000000000E+000	5,169694582677718E-002	5,169694582677718E-002	0,000000000000000E+000
9,944361734308340E+005	3,9838638E+000	2,448744825741488E-001	9,786084961838428E-001	0,000000000000000E+000	5,237716549578974E-002	5,237716549578974E-002	0,000000000000000E+000
9,944461736186147E+005	3,9844940E+000	2,448754639485809E-001	9,783306846638233E-001	0,000000000000000E+000	5,305738789089358E-002	5,305738789089358E-002	0,000000000000000E+000
9,944561738063954E+005	3,9851625E+000	2,448774311507225E-001	9,780528709120105E-001	0,000000000000000E+000	5,373761575055042E-002	5,373761575055042E-002	0,000000000000000E+000
9,944661739941761E+005	3,9857352E+000	2,448770291756057E-001	9,777750576162390E-001	0,000000000000000E+000	5,441784249358875E-002	5,441784249358875E-002	0,000000000000000E+000
9,944761741819568E+005	3,9864991E+000	2,448781766671496E-001	9,774972430186368E-001	0,000000000000000E+000	5,509807242416345E-002	5,509807242416345E-002	0,000000000000000E+000
9,944861743697375E+005	3,9871292E+000	2,448768396432490E-001	9,772194299378900E-001	0,000000000000000E+000	5,577829864071313E-002	5,577829864071313E-002	0,000000000000000E+000
9,944961745575182E+005	3,9877594E+000	2,448762613123268E-001	9,769416175132603E-001	0,000000000000000E+000	5,645852325075785E-002	5,645852325075785E-002	0,000000000000000E+000
9,945061747452989E+005	3,9883895E+000	2,448764469877394E-001	9,766638048779817E-001	0,000000000000000E+000	5,713874837657729E-002	5,713874837657729E-002	0,000000000000000E+000
9,945161749330796E+005	3,9890006E+000	2,448756532702392E-001	9,763859931431764E-001	0,000000000000000E+000	5,781897129758450E-002	5,781897129758450E-002	0,000000000000000E+000
9,945261751208603E+005	3,9898217E+000	2,448781201183048E-001	9,761081786097291E-001	0,000000000000000E+000	5,849920107107612E-002	5,849920107107612E-002	0,000000000000000E+000
9,945361753086410E+005	3,9902799E+000	2,448785265967659E-001	9,758303636151313E-001	0,000000000000000E+000	5,917943197369578E-002	5,917943197369578E-002	0,000000000000000E+000
9,945461754964218E+005	3,9909101E+000	2,448775868309589E-001	9,755525496866991E-001	0,000000000000000E+000	5,985966026580584E-002	5,985966026580584E-002	0,000000000000000E+000
9,945561756842025E+005	3,9916358E+000	2,448770556026169E-001	9,752747363609461E-001	0,000000000000000E+000	6,053988708225392E-002	6,053988708225392E-002	0,000000000000000E+000
9,945661758719832E+005	3,9921706E+000	2,448780486137433E-001	9,749969219086208E-001	0,000000000000000E+000	6,122011665711803E-002	6,122011665711803E-002	0,000000000000000E+000
9,945761760597639E+005	3,9927816E+000	2,448770722439212E-001	9,747191085639881E-001	0,000000000000000E+000	6,190034351979282E-002	6,190034351979282E-002	0,000000000000000E+000
9,945861762475446E+005	3,9934690E+000	2,448749052161920E-001	9,744412976778511E-001	0,000000000000000E+000	6,258056436283310E-002	6,258056436283310E-002	0,000000000000000E+000
9,945961764353253E+005	3,9940419E+000	2,448768387301229E-001	9,741634845981403E-001	0,000000000000000E+000	6,326079057684626E-002	6,326079057684626E-002	0,000000000000000E+000
9,946061766231060E+005	3,9947102E+000	2,448765369071082E-001	9,738856718608480E-001	0,000000000000000E+000	6,394101595244642E-002	6,394101595244642E-002	0,000000000000000E+000
9,946161768108867E+005	3,9953213E+000	2,448775871167578E-001	9,736078579320915E-001	0,000000000000000E+000	6,462124424535039E-002	6,462124424535039E-002	0,000000000000000E+000
9,946261769986674E+005	3,9959133E+000	2,448743458782313E-001	9,733300476805242E-001	0,000000000000000E+000	6,530146353464493E-002	6,530146353464493E-002	0,000000000000000E+000
9,946361771864481E+005	3,9964859E+000	2,448748885757817E-001	9,730522368132658E-001	0,000000000000000E+000	6,598168433146098E-002	6,598168433146098E-002	0,000000000000000E+000
9,946461773742288E+005	3,9970779E+000	2,448770764182542E-001	9,727744234638974E-001	0,000000000000000E+000	6,666191120573135E-002	6,666191120573135E-002	0,000000000000000E+000
9,946561775620095E+005	3,9976699E+000	2,448762305381325E-001	9,724966110741812E-001	0,000000000000000E+000	6,734213573029060E-002	6,734213573029060E-002	0,000000000000000E+000
9,946661777497903E+005	3,9984338E+000	2,448744067969086E-001	9,722188007535015E-001	0,000000000000000E+000	6,802235518880688E-002	6,802235518880688E-002	0,000000000000000E+000
9,946761779375710E+005	3,9989493E+000	2,448760410415378E-001	9,719409885787693E-001	0,000000000000000E+000	6,870257918697681E-002	6,870257918697681E-002	0,000000000000000E+000
9,946861781253517E+005	3,9995604E+000	2,448762886298146E-001	9,716631761231479E-001	0,000000000000000E+000	6,938280387290487E-002	6,938280387290487E-002	0,000000000000000E+000
9,946961783131324E+005	4,0001526E+000	2,448750418766454E-001	9,713853650819695E-001	0,000000000000000E+000	7,006302509556464E-002	7,006302509556464E-002	0,000000000000000E+000
9,947061785009131E+005	4,0007825E+000	2,448760737743040E-001	9,711075528701020E-001	0,000000000000000E+000	7,074324918466063E-002	7,074324918466063E-002	0,000000000000000E+000
9,947161786886938E+005	4,0013747E+000	2,448756093096590E-001	9,708297411851701E-001	0,000000000000000E+000	7,142347198355282E-002	7,142347198355282E-002	0,000000000000000E+000
9,947261788764745E+005	4,0019474E+000	2,448750259827693E-001	9,705519301620233E-001	0,000000000000000E+000	7,210369316206212E-002	7,210369316206212E-002	0,000000000000000E+000
9,947361790642552E+005	4,0025969E+000	2,448738119191537E-001	9,702741205162333E-001	0,000000000000000E+000	7,278391096810916E-002	7,278391096810916E-002	0,000000000000000E+000
9,947461792520359E+005	4,0032458E+000	2,448758918127870E-001	9,699963085108013E-001	0,000000000000000E+000	7,346413455174700E-002	7,346413455174700E-002	0,000000000000000E+000
9,947561794398166E+005	4,0037231E+000	2,448742898133671E-001	9,697184983228396E-001	0,000000000000000E+000	7,414435368530288E-002	7,414435368530288E-002	0,000000000000000E+000
9,947661796275973E+005	4,0044489E+000	2,448744826835213E-001	9,694406879160665E-001	0,000000000000000E+000	7,482457335461926E-002	7,482457335461926E-002	0,000000000000000E+000
9,947761798153785E+005	4,0050793E+000	2,448744336774246E-001	9,691628775648780E-001	0,000000000000000E+000	7,550479288783671E-002	7,550479288783671E-002	0,000000000000000E+000
9,947861800031597E+005	4,0054803E+000	2,448740237762311E-001	9,688850676787228E-001	0,000000000000000E+000	7,618501128241835E-002	7,618501128241835E-002	0,000000000000000E+000
9,947961801909409E+005	4,0062633E+000	2,448733157316464E-001	9,686072585958452E-001	0,000000000000000E+000	7,686522771017254E-002	7,686522771017254E-002	0,000000000000000E+000
9,948061803787220E+005	4,0069122E+000	2,448738390449383E-001	9,683294489192680E-001	0,000000000000000E+000	7,754544559160206E-002	7,754544559160206E-002	0,000000000000000E+000
9,948161805665032E+005	4,0074086E+000	2,448721291792301E-001	9,680516411825355E-001	0,000000000000000E+000	7,822565872331544E-002	7,822565872331544E-002	0,000000000000000E+000
9,948261807542844E+005	4,0079246E+000	2,448738024665526E-001	9,677738315474564E-001	0,000000000000000E+000	7,890587650313644E-002	7,890587650313644E-002	0,000000000000000E+000
9,948361809420655E+005	4,0087075E+000	2,448746168509793E-001	9,674960209884573E-001	0,000000000000000E+000	7,958609654517887E-002	7,958609654517887E-002	0,000000000000000E+000
9,948461811298467E+005	4,0090508E+000	2,448749138708439E-001	9,672182100924888E-001	0,000000000000000E+000	8,026631741229198E-002	8,026631741229198E-002	0,000000000000000E+000
9,948561813176279E+005	4,0096812E+000	2,448729626987726E-001	9,669404014101273E-001	0,000000000000000E+000	8,094653285938089E-002	8,094653285938089E-002	0,000000000000000E+000
9,948661815054091E+005	4,0103302E+000	2,448729839122634E-001	9,666625927036991E-001	0,000000000000000E+000	8,162674836539727E-002	8,162674836539727E-002	0,000000000000000E+000
9,948761816931902E+005	4,0109606E+000	2,448751442563512E-001	9,663847815463580E-001	0,000000000000000E+000	8,230696987248214E-002	8,230696987248214E-002	0,000000000000000E+000
9,948861818809710E+005	4,0115910E+000	2,448757275779545E-001	9,661069697272505E-001	0,000000000000000E+000	8,298719299990354E-002	8,298719299990354E-002	0,000000000000000E+000
9,948961820687521E+005	4,0120683E+000	2,448737456962807E-001	9,658291601565775E-001	0,000000000000000E+000	8,366741062202637E-002	8,366741062202637E-002	0,000000000000000E+000
9,949061822565333E+005	4,0127363E+000	2,448725881850862E-001	9,655513518991024E-001	0,000000000000000E+000	8,434762502877995E-002	8,434762502877995E-002	0,000000000000000E+000
9,949161824443145E+005	4,0132332E+000	2,448731335230728E-001	9,652735430229406E-001	0,000000000000000E+000	8,502784095038972E-002	8,502784095038972E-002	0,000000000000000E+000
9,949261826320956E+005	4,0139203E+000	2,448745669702788E-001	9,649957325205311E-001	0,000000000000000E+000	8,570806085387205E-002	8,570806085387205E-002	0,000000000000000E+000
9,949361828198768E+005	4,0144935E+000	2,448739993027255E-001	9,647179226621412E-001	0,000000000000000E+000	8,638827918047046E-002	8,638827918047046E-002	0,000000000000000E+000
9,949461830076580E+005	4,0150280E+000	2,448739728241573E-001	9,644401128337913E-001	0,000000000000000E+000	8,706849743351590E-002	8,706849743351590E-002	0,000000000000000E+000
9,949561831954392E+005	4,0157537E+000	2,448726238941544E-001	9,641623045358041E-001	0,000000000000000E+000	8,774871193946319E-002	8,774871193946319E-002	0,000000000000000E+000
9,949661833832203E+005	4,0161357E+000	2,448720266456693E-001	9,638844969153960E-001	0,000000000000000E+000	8,842892478635576E-002	8,842892478635576E-002	0,000000000000000E+000
9,949761835710015E+005	4,0167465E+000	2,448720943764335E-001	9,636066892181474E-001	0,000000000000000E+000	8,910913782139289E-002	8,910913782139289E-002	0,000000000000000E+000
9,949861837587825E+005	4,0175104E+000	2,448735199580993E-001	9,633288799035811E-001	0,000000000000000E+000	8,978935481643760E-002	8,978935481643760E-002	0,000000000000000E+000
9,949961839465634E+005	4,0178733E+000	2,448718539498573E-001	9,630510724791032E-001	0,000000000000000E+000	9,046956718359474E-002	9,046956718359474E-002	0,000000000000000E+000
9,950061841343443E+005	4,0185795E+000	2,448704570282877E-001	9,627732666394345E-001	0,000000000000000E+000	9,114977567034133E-002	9,114977567034133E-002	0,000000000000000E+000
9,950161843221253E+005	4,0191336E+000	2,448713323570212E-001	9,624954598067043E-001	0,000000000000000E+000	9,182998658860227E-002	9,182998658860227E-002	0,000000000000000E+000
9,950261845099062E+005	4,0198016E+000	2,448740436710328E-001	9,622176498979850E-001	0,000000000000000E+000	9,251020503843245E-002	9,251020503843245E-002	0,000000000000000E+000
9,950361846976872E+005	4,0202026E+000	2,448730789745612E-001	9,619398410837150E-001	0,000000000000000E+000	9,319042080849989E-002	9,319042080849989E-002	0,000000000000000E+000
9,950461848854676E+005	4,0210047E+000	2,448741177576970E-001	9,616620310909572E-001	0,000000000000000E+000	9,387063946409854E-002	9,387063946409854E-002	0,000000000000000E+000
9,950561850732486E+005	4,0216923E+000	2,448750321233835E-001	9,613842200608373E-001	0,000000000000000E+000	9,455086065968125E-002	9,455086065968125E-002	0,000000000000000E+000
9,950661852610295E+005	4,0221887E+000	2,448742344604279E-001	9,611064099356672E-001	0,000000000000000E+000	9,523107963949193E-002	9,523107963949193E-002	0,000000000000000E+000
9,950761854488105E+005	4,0227041E+000	2,448743066999009E-001	9,608285997285413E-001	0,000000000000000E+000	9,591129881997157E-002	9,591129881997157E-002	0,000000000000000E+000
9,950861856365915E+005	4,0232582E+000	2,448759107244801E-001	9,605507877016443E-001	0,000000000000000E+000	9,659152245616663E-002	9,659152245616663E-002	0,000000000000000E+000
9,950961858243726E+005	4,0239072E+000	2,448733321877523E-001	9,602729786001004E-001	0,000000000000000E+000	9,727173892962518E-002	9,727173892962518E-002	0,000000000000000E+000
9,951061860121536E+005	4,0245376E+000	2,448764108067018E-001	9,599951660058594E-001	0,000000000000000E+000	9,795196395496361E-002	9,795196395496361E-002	0,000000000000000E+000
9,951161861999347E+005	4,0251484E+000	2,448761958108248E-001	9,597173536555316E-001	0,000000000000000E+000	9,863218838308006E-002	9,863218838308006E-002	0,000000000000000E+000
9,951261863877160E+005	4,0256834E+000	2,448753189356389E-001	9,594395423000133E-001	0,000000000000000E+000	9,931241037540220E-002	9,931241037540220E-002	0,000000000000000E+000
9,951361865754970E+005	4,0261798E+000	2,448727720311371E-001	9,591617338339677E-001	0,000000000000000E+000	9,999262529284092E-002	9,999262529284092E-002	0,000000000000000E+000
9,951461867632781E+005	4,0268097E+000	2,448743694649269E-001	9,588839235556316E-001	0,000000000000000E+000	1,006728446476790E-001	1,006728446476790E-001	0,000000000000000E+000
