time/s	Ewe/V	<I>/mA	x	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	cycle number	
1,355603486107010E+005	3,7854424E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355613486108575E+005	3,7854233E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355623486110140E+005	3,7855380E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355633486111704E+005	3,7855761E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355643486113269E+005	3,7856143E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355653486114834E+005	3,7856905E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355663486116398E+005	3,7856905E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355673486117963E+005	3,7856143E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355683486119527E+005	3,7856333E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355693486121092E+005	3,7857096E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355703484122655E+005	3,7854042E+000	0,000000000000000E+000	1,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000	0,000000000000000E+000
1,355703488122658E+005	3,7900009E+000	2,442080480189617E-001	9,999999889180277E-001	0,000000000000000E+000	2,713424464066823E-008	2,713424464066823E-008	0,000000000000000E+000
1,355803488138304E+005	3,8321309E+000	2,448870923934211E-001	9,997221693789689E-001	0,000000000000000E+000	6,802691639918420E-004	6,802691639918420E-004	0,000000000000000E+000
1,355903488153950E+005	3,8429773E+000	2,448861207085212E-001	9,994443509422672E-001	0,000000000000000E+000	1,360508494613899E-003	1,360508494613899E-003	0,000000000000000E+000
1,356003488169597E+005	3,8506727E+000	2,448857934749002E-001	9,991665328768057E-001	0,000000000000000E+000	2,040746916253534E-003	2,040746916253534E-003	0,000000000000000E+000
1,356103488185243E+005	3,8568022E+000	2,448845299046105E-001	9,988887162448394E-001	0,000000000000000E+000	2,720981827975147E-003	2,720981827975147E-003	0,000000000000000E+000
1,356203488200889E+005	3,8619964E+000	2,448848426701002E-001	9,986108992580470E-001	0,000000000000000E+000	3,401217608489924E-003	3,401217608489924E-003	0,000000000000000E+000
1,356303488216535E+005	3,8665984E+000	2,448848739565734E-001	9,983330822357608E-001	0,000000000000000E+000	4,081453475911584E-003	4,081453475911584E-003	0,000000000000000E+000
1,356403488232181E+005	3,8706465E+000	2,448845712267161E-001	9,980552655569155E-001	0,000000000000000E+000	4,761688502416843E-003	4,761688502416843E-003	0,000000000000000E+000
1,356503488247828E+005	3,8741794E+000	2,448843378945358E-001	9,977774491427809E-001	0,000000000000000E+000	5,441922880777055E-003	5,441922880777055E-003	0,000000000000000E+000
1,356603488263474E+005	3,8774254E+000	2,448847105656645E-001	9,974996323058583E-001	0,000000000000000E+000	6,122158294335008E-003	6,122158294335008E-003	0,000000000000000E+000
1,356703488279120E+005	3,8805764E+000	2,448863333015665E-001	9,972218136279741E-001	0,000000000000000E+000	6,802398215493394E-003	6,802398215493394E-003	0,000000000000000E+000
1,356803488294766E+005	3,8834405E+000	2,448873695874605E-001	9,969439937744442E-001	0,000000000000000E+000	7,482641015224159E-003	7,482641015224159E-003	0,000000000000000E+000
1,356903488310413E+005	3,8861713E+000	2,448876395094363E-001	9,966661736146931E-001	0,000000000000000E+000	8,162884564738307E-003	8,162884564738307E-003	0,000000000000000E+000
1,357003488326059E+005	3,8886347E+000	2,448863764138974E-001	9,963883548878988E-001	0,000000000000000E+000	8,843124605653186E-003	8,843124605653186E-003	0,000000000000000E+000
1,357103488341705E+005	3,8911743E+000	2,448865408347744E-001	9,961105359745723E-001	0,000000000000000E+000	9,523365103292797E-003	9,523365103292797E-003	0,000000000000000E+000
1,357203488357351E+005	3,8933129E+000	2,448872749153318E-001	9,958327162284460E-001	0,000000000000000E+000	1,020360764004538E-002	1,020360764004538E-002	0,000000000000000E+000
1,357303488372997E+005	3,8954518E+000	2,448883827297685E-001	9,955548952255263E-001	0,000000000000000E+000	1,088385325406078E-002	1,088385325406078E-002	0,000000000000000E+000
1,357403488388644E+005	3,8976095E+000	2,448884700824479E-001	9,952770741235066E-001	0,000000000000000E+000	1,156409911072254E-002	1,156409911072254E-002	0,000000000000000E+000
1,357503488404290E+005	3,8994808E+000	2,448870736957450E-001	9,949992546056600E-001	0,000000000000000E+000	1,224434108853175E-002	1,224434108853175E-002	0,000000000000000E+000
