# t [h]	V [V]	i [A]
0.0000e+00	3.1005e+00	-1.5200e-04
8.3333e-04	3.0633e+00	-1.5200e-04
2.2222e-03	3.0034e+00	-1.5200e-04
3.6111e-03	2.9470e+00	-1.5100e-04
5.0000e-03	2.9058e+00	-1.5200e-04
6.3889e-03	2.8531e+00	-1.5200e-04
7.7778e-03	2.8028e+00	-1.5200e-04
9.1667e-03	2.7557e+00	-1.5200e-04
1.0556e-02	2.7117e+00	-1.5200e-04
1.1944e-02	2.6714e+00	-1.5200e-04
1.3333e-02	2.6351e+00	-1.5200e-04
1.4722e-02	2.6047e+00	-1.5200e-04
1.6111e-02	2.5809e+00	-1.5200e-04
1.7500e-02	2.5623e+00	-1.5200e-04
1.8889e-02	2.5483e+00	-1.5200e-04
2.0278e-02	2.5399e+00	-1.5100e-04
2.1667e-02	2.5300e+00	-1.5200e-04
2.3056e-02	2.5220e+00	-1.5200e-04
2.4444e-02	2.5142e+00	-1.5200e-04
2.5833e-02	2.5074e+00	-1.5100e-04
2.7222e-02	2.5012e+00	-1.5200e-04
2.8611e-02	2.4953e+00	-1.5200e-04
3.0000e-02	2.4894e+00	-1.5100e-04
3.1389e-02	2.4844e+00	-1.5200e-04
3.2778e-02	2.4795e+00	-1.5200e-04
3.4167e-02	2.4751e+00	-1.5200e-04
3.5556e-02	2.4717e+00	-1.5200e-04
3.6944e-02	2.4680e+00	-1.5200e-04
3.8333e-02	2.4643e+00	-1.5200e-04
3.9722e-02	2.4612e+00	-1.5200e-04
4.1111e-02	2.4581e+00	-1.5200e-04
4.2500e-02	2.4550e+00	-1.5200e-04
4.3889e-02	2.4516e+00	-1.5200e-04
4.5278e-02	2.4491e+00	-1.5200e-04
4.6667e-02	2.4463e+00	-1.5200e-04
4.8056e-02	2.4438e+00	-1.5100e-04
4.9444e-02	2.4417e+00	-1.5200e-04
5.0833e-02	2.4398e+00	-1.5200e-04
5.2222e-02	2.4373e+00	-1.5200e-04
5.3611e-02	2.4352e+00	-1.5200e-04
5.5000e-02	2.4330e+00	-1.5200e-04
5.6389e-02	2.4305e+00	-1.5100e-04
5.7778e-02	2.4283e+00	-1.5200e-04
5.9167e-02	2.4265e+00	-1.5200e-04
6.0556e-02	2.4243e+00	-1.5200e-04
6.1944e-02	2.4224e+00	-1.5200e-04
6.3333e-02	2.4203e+00	-1.5200e-04
6.4722e-02	2.4184e+00	-1.5200e-04
6.6111e-02	2.4172e+00	-1.5200e-04
6.7500e-02	2.4153e+00	-1.5200e-04
6.8889e-02	2.4135e+00	-1.5100e-04
7.0278e-02	2.4116e+00	-1.5100e-04
7.1667e-02	2.4094e+00	-1.5200e-04
7.3056e-02	2.4076e+00	-1.5200e-04
7.4444e-02	2.4057e+00	-1.5200e-04
7.5833e-02	2.4038e+00	-1.5200e-04
7.7222e-02	2.4020e+00	-1.5200e-04
7.8611e-02	2.4001e+00	-1.5200e-04
8.0000e-02	2.3986e+00	-1.5200e-04
8.1389e-02	2.3970e+00	-1.5200e-04
8.2778e-02	2.3955e+00	-1.5200e-04
8.4167e-02	2.3936e+00	-1.5200e-04
8.5556e-02	2.3921e+00	-1.5200e-04
8.6944e-02	2.3899e+00	-1.5200e-04
8.8333e-02	2.3883e+00	-1.5200e-04
8.9722e-02	2.3865e+00	-1.5200e-04
9.1111e-02	2.3849e+00	-1.5200e-04
9.2500e-02	2.3831e+00	-1.5200e-04
9.3889e-02	2.3812e+00	-1.5200e-04
9.5278e-02	2.3797e+00	-1.5200e-04
9.6667e-02	2.3778e+00	-1.5200e-04
9.8056e-02	2.3763e+00	-1.5200e-04
9.9444e-02	2.3744e+00	-1.5200e-04
1.0083e-01	2.3728e+00	-1.5100e-04
1.0222e-01	2.3713e+00	-1.5200e-04
1.0361e-01	2.3694e+00	-1.5200e-04
1.0500e-01	2.3679e+00	-1.5200e-04
1.0639e-01	2.3660e+00	-1.5200e-04
1.0778e-01	2.3645e+00	-1.5200e-04
1.0917e-01	2.3626e+00	-1.5200e-04
1.1056e-01	2.3611e+00	-1.5200e-04
1.1194e-01	2.3592e+00	-1.5200e-04
1.1333e-01	2.3577e+00	-1.5200e-04
1.1472e-01	2.3561e+00	-1.5200e-04
1.1611e-01	2.3542e+00	-1.5200e-04
1.1750e-01	2.3527e+00	-1.5200e-04
1.1889e-01	2.3508e+00	-1.5200e-04
1.2028e-01	2.3493e+00	-1.5200e-04
1.2167e-01	2.3477e+00	-1.5200e-04
1.2306e-01	2.3459e+00	-1.5200e-04
1.2444e-01	2.3440e+00	-1.5200e-04
1.2583e-01	2.3425e+00	-1.5200e-04
1.2722e-01	2.3406e+00	-1.5200e-04
1.2861e-01	2.3390e+00	-1.5200e-04
1.3000e-01	2.3378e+00	-1.5200e-04
1.3139e-01	2.3359e+00	-1.5200e-04
1.3278e-01	2.3341e+00	-1.5200e-04
1.3417e-01	2.3325e+00	-1.5100e-04
1.3556e-01	2.3310e+00	-1.5100e-04
1.3694e-01	2.3291e+00	-1.5200e-04
1.3833e-01	2.3328e+00	-1.5200e-04
1.3972e-01	2.3291e+00	-1.5200e-04
1.4111e-01	2.3263e+00	-1.5200e-04
1.4250e-01	2.3242e+00	-1.5200e-04
1.4389e-01	2.3226e+00	-1.5200e-04
1.4528e-01	2.3170e+00	-1.0158e-02
1.4667e-01	2.3220e+00	-1.0158e-02
1.4806e-01	2.3570e+00	-1.5100e-04
1.4944e-01	2.3583e+00	-1.5200e-04
1.5083e-01	2.3589e+00	-1.5200e-04
1.5222e-01	2.3589e+00	-1.5200e-04
1.5361e-01	2.3592e+00	-1.5200e-04
1.5500e-01	2.3589e+00	-1.5200e-04
1.5639e-01	2.3589e+00	-1.5200e-04
1.5778e-01	2.3586e+00	-1.5200e-04
1.5917e-01	2.3583e+00	-1.5100e-04
1.6056e-01	2.3580e+00	-1.5200e-04
1.6194e-01	2.3577e+00	-1.5200e-04
1.6333e-01	2.3570e+00	-1.5200e-04
1.6472e-01	2.3567e+00	-1.5200e-04
1.6611e-01	2.3561e+00	-1.5200e-04
1.6750e-01	2.3555e+00	-1.5200e-04
1.6889e-01	2.3552e+00	-1.5200e-04
1.7028e-01	2.3546e+00	-1.5200e-04
1.7167e-01	2.3539e+00	-1.5200e-04
1.7306e-01	2.3533e+00	-1.5200e-04
1.7444e-01	2.3530e+00	-1.5100e-04
1.7583e-01	2.3521e+00	-1.5200e-04
1.7722e-01	2.3515e+00	-1.5200e-04
1.7861e-01	2.3505e+00	-1.5200e-04
1.8000e-01	2.3499e+00	-1.5200e-04
1.8139e-01	2.3493e+00	-1.5200e-04
1.8278e-01	2.3484e+00	-1.5200e-04
1.8417e-01	2.3477e+00	-1.5200e-04
1.8556e-01	2.3471e+00	-1.5200e-04
1.8694e-01	2.3462e+00	-1.5200e-04
1.8833e-01	2.3453e+00	-1.5200e-04
1.8972e-01	2.3446e+00	-1.5200e-04
1.9111e-01	2.3440e+00	-1.5100e-04
1.9250e-01	2.3434e+00	-1.5200e-04
1.9389e-01	2.3421e+00	-1.5200e-04
1.9528e-01	2.3415e+00	-1.5100e-04
1.9667e-01	2.3409e+00	-1.5200e-04
1.9806e-01	2.3403e+00	-1.5200e-04
1.9944e-01	2.3394e+00	-1.5200e-04
2.0083e-01	2.3384e+00	-1.5200e-04
2.0222e-01	2.3378e+00	-1.5200e-04
2.0361e-01	2.3369e+00	-1.5200e-04
2.0500e-01	2.3363e+00	-1.5200e-04
2.0639e-01	2.3353e+00	-1.5200e-04
2.0778e-01	2.3347e+00	-1.5200e-04
2.0917e-01	2.3338e+00	-1.5100e-04
2.1056e-01	2.3328e+00	-1.5200e-04
2.1194e-01	2.3322e+00	-1.5200e-04
2.1333e-01	2.3313e+00	-1.5200e-04
2.1472e-01	2.3304e+00	-1.5200e-04
2.1611e-01	2.3297e+00	-1.5100e-04
2.1750e-01	2.3291e+00	-1.5200e-04
2.1889e-01	2.3279e+00	-1.5100e-04
2.2028e-01	2.3270e+00	-1.5200e-04
2.2167e-01	2.3263e+00	-1.5200e-04
2.2306e-01	2.3251e+00	-1.5100e-04
2.2444e-01	2.3245e+00	-1.5200e-04
2.2583e-01	2.3235e+00	-1.5200e-04
2.2722e-01	2.3226e+00	-1.5100e-04
2.2861e-01	2.3220e+00	-1.5200e-04
2.3000e-01	2.3214e+00	-1.5200e-04
2.3139e-01	2.3204e+00	-1.5200e-04
2.3278e-01	2.3198e+00	-1.5200e-04
2.3417e-01	2.3189e+00	-1.5100e-04
2.3556e-01	2.3180e+00	-1.5200e-04
2.3694e-01	2.3170e+00	-1.5100e-04
2.3833e-01	2.3164e+00	-1.5200e-04
2.3972e-01	2.3155e+00	-1.5200e-04
2.4111e-01	2.3146e+00	-1.5200e-04
2.4250e-01	2.3139e+00	-1.5200e-04
2.4389e-01	2.3133e+00	-1.5200e-04
2.4528e-01	2.3124e+00	-1.5100e-04
2.4667e-01	2.3115e+00	-1.5200e-04
2.4806e-01	2.3108e+00	-1.5200e-04
2.4944e-01	2.3099e+00	-1.5100e-04
2.5083e-01	2.3090e+00	-1.5100e-04
2.5222e-01	2.3084e+00	-1.5200e-04
2.5361e-01	2.3071e+00	-1.5200e-04
2.5500e-01	2.3062e+00	-1.5200e-04
2.5639e-01	2.3056e+00	-1.5200e-04
2.5778e-01	2.3046e+00	-1.5200e-04
2.5917e-01	2.3040e+00	-1.5100e-04
2.6056e-01	2.3034e+00	-1.5200e-04
2.6194e-01	2.3025e+00	-1.5200e-04
2.6333e-01	2.3018e+00	-1.5200e-04
2.6472e-01	2.3009e+00	-1.5100e-04
2.6611e-01	2.3000e+00	-1.5200e-04
2.6750e-01	2.2994e+00	-1.5100e-04
2.6889e-01	2.2984e+00	-1.5200e-04
2.7028e-01	2.2975e+00	-1.5200e-04
2.7167e-01	2.2969e+00	-1.5100e-04
2.7306e-01	2.2963e+00	-1.5200e-04
2.7444e-01	2.2956e+00	-1.5100e-04
2.7583e-01	2.2947e+00	-1.5200e-04
2.7722e-01	2.2938e+00	-1.5100e-04
2.7861e-01	2.2932e+00	-1.5200e-04
2.8000e-01	2.2922e+00	-1.5200e-04
2.8139e-01	2.2916e+00	-1.5200e-04
2.8278e-01	2.2907e+00	-1.5100e-04
2.8417e-01	2.2901e+00	-1.5200e-04
2.8556e-01	2.2891e+00	-1.5100e-04
2.8694e-01	2.2885e+00	-1.5200e-04
2.8833e-01	2.2876e+00	-1.5100e-04
2.8972e-01	2.2867e+00	-1.5100e-04
2.9111e-01	2.2860e+00	-1.5200e-04
2.9250e-01	2.2851e+00	-1.5100e-04
2.9389e-01	2.2845e+00	-1.5100e-04
2.9528e-01	2.2836e+00	-1.5200e-04
2.9667e-01	2.2829e+00	-1.5100e-04
2.9806e-01	2.2823e+00	-1.5200e-04
2.9944e-01	2.2814e+00	-1.5100e-04
3.0083e-01	2.2805e+00	-1.5200e-04
3.0222e-01	2.2798e+00	-1.5100e-04
3.0361e-01	2.2792e+00	-1.5200e-04
3.0500e-01	2.2786e+00	-1.5100e-04
3.0639e-01	2.2780e+00	-1.5200e-04
3.0778e-01	2.2770e+00	-1.5200e-04
3.0917e-01	2.2761e+00	-1.5100e-04
3.1056e-01	2.2755e+00	-1.5200e-04
3.1194e-01	2.2749e+00	-1.5200e-04
3.1333e-01	2.2739e+00	-1.5200e-04
3.1472e-01	2.2733e+00	-1.5100e-04
3.1611e-01	2.2724e+00	-1.5200e-04
3.1750e-01	2.2718e+00	-1.5200e-04
3.1889e-01	2.2712e+00	-1.5200e-04
3.2028e-01	2.2705e+00	-1.5200e-04
3.2167e-01	2.2699e+00	-1.5100e-04
3.2306e-01	2.2690e+00	-1.5200e-04
3.2444e-01	2.2684e+00	-1.5200e-04
3.2583e-01	2.2674e+00	-1.5200e-04
3.2722e-01	2.2668e+00	-1.5100e-04
3.2861e-01	2.2659e+00	-1.5100e-04
3.3000e-01	2.2650e+00	-1.5200e-04
3.3139e-01	2.2643e+00	-1.5200e-04
3.3278e-01	2.2637e+00	-1.5200e-04
3.3417e-01	2.2628e+00	-1.5100e-04
3.3556e-01	2.2625e+00	-1.5200e-04
3.3694e-01	2.2615e+00	-1.5200e-04
3.3833e-01	2.2609e+00	-1.5200e-04
3.3972e-01	2.2603e+00	-1.5100e-04
3.4111e-01	2.2597e+00	-1.5200e-04
3.4250e-01	2.2588e+00	-1.5100e-04
3.4389e-01	2.2581e+00	-1.5200e-04
3.4528e-01	2.2575e+00	-1.5200e-04
3.4667e-01	2.2566e+00	-1.5100e-04
3.4806e-01	2.2560e+00	-1.5200e-04
3.4944e-01	2.2553e+00	-1.5100e-04
3.5083e-01	2.2547e+00	-1.5100e-04
3.5222e-01	2.2541e+00	-1.5200e-04
3.5361e-01	2.2535e+00	-1.5200e-04
3.5500e-01	2.2529e+00	-1.5100e-04
3.5639e-01	2.2519e+00	-1.5100e-04
3.5778e-01	2.2513e+00	-1.5100e-04
3.5917e-01	2.2507e+00	-1.5200e-04
3.6056e-01	2.2498e+00	-1.5100e-04
3.6194e-01	2.2491e+00	-1.5200e-04
3.6333e-01	2.2485e+00	-1.5200e-04
3.6472e-01	2.2479e+00	-1.5200e-04
3.6611e-01	2.2473e+00	-1.5200e-04
3.6750e-01	2.2467e+00	-1.5100e-04
3.6889e-01	2.2460e+00	-1.5200e-04
3.7028e-01	2.2451e+00	-1.5200e-04
3.7167e-01	2.2445e+00	-1.5200e-04
3.7306e-01	2.2436e+00	-1.5200e-04
3.7444e-01	2.2429e+00	-1.5200e-04
3.7583e-01	2.2423e+00	-1.5200e-04
3.7722e-01	2.2417e+00	-1.5200e-04
3.7861e-01	2.2411e+00	-1.5200e-04
3.8000e-01	2.2405e+00	-1.5200e-04
3.8139e-01	2.2398e+00	-1.5200e-04
3.8278e-01	2.2392e+00	-1.5200e-04
3.8417e-01	2.2386e+00	-1.5200e-04
3.8556e-01	2.2380e+00	-1.5200e-04
3.8694e-01	2.2371e+00	-1.5100e-04
3.8833e-01	2.2364e+00	-1.5200e-04
3.8972e-01	2.2358e+00	-1.5100e-04
3.9111e-01	2.2352e+00	-1.5100e-04
3.9250e-01	2.2346e+00	-1.5200e-04
3.9389e-01	2.2340e+00	-1.5200e-04
3.9528e-01	2.2333e+00	-1.5100e-04
3.9667e-01	2.2327e+00	-1.5100e-04
3.9806e-01	2.2321e+00	-1.5200e-04
3.9944e-01	2.2315e+00	-1.5200e-04
4.0083e-01	2.2309e+00	-1.5200e-04
4.0222e-01	2.2302e+00	-1.5100e-04
4.0361e-01	2.2296e+00	-1.5200e-04
4.0500e-01	2.2290e+00	-1.5200e-04
4.0639e-01	2.2284e+00	-1.5100e-04
4.0778e-01	2.2278e+00	-1.5100e-04
4.0917e-01	2.2271e+00	-1.5100e-04
4.1056e-01	2.2265e+00	-1.5200e-04
4.1194e-01	2.2259e+00	-1.5200e-04
4.1333e-01	2.2253e+00	-1.5200e-04
4.1472e-01	2.2243e+00	-1.5200e-04
4.1611e-01	2.2237e+00	-1.5100e-04
4.1750e-01	2.2231e+00	-1.5200e-04
4.1889e-01	2.2225e+00	-1.5200e-04
4.2028e-01	2.2219e+00	-1.5100e-04
4.2167e-01	2.2212e+00	-1.5200e-04
4.2306e-01	2.2206e+00	-1.5200e-04
4.2444e-01	2.2200e+00	-1.5100e-04
4.2583e-01	2.2194e+00	-1.5200e-04
4.2722e-01	2.2188e+00	-1.5200e-04
4.2861e-01	2.2181e+00	-1.5200e-04
4.3000e-01	2.2175e+00	-1.5200e-04
4.3139e-01	2.2169e+00	-1.5200e-04
4.3278e-01	2.2163e+00	-1.5100e-04
4.3417e-01	2.2157e+00	-1.5200e-04
4.3556e-01	2.2150e+00	-1.5100e-04
4.3694e-01	2.2144e+00	-1.5200e-04
4.3833e-01	2.2138e+00	-1.5200e-04
4.3972e-01	2.2132e+00	-1.5200e-04
4.4111e-01	2.2126e+00	-1.5200e-04
4.4250e-01	2.2123e+00	-1.5100e-04
4.4389e-01	2.2116e+00	-1.5200e-04
4.4528e-01	2.2110e+00	-1.5200e-04
4.4667e-01	2.2104e+00	-1.5200e-04
4.4806e-01	2.2098e+00	-1.5100e-04
4.4944e-01	2.2092e+00	-1.5200e-04
4.5083e-01	2.2085e+00	-1.5200e-04
4.5222e-01	2.2079e+00	-1.5200e-04
4.5361e-01	2.2073e+00	-1.5200e-04
4.5500e-01	2.2070e+00	-1.5200e-04
4.5639e-01	2.2064e+00	-1.5200e-04
4.5778e-01	2.2057e+00	-1.5200e-04
4.5917e-01	2.2051e+00	-1.5200e-04
4.6056e-01	2.2042e+00	-1.5200e-04
4.6194e-01	2.2036e+00	-1.5100e-04
4.6333e-01	2.2030e+00	-1.5100e-04
4.6472e-01	2.2023e+00	-1.5200e-04
4.6611e-01	2.2017e+00	-1.5100e-04
4.6750e-01	2.2011e+00	-1.5100e-04
4.6889e-01	2.2005e+00	-1.5100e-04
4.7028e-01	2.2002e+00	-1.5200e-04
4.7167e-01	2.1995e+00	-1.5200e-04
4.7306e-01	2.1989e+00	-1.5200e-04
4.7444e-01	2.1983e+00	-1.5200e-04
4.7583e-01	2.1980e+00	-1.5200e-04
4.7722e-01	2.1974e+00	-1.5200e-04
4.7861e-01	2.1968e+00	-1.5100e-04
4.8000e-01	2.1961e+00	-1.5100e-04
4.8139e-01	2.1955e+00	-1.5200e-04
4.8278e-01	2.1949e+00	-1.5100e-04
4.8417e-01	2.1943e+00	-1.5200e-04
4.8556e-01	2.1937e+00	-1.5100e-04
4.8694e-01	2.1933e+00	-1.5200e-04
4.8833e-01	2.1927e+00	-1.5200e-04
4.8972e-01	2.1921e+00	-1.5100e-04
4.9111e-01	2.1918e+00	-1.5200e-04
4.9250e-01	2.1912e+00	-1.5200e-04
4.9389e-01	2.1906e+00	-1.5200e-04
4.9528e-01	2.1899e+00	-1.5200e-04
4.9667e-01	2.1893e+00	-1.5200e-04
4.9806e-01	2.1887e+00	-1.5200e-04
4.9944e-01	2.1881e+00	-1.5100e-04
5.0083e-01	2.1878e+00	-1.5200e-04
5.0222e-01	2.1871e+00	-1.5200e-04
5.0361e-01	2.1868e+00	-1.5200e-04
5.0500e-01	2.1862e+00	-1.5100e-04
5.0639e-01	2.1856e+00	-1.5100e-04
5.0778e-01	2.1850e+00	-1.5100e-04
5.0917e-01	2.1843e+00	-1.5200e-04
5.1056e-01	2.1834e+00	-1.5200e-04
5.1194e-01	2.1828e+00	-1.5200e-04
5.1333e-01	2.1825e+00	-1.5100e-04
5.1472e-01	2.1819e+00	-1.5200e-04
5.1611e-01	2.1812e+00	-1.5200e-04
5.1750e-01	2.1806e+00	-1.5200e-04
5.1889e-01	2.1803e+00	-1.5200e-04
5.2028e-01	2.1797e+00	-1.5200e-04
5.2167e-01	2.1791e+00	-1.5200e-04
5.2306e-01	2.1788e+00	-1.5100e-04
5.2444e-01	2.1781e+00	-1.5200e-04
5.2583e-01	2.1775e+00	-1.5100e-04
5.2722e-01	2.1772e+00	-1.5200e-04
5.2861e-01	2.1766e+00	-1.5200e-04
5.3000e-01	2.1760e+00	-1.5200e-04
5.3139e-01	2.1754e+00	-1.5200e-04
5.3278e-01	2.1747e+00	-1.5100e-04
5.3417e-01	2.1744e+00	-1.5200e-04
5.3556e-01	2.1738e+00	-1.5100e-04
5.3694e-01	2.1735e+00	-1.5200e-04
5.3833e-01	2.1729e+00	-1.5200e-04
5.3972e-01	2.1723e+00	-1.5100e-04
5.4111e-01	2.1716e+00	-1.5200e-04
5.4250e-01	2.1710e+00	-1.5200e-04
5.4389e-01	2.1704e+00	-1.5200e-04
5.4528e-01	2.1701e+00	-1.5200e-04
5.4667e-01	2.1695e+00	-1.5200e-04
5.4806e-01	2.1688e+00	-1.5200e-04
5.4944e-01	2.1685e+00	-1.5100e-04
5.5083e-01	2.1679e+00	-1.5200e-04
5.5222e-01	2.1676e+00	-1.5200e-04
5.5361e-01	2.1670e+00	-1.5200e-04
5.5500e-01	2.1664e+00	-1.5200e-04
5.5639e-01	2.1661e+00	-1.5200e-04
5.5778e-01	2.1654e+00	-1.5200e-04
5.5917e-01	2.1648e+00	-1.5200e-04
5.6056e-01	2.1642e+00	-1.5100e-04
5.6194e-01	2.1639e+00	-1.5200e-04
5.6333e-01	2.1633e+00	-1.5200e-04
5.6472e-01	2.1626e+00	-1.5100e-04
5.6611e-01	2.1620e+00	-1.5100e-04
5.6750e-01	2.1614e+00	-1.5200e-04
5.6889e-01	2.1611e+00	-1.5200e-04
5.7028e-01	2.1605e+00	-1.5100e-04
5.7167e-01	2.1599e+00	-1.5200e-04
5.7306e-01	2.1595e+00	-1.5100e-04
5.7444e-01	2.1589e+00	-1.5200e-04
5.7583e-01	2.1583e+00	-1.5100e-04
5.7722e-01	2.1577e+00	-1.5200e-04
5.7861e-01	2.1574e+00	-1.5200e-04
5.8000e-01	2.1571e+00	-1.5200e-04
5.8139e-01	2.1564e+00	-1.5200e-04
5.8278e-01	2.1558e+00	-1.5200e-04
5.8417e-01	2.1552e+00	-1.5200e-04
5.8556e-01	2.1549e+00	-1.5200e-04
5.8694e-01	2.1543e+00	-1.5200e-04
5.8833e-01	2.1540e+00	-1.5100e-04
5.8972e-01	2.1533e+00	-1.5200e-04
5.9111e-01	2.1527e+00	-1.5100e-04
5.9250e-01	2.1521e+00	-1.5200e-04
5.9389e-01	2.1518e+00	-1.5200e-04
5.9528e-01	2.1515e+00	-1.5100e-04
5.9667e-01	2.1509e+00	-1.5200e-04
5.9806e-01	2.1502e+00	-1.5100e-04
5.9944e-01	2.1496e+00	-1.5200e-04
6.0083e-01	2.1493e+00	-1.5200e-04
6.0222e-01	2.1490e+00	-1.5200e-04
6.0361e-01	2.1484e+00	-1.5200e-04
6.0500e-01	2.1478e+00	-1.5200e-04
6.0639e-01	2.1471e+00	-1.5200e-04
6.0778e-01	2.1468e+00	-1.5200e-04
6.0917e-01	2.1462e+00	-1.5200e-04
6.1056e-01	2.1459e+00	-1.5200e-04
6.1194e-01	2.1453e+00	-1.5200e-04
6.1333e-01	2.1447e+00	-1.5100e-04
6.1472e-01	2.1444e+00	-1.5100e-04
6.1611e-01	2.1440e+00	-1.5200e-04
6.1750e-01	2.1434e+00	-1.5200e-04
6.1889e-01	2.1428e+00	-1.5100e-04
6.2028e-01	2.1419e+00	-1.5200e-04
6.2167e-01	2.1416e+00	-1.5100e-04
6.2306e-01	2.1409e+00	-1.5200e-04
6.2444e-01	2.1406e+00	-1.5200e-04
6.2583e-01	2.1400e+00	-1.5200e-04
6.2722e-01	2.1397e+00	-1.5200e-04
6.2861e-01	2.1391e+00	-1.5100e-04
6.3000e-01	2.1388e+00	-1.5200e-04
6.3139e-01	2.1382e+00	-1.5100e-04
6.3278e-01	2.1375e+00	-1.5100e-04
6.3417e-01	2.1372e+00	-1.5200e-04
6.3556e-01	2.1366e+00	-1.5200e-04
6.3694e-01	2.1363e+00	-1.5100e-04
6.3833e-01	2.1357e+00	-1.5100e-04
6.3972e-01	2.1351e+00	-1.5200e-04
6.4111e-01	2.1347e+00	-1.5100e-04
6.4250e-01	2.1344e+00	-1.5200e-04
6.4389e-01	2.1338e+00	-1.5200e-04
6.4528e-01	2.1332e+00	-1.5100e-04
6.4667e-01	2.1329e+00	-1.5200e-04
6.4806e-01	2.1323e+00	-1.5100e-04
6.4944e-01	2.1320e+00	-1.5200e-04
6.5083e-01	2.1313e+00	-1.5100e-04
6.5222e-01	2.1307e+00	-1.5100e-04
6.5361e-01	2.1304e+00	-1.5200e-04
6.5500e-01	2.1301e+00	-1.5100e-04
6.5639e-01	2.1295e+00	-1.5100e-04
6.5778e-01	2.1292e+00	-1.5100e-04
6.5917e-01	2.1285e+00	-1.5200e-04
6.6056e-01	2.1282e+00	-1.5200e-04
6.6194e-01	2.1276e+00	-1.5100e-04
6.6333e-01	2.1270e+00	-1.5200e-04
6.6472e-01	2.1267e+00	-1.5100e-04
6.6611e-01	2.1261e+00	-1.5200e-04
6.6750e-01	2.1258e+00	-1.5100e-04
6.6889e-01	2.1251e+00	-1.5200e-04
6.7028e-01	2.1248e+00	-1.5200e-04
6.7167e-01	2.1242e+00	-1.5200e-04
6.7306e-01	2.1239e+00	-1.5200e-04
6.7444e-01	2.1233e+00	-1.5200e-04
6.7583e-01	2.1227e+00	-1.5100e-04
6.7722e-01	2.1223e+00	-1.5200e-04
6.7861e-01	2.1220e+00	-1.5200e-04
6.8000e-01	2.1211e+00	-1.5100e-04
6.8139e-01	2.1205e+00	-1.5200e-04
6.8278e-01	2.1202e+00	-1.5200e-04
6.8417e-01	2.1199e+00	-1.5100e-04
6.8556e-01	2.1192e+00	-1.5200e-04
6.8694e-01	2.1189e+00	-1.5200e-04
6.8833e-01	2.1183e+00	-1.5200e-04
6.8972e-01	2.1180e+00	-1.5100e-04
6.9111e-01	2.1174e+00	-1.5100e-04
6.9250e-01	2.1168e+00	-1.5200e-04
6.9389e-01	2.1165e+00	-1.5200e-04
6.9528e-01	2.1161e+00	-1.5200e-04
6.9667e-01	2.1155e+00	-1.5100e-04
6.9806e-01	2.1149e+00	-1.5200e-04
6.9944e-01	2.1146e+00	-1.5200e-04
7.0083e-01	2.1143e+00	-1.5200e-04
7.0222e-01	2.1137e+00	-1.5100e-04
7.0361e-01	2.1134e+00	-1.5200e-04
7.0500e-01	2.1130e+00	-1.5200e-04
7.0639e-01	2.1124e+00	-1.5200e-04
7.0778e-01	2.1118e+00	-1.5200e-04
7.0917e-01	2.1115e+00	-1.5200e-04
7.1056e-01	2.1109e+00	-1.5200e-04
7.1194e-01	2.1106e+00	-1.5100e-04
7.1333e-01	2.1099e+00	-1.5200e-04
7.1472e-01	2.1096e+00	-1.5100e-04
7.1611e-01	2.1090e+00	-1.5200e-04
7.1750e-01	2.1087e+00	-1.5100e-04
7.1889e-01	2.1084e+00	-1.5100e-04
7.2028e-01	2.1081e+00	-1.5100e-04
7.2167e-01	2.1075e+00	-1.5100e-04
7.2306e-01	2.1068e+00	-1.5200e-04
7.2444e-01	2.1065e+00	-1.5200e-04
7.2583e-01	2.1059e+00	-1.5200e-04
7.2722e-01	2.1056e+00	-1.5200e-04
7.2861e-01	2.1050e+00	-1.5200e-04
7.3000e-01	2.1047e+00	-1.5200e-04
7.3139e-01	2.1041e+00	-1.5200e-04
7.3278e-01	2.1037e+00	-1.5100e-04
7.3417e-01	2.1034e+00	-1.5200e-04
7.3556e-01	2.1028e+00	-1.5100e-04
7.3694e-01	2.1025e+00	-1.5200e-04
7.3833e-01	2.1019e+00	-1.5200e-04
7.3972e-01	2.1013e+00	-1.5100e-04
7.4111e-01	2.1006e+00	-1.5200e-04
7.4250e-01	2.1003e+00	-1.5100e-04
7.4389e-01	2.0997e+00	-1.5200e-04
7.4528e-01	2.0991e+00	-1.5100e-04
7.4667e-01	2.0991e+00	-1.5200e-04
7.4806e-01	2.0985e+00	-1.5100e-04
7.4944e-01	2.0982e+00	-1.5200e-04
7.5083e-01	2.0975e+00	-1.5200e-04
7.5222e-01	2.0972e+00	-1.5100e-04
7.5361e-01	2.0966e+00	-1.5200e-04
7.5500e-01	2.0963e+00	-1.5100e-04
7.5639e-01	2.0957e+00	-1.5200e-04
7.5778e-01	2.0954e+00	-1.5200e-04
7.5917e-01	2.0948e+00	-1.5200e-04
7.6056e-01	2.0944e+00	-1.5200e-04
7.6194e-01	2.0941e+00	-1.5200e-04
7.6333e-01	2.0935e+00	-1.5200e-04
7.6472e-01	2.0932e+00	-1.5200e-04
7.6611e-01	2.0929e+00	-1.5100e-04
7.6750e-01	2.0923e+00	-1.5200e-04
7.6889e-01	2.0917e+00	-1.5200e-04
7.7028e-01	2.0913e+00	-1.5200e-04
7.7167e-01	2.0910e+00	-1.5100e-04
7.7306e-01	2.0904e+00	-1.5200e-04
7.7444e-01	2.0901e+00	-1.5100e-04
