# t [h]	V [V]	i [A]
9.3508e+00	1.1693e+00	-1.5100e-04
9.3522e+00	1.1693e+00	-1.5100e-04
9.3536e+00	1.1693e+00	-1.5200e-04
9.3550e+00	1.1690e+00	-1.5100e-04
9.3564e+00	1.1690e+00	-1.5200e-04
9.3578e+00	1.1687e+00	-1.5100e-04
9.3592e+00	1.1687e+00	-1.5200e-04
9.3606e+00	1.1687e+00	-1.5200e-04
9.3619e+00	1.1687e+00	-1.5200e-04
9.3633e+00	1.1684e+00	-1.5200e-04
9.3647e+00	1.1684e+00	-1.5200e-04
9.3661e+00	1.1681e+00	-1.5100e-04
9.3675e+00	1.1681e+00	-1.5200e-04
9.3689e+00	1.1681e+00	-1.5200e-04
9.3703e+00	1.1681e+00	-1.5200e-04
9.3717e+00	1.1678e+00	-1.5100e-04
9.3731e+00	1.1678e+00	-1.5200e-04
9.3744e+00	1.1678e+00	-1.5200e-04
9.3758e+00	1.1675e+00	-1.5200e-04
9.3772e+00	1.1675e+00	-1.5200e-04
9.3786e+00	1.1675e+00	-1.5200e-04
9.3800e+00	1.1675e+00	-1.5100e-04
9.3814e+00	1.1672e+00	-1.5200e-04
9.3828e+00	1.1672e+00	-1.5200e-04
9.3842e+00	1.1669e+00	-1.5200e-04
9.3856e+00	1.1669e+00	-1.5200e-04
9.3869e+00	1.1669e+00	-1.5200e-04
9.3883e+00	1.1666e+00	-1.5200e-04
9.3897e+00	1.1666e+00	-1.5200e-04
9.3911e+00	1.1666e+00	-1.5200e-04
9.3925e+00	1.1662e+00	-1.5200e-04
9.3939e+00	1.1662e+00	-1.5200e-04
9.3953e+00	1.1662e+00	-1.5200e-04
9.3967e+00	1.1662e+00	-1.5200e-04
9.3981e+00	1.1659e+00	-1.5100e-04
9.3994e+00	1.1659e+00	-1.5100e-04
9.4008e+00	1.1656e+00	-1.5200e-04
9.4022e+00	1.1656e+00	-1.5200e-04
9.4036e+00	1.1656e+00	-1.5200e-04
9.4050e+00	1.1656e+00	-1.5100e-04
9.4064e+00	1.1653e+00	-1.5200e-04
9.4078e+00	1.1653e+00	-1.5200e-04
9.4092e+00	1.1650e+00	-1.5200e-04
9.4106e+00	1.1650e+00	-1.5100e-04
9.4119e+00	1.1650e+00	-1.5200e-04
9.4133e+00	1.1650e+00	-1.5200e-04
9.4147e+00	1.1647e+00	-1.5200e-04
9.4161e+00	1.1647e+00	-1.5200e-04
9.4175e+00	1.1644e+00	-1.5200e-04
9.4189e+00	1.1644e+00	-1.5200e-04
9.4203e+00	1.1644e+00	-1.5200e-04
9.4217e+00	1.1644e+00	-1.5200e-04
9.4231e+00	1.1641e+00	-1.5200e-04
9.4244e+00	1.1641e+00	-1.5200e-04
9.4258e+00	1.1641e+00	-1.5200e-04
9.4272e+00	1.1638e+00	-1.5200e-04
9.4286e+00	1.1638e+00	-1.5200e-04
9.4300e+00	1.1638e+00	-1.5200e-04
9.4314e+00	1.1638e+00	-1.5200e-04
9.4328e+00	1.1635e+00	-1.5200e-04
9.4342e+00	1.1635e+00	-1.5200e-04
9.4356e+00	1.1631e+00	-1.5200e-04
9.4369e+00	1.1631e+00	-1.5200e-04
9.4383e+00	1.1631e+00	-1.5200e-04
9.4397e+00	1.1631e+00	-1.5200e-04
9.4411e+00	1.1628e+00	-1.5200e-04
9.4425e+00	1.1628e+00	-1.5200e-04
9.4439e+00	1.1628e+00	-1.5200e-04
9.4453e+00	1.1625e+00	-1.5200e-04
9.4467e+00	1.1625e+00	-1.5200e-04
9.4481e+00	1.1625e+00	-1.5200e-04
9.4494e+00	1.1622e+00	-1.5200e-04
9.4508e+00	1.1622e+00	-1.5100e-04
9.4522e+00	1.1622e+00	-1.5200e-04
9.4536e+00	1.1619e+00	-1.5200e-04
9.4550e+00	1.1619e+00	-1.5200e-04
9.4564e+00	1.1619e+00	-1.5200e-04
9.4578e+00	1.1619e+00	-1.5200e-04
9.4592e+00	1.1616e+00	-1.5100e-04
9.4606e+00	1.1616e+00	-1.5200e-04
9.4619e+00	1.1613e+00	-1.5200e-04
9.4633e+00	1.1613e+00	-1.5200e-04
9.4647e+00	1.1613e+00	-1.5100e-04
9.4661e+00	1.1613e+00	-1.5200e-04
9.4675e+00	1.1610e+00	-1.5200e-04
9.4689e+00	1.1610e+00	-1.5200e-04
9.4703e+00	1.1607e+00	-1.5200e-04
9.4717e+00	1.1607e+00	-1.5200e-04
9.4731e+00	1.1607e+00	-1.5200e-04
9.4744e+00	1.1607e+00	-1.5200e-04
9.4758e+00	1.1607e+00	-1.5100e-04
9.4772e+00	1.1604e+00	-1.5200e-04
9.4786e+00	1.1604e+00	-1.5200e-04
9.4800e+00	1.1600e+00	-1.5200e-04
9.4814e+00	1.1600e+00	-1.5100e-04
9.4828e+00	1.1600e+00	-1.5200e-04
9.4842e+00	1.1597e+00	-1.5200e-04
9.4856e+00	1.1597e+00	-1.5200e-04
9.4869e+00	1.1597e+00	-1.5200e-04
9.4883e+00	1.1594e+00	-1.5200e-04
9.4897e+00	1.1594e+00	-1.5200e-04
9.4911e+00	1.1594e+00	-1.5200e-04
9.4925e+00	1.1594e+00	-1.5200e-04
9.4939e+00	1.1591e+00	-1.5200e-04
9.4953e+00	1.1591e+00	-1.5200e-04
9.4967e+00	1.1591e+00	-1.5200e-04
9.4981e+00	1.1588e+00	-1.5100e-04
9.4994e+00	1.1588e+00	-1.5200e-04
9.5008e+00	1.1588e+00	-1.5200e-04
9.5022e+00	1.1588e+00	-1.5100e-04
9.5036e+00	1.1585e+00	-1.5200e-04
9.5050e+00	1.1582e+00	-1.5200e-04
9.5064e+00	1.1582e+00	-1.5200e-04
9.5078e+00	1.1582e+00	-1.5200e-04
9.5092e+00	1.1582e+00	-1.5200e-04
9.5106e+00	1.1582e+00	-1.5200e-04
9.5119e+00	1.1579e+00	-1.5200e-04
9.5133e+00	1.1579e+00	-1.5200e-04
9.5147e+00	1.1576e+00	-1.5200e-04
9.5161e+00	1.1576e+00	-1.5200e-04
9.5175e+00	1.1576e+00	-1.5200e-04
9.5189e+00	1.1576e+00	-1.5200e-04
9.5203e+00	1.1576e+00	-1.5100e-04
9.5217e+00	1.1573e+00	-1.5200e-04
9.5231e+00	1.1573e+00	-1.5200e-04
9.5244e+00	1.1569e+00	-1.5100e-04
9.5258e+00	1.1569e+00	-1.5200e-04
9.5272e+00	1.1569e+00	-1.5200e-04
9.5286e+00	1.1569e+00	-1.5200e-04
9.5300e+00	1.1566e+00	-1.5200e-04
9.5314e+00	1.1566e+00	-1.5200e-04
9.5328e+00	1.1566e+00	-1.5200e-04
9.5342e+00	1.1563e+00	-1.5200e-04
9.5356e+00	1.1563e+00	-1.5200e-04
9.5369e+00	1.1563e+00	-1.5100e-04
9.5383e+00	1.1563e+00	-1.5200e-04
9.5397e+00	1.1560e+00	-1.5200e-04
9.5411e+00	1.1560e+00	-1.5200e-04
9.5425e+00	1.1557e+00	-1.5200e-04
9.5439e+00	1.1557e+00	-1.5200e-04
9.5453e+00	1.1557e+00	-1.5200e-04
9.5467e+00	1.1557e+00	-1.5200e-04
9.5481e+00	1.1554e+00	-1.5200e-04
9.5494e+00	1.1554e+00	-1.5200e-04
9.5508e+00	1.1554e+00	-1.5200e-04
9.5522e+00	1.1551e+00	-1.5200e-04
9.5536e+00	1.1551e+00	-1.5200e-04
9.5550e+00	1.1551e+00	-1.5200e-04
9.5564e+00	1.1548e+00	-1.5200e-04
9.5578e+00	1.1548e+00	-1.5200e-04
9.5592e+00	1.1548e+00	-1.5200e-04
9.5606e+00	1.1545e+00	-1.5200e-04
9.5619e+00	1.1545e+00	-1.5200e-04
9.5633e+00	1.1545e+00	-1.5100e-04
9.5647e+00	1.1545e+00	-1.5200e-04
9.5661e+00	1.1542e+00	-1.5200e-04
9.5675e+00	1.1542e+00	-1.5200e-04
9.5689e+00	1.1542e+00	-1.5200e-04
9.5703e+00	1.1538e+00	-1.5200e-04
9.5717e+00	1.1538e+00	-1.5200e-04
9.5731e+00	1.1538e+00	-1.5200e-04
9.5744e+00	1.1538e+00	-1.5100e-04
9.5758e+00	1.1535e+00	-1.5200e-04
9.5772e+00	1.1535e+00	-1.5200e-04
9.5786e+00	1.1532e+00	-1.5200e-04
9.5800e+00	1.1532e+00	-1.5200e-04
9.5814e+00	1.1532e+00	-1.5200e-04
9.5828e+00	1.1529e+00	-1.5200e-04
9.5842e+00	1.1529e+00	-1.5200e-04
9.5856e+00	1.1529e+00	-1.5200e-04
9.5869e+00	1.1526e+00	-1.5200e-04
9.5883e+00	1.1526e+00	-1.5200e-04
9.5897e+00	1.1526e+00	-1.5200e-04
9.5911e+00	1.1526e+00	-1.5200e-04
9.5925e+00	1.1523e+00	-1.5200e-04
9.5939e+00	1.1523e+00	-1.5200e-04
9.5953e+00	1.1520e+00	-1.5200e-04
9.5967e+00	1.1520e+00	-1.5100e-04
9.5981e+00	1.1520e+00	-1.5200e-04
9.5994e+00	1.1520e+00	-1.5200e-04
9.6008e+00	1.1520e+00	-1.5200e-04
9.6022e+00	1.1517e+00	-1.5200e-04
9.6036e+00	1.1517e+00	-1.5200e-04
9.6050e+00	1.1514e+00	-1.5200e-04
9.6064e+00	1.1514e+00	-1.5200e-04
9.6078e+00	1.1514e+00	-1.5200e-04
9.6092e+00	1.1514e+00	-1.5200e-04
9.6106e+00	1.1514e+00	-1.5200e-04
9.6119e+00	1.1511e+00	-1.5100e-04
9.6133e+00	1.1511e+00	-1.5200e-04
9.6147e+00	1.1507e+00	-1.5200e-04
9.6161e+00	1.1507e+00	-1.5200e-04
9.6175e+00	1.1507e+00	-1.5100e-04
9.6189e+00	1.1507e+00	-1.5200e-04
9.6203e+00	1.1504e+00	-1.5100e-04
9.6217e+00	1.1504e+00	-1.5100e-04
9.6231e+00	1.1504e+00	-1.5200e-04
9.6244e+00	1.1498e+00	-1.5100e-04
9.6258e+00	1.1498e+00	-1.5200e-04
9.6272e+00	1.1498e+00	-1.5200e-04
9.6286e+00	1.1498e+00	-1.5200e-04
9.6300e+00	1.1495e+00	-1.5200e-04
9.6314e+00	1.1495e+00	-1.5200e-04
9.6328e+00	1.1492e+00	-1.5200e-04
9.6342e+00	1.1492e+00	-1.5200e-04
9.6356e+00	1.1492e+00	-1.5100e-04
9.6369e+00	1.1492e+00	-1.5200e-04
9.6383e+00	1.1489e+00	-1.5200e-04
9.6397e+00	1.1489e+00	-1.5200e-04
9.6411e+00	1.1489e+00	-1.5200e-04
9.6425e+00	1.1486e+00	-1.5200e-04
9.6439e+00	1.1486e+00	-1.5200e-04
9.6453e+00	1.1486e+00	-1.5200e-04
9.6467e+00	1.1486e+00	-1.5200e-04
9.6481e+00	1.1483e+00	-1.5200e-04
9.6494e+00	1.1483e+00	-1.5200e-04
9.6508e+00	1.1480e+00	-1.5200e-04
9.6522e+00	1.1480e+00	-1.5200e-04
9.6536e+00	1.1480e+00	-1.5200e-04
9.6550e+00	1.1480e+00	-1.5200e-04
9.6564e+00	1.1476e+00	-1.5100e-04
9.6578e+00	1.1476e+00	-1.5100e-04
9.6592e+00	1.1476e+00	-1.5200e-04
9.6606e+00	1.1476e+00	-1.5200e-04
9.6619e+00	1.1473e+00	-1.5200e-04
9.6633e+00	1.1473e+00	-1.5200e-04
9.6647e+00	1.1473e+00	-1.5200e-04
9.6661e+00	1.1473e+00	-1.5200e-04
9.6675e+00	1.1470e+00	-1.5200e-04
9.6689e+00	1.1470e+00	-1.5200e-04
9.6703e+00	1.1467e+00	-1.5200e-04
9.6717e+00	1.1467e+00	-1.5200e-04
9.6731e+00	1.1467e+00	-1.5100e-04
9.6744e+00	1.1467e+00	-1.5200e-04
9.6758e+00	1.1464e+00	-1.5200e-04
9.6772e+00	1.1464e+00	-1.5200e-04
9.6786e+00	1.1464e+00	-1.5100e-04
9.6800e+00	1.1461e+00	-1.5200e-04
9.6814e+00	1.1461e+00	-1.5200e-04
9.6828e+00	1.1461e+00	-1.5200e-04
9.6842e+00	1.1458e+00	-1.5100e-04
9.6856e+00	1.1458e+00	-1.5200e-04
9.6869e+00	1.1455e+00	-1.5200e-04
9.6883e+00	1.1455e+00	-1.5200e-04
9.6897e+00	1.1455e+00	-1.5200e-04
9.6911e+00	1.1455e+00	-1.5100e-04
9.6925e+00	1.1452e+00	-1.5200e-04
9.6939e+00	1.1452e+00	-1.5100e-04
9.6953e+00	1.1452e+00	-1.5200e-04
9.6967e+00	1.1449e+00	-1.5200e-04
9.6981e+00	1.1449e+00	-1.5200e-04
9.6994e+00	1.1449e+00	-1.5200e-04
9.7008e+00	1.1449e+00	-1.5200e-04
9.7022e+00	1.1445e+00	-1.5200e-04
9.7036e+00	1.1445e+00	-1.5200e-04
9.7050e+00	1.1445e+00	-1.5100e-04
9.7064e+00	1.1442e+00	-1.5200e-04
9.7078e+00	1.1442e+00	-1.5200e-04
9.7092e+00	1.1442e+00	-1.5200e-04
9.7106e+00	1.1442e+00	-1.5200e-04
9.7119e+00	1.1439e+00	-1.5200e-04
9.7133e+00	1.1439e+00	-1.5100e-04
9.7147e+00	1.1439e+00	-1.5100e-04
9.7161e+00	1.1436e+00	-1.5200e-04
9.7175e+00	1.1436e+00	-1.5200e-04
9.7189e+00	1.1436e+00	-1.5200e-04
9.7203e+00	1.1436e+00	-1.5100e-04
9.7217e+00	1.1433e+00	-1.5200e-04
9.7231e+00	1.1433e+00	-1.5200e-04
9.7244e+00	1.1430e+00	-1.5200e-04
9.7258e+00	1.1430e+00	-1.5200e-04
9.7272e+00	1.1430e+00	-1.5200e-04
9.7286e+00	1.1430e+00	-1.5200e-04
9.7300e+00	1.1430e+00	-1.5200e-04
9.7314e+00	1.1427e+00	-1.5200e-04
9.7328e+00	1.1424e+00	-1.5200e-04
9.7342e+00	1.1424e+00	-1.5200e-04
9.7356e+00	1.1424e+00	-1.5200e-04
9.7369e+00	1.1424e+00	-1.5200e-04
9.7383e+00	1.1424e+00	-1.5100e-04
9.7397e+00	1.1421e+00	-1.5200e-04
9.7411e+00	1.1421e+00	-1.5100e-04
9.7425e+00	1.1421e+00	-1.5200e-04
9.7439e+00	1.1418e+00	-1.5200e-04
9.7453e+00	1.1418e+00	-1.5200e-04
9.7467e+00	1.1418e+00	-1.5200e-04
9.7481e+00	1.1418e+00	-1.5200e-04
9.7494e+00	1.1414e+00	-1.5100e-04
9.7508e+00	1.1414e+00	-1.5200e-04
9.7522e+00	1.1414e+00	-1.5200e-04
9.7536e+00	1.1411e+00	-1.5200e-04
9.7550e+00	1.1411e+00	-1.5100e-04
9.7564e+00	1.1411e+00	-1.5200e-04
9.7578e+00	1.1411e+00	-1.5200e-04
9.7592e+00	1.1408e+00	-1.5100e-04
9.7606e+00	1.1408e+00	-1.5200e-04
9.7619e+00	1.1405e+00	-1.5200e-04
9.7633e+00	1.1405e+00	-1.5200e-04
9.7647e+00	1.1405e+00	-1.5200e-04
9.7661e+00	1.1405e+00	-1.5200e-04
9.7675e+00	1.1402e+00	-1.5200e-04
9.7689e+00	1.1402e+00	-1.5200e-04
9.7703e+00	1.1402e+00	-1.5100e-04
9.7717e+00	1.1399e+00	-1.5200e-04
9.7731e+00	1.1399e+00	-1.5200e-04
9.7744e+00	1.1399e+00	-1.5200e-04
9.7758e+00	1.1399e+00	-1.5200e-04
9.7772e+00	1.1396e+00	-1.5200e-04
9.7786e+00	1.1396e+00	-1.5200e-04
9.7800e+00	1.1396e+00	-1.5200e-04
9.7814e+00	1.1393e+00	-1.5100e-04
9.7828e+00	1.1393e+00	-1.5100e-04
9.7842e+00	1.1393e+00	-1.5100e-04
9.7856e+00	1.1393e+00	-1.5200e-04
9.7869e+00	1.1390e+00	-1.5200e-04
9.7883e+00	1.1390e+00	-1.5200e-04
9.7897e+00	1.1387e+00	-1.5100e-04
9.7911e+00	1.1387e+00	-1.5200e-04
9.7925e+00	1.1387e+00	-1.5100e-04
9.7939e+00	1.1387e+00	-1.5100e-04
9.7953e+00	1.1387e+00	-1.5100e-04
9.7967e+00	1.1383e+00	-1.5200e-04
9.7981e+00	1.1380e+00	-1.5200e-04
9.7994e+00	1.1380e+00	-1.5200e-04
9.8008e+00	1.1380e+00	-1.5200e-04
9.8022e+00	1.1380e+00	-1.5200e-04
9.8036e+00	1.1380e+00	-1.5200e-04
9.8050e+00	1.1380e+00	-1.5200e-04
9.8064e+00	1.1377e+00	-1.5200e-04
9.8078e+00	1.1377e+00	-1.5200e-04
9.8092e+00	1.1374e+00	-1.5200e-04
9.8106e+00	1.1374e+00	-1.5200e-04
9.8119e+00	1.1374e+00	-1.5200e-04
9.8133e+00	1.1374e+00	-1.5200e-04
9.8147e+00	1.1371e+00	-1.5200e-04
9.8161e+00	1.1371e+00	-1.5200e-04
9.8175e+00	1.1368e+00	-1.5200e-04
9.8189e+00	1.1368e+00	-1.5200e-04
9.8203e+00	1.1368e+00	-1.5200e-04
9.8217e+00	1.1368e+00	-1.5200e-04
9.8231e+00	1.1368e+00	-1.5100e-04
9.8244e+00	1.1365e+00	-1.5100e-04
9.8258e+00	1.1365e+00	-1.5200e-04
9.8272e+00	1.1362e+00	-1.5100e-04
9.8286e+00	1.1362e+00	-1.5200e-04
9.8300e+00	1.1362e+00	-1.5200e-04
9.8314e+00	1.1362e+00	-1.5100e-04
9.8328e+00	1.1359e+00	-1.5200e-04
9.8342e+00	1.1359e+00	-1.5200e-04
9.8356e+00	1.1359e+00	-1.5200e-04
9.8369e+00	1.1356e+00	-1.5200e-04
9.8383e+00	1.1356e+00	-1.5200e-04
9.8397e+00	1.1356e+00	-1.5200e-04
9.8411e+00	1.1356e+00	-1.5200e-04
9.8425e+00	1.1352e+00	-1.5100e-04
9.8439e+00	1.1352e+00	-1.5200e-04
9.8453e+00	1.1352e+00	-1.5200e-04
9.8467e+00	1.1349e+00	-1.5200e-04
9.8481e+00	1.1349e+00	-1.5200e-04
9.8494e+00	1.1349e+00	-1.5200e-04
9.8508e+00	1.1346e+00	-1.5200e-04
9.8522e+00	1.1346e+00	-1.5200e-04
9.8536e+00	1.1346e+00	-1.5200e-04
9.8550e+00	1.1343e+00	-1.5200e-04
9.8564e+00	1.1343e+00	-1.5200e-04
9.8578e+00	1.1343e+00	-1.5200e-04
9.8592e+00	1.1343e+00	-1.5200e-04
9.8606e+00	1.1340e+00	-1.5200e-04
9.8619e+00	1.1340e+00	-1.5200e-04
9.8633e+00	1.1340e+00	-1.5200e-04
9.8647e+00	1.1337e+00	-1.5200e-04
9.8661e+00	1.1337e+00	-1.5200e-04
9.8675e+00	1.1337e+00	-1.5200e-04
9.8689e+00	1.1337e+00	-1.5200e-04
9.8703e+00	1.1334e+00	-1.5200e-04
9.8717e+00	1.1334e+00	-1.5200e-04
9.8731e+00	1.1331e+00	-1.5200e-04
9.8744e+00	1.1331e+00	-1.5200e-04
9.8758e+00	1.1331e+00	-1.5200e-04
9.8772e+00	1.1331e+00	-1.5200e-04
9.8786e+00	1.1328e+00	-1.5200e-04
9.8800e+00	1.1328e+00	-1.5200e-04
9.8814e+00	1.1328e+00	-1.5200e-04
9.8828e+00	1.1325e+00	-1.5200e-04
9.8842e+00	1.1325e+00	-1.5200e-04
9.8856e+00	1.1325e+00	-1.5200e-04
9.8869e+00	1.1325e+00	-1.5200e-04
9.8883e+00	1.1321e+00	-1.5200e-04
9.8897e+00	1.1321e+00	-1.5200e-04
9.8911e+00	1.1318e+00	-1.5100e-04
9.8925e+00	1.1318e+00	-1.5200e-04
9.8939e+00	1.1318e+00	-1.5200e-04
9.8953e+00	1.1318e+00	-1.5200e-04
9.8967e+00	1.1318e+00	-1.5200e-04
9.8981e+00	1.1315e+00	-1.5200e-04
9.8994e+00	1.1315e+00	-1.5100e-04
9.9008e+00	1.1315e+00	-1.5200e-04
9.9022e+00	1.1312e+00	-1.5200e-04
9.9036e+00	1.1312e+00	-1.5200e-04
9.9050e+00	1.1312e+00	-1.5100e-04
9.9064e+00	1.1309e+00	-1.5200e-04
9.9078e+00	1.1309e+00	-1.5200e-04
9.9092e+00	1.1306e+00	-1.5200e-04
9.9106e+00	1.1306e+00	-1.5100e-04
9.9119e+00	1.1306e+00	-1.5200e-04
9.9133e+00	1.1306e+00	-1.5200e-04
9.9147e+00	1.1306e+00	-1.5200e-04
9.9161e+00	1.1303e+00	-1.5200e-04
9.9175e+00	1.1303e+00	-1.5200e-04
9.9189e+00	1.1300e+00	-1.5200e-04
9.9203e+00	1.1300e+00	-1.5200e-04
9.9217e+00	1.1300e+00	-1.5200e-04
9.9231e+00	1.1300e+00	-1.5200e-04
9.9244e+00	1.1294e+00	-1.5200e-04
9.9258e+00	1.1294e+00	-1.5200e-04
9.9272e+00	1.1294e+00	-1.5100e-04
9.9286e+00	1.1290e+00	-1.5200e-04
9.9300e+00	1.1290e+00	-1.5100e-04
9.9314e+00	1.1290e+00	-1.5200e-04
9.9328e+00	1.1290e+00	-1.5200e-04
9.9342e+00	1.1287e+00	-1.5200e-04
9.9356e+00	1.1287e+00	-1.5200e-04
9.9369e+00	1.1287e+00	-1.5200e-04
9.9383e+00	1.1284e+00	-1.5200e-04
9.9397e+00	1.1284e+00	-1.5200e-04
9.9411e+00	1.1284e+00	-1.5200e-04
9.9425e+00	1.1284e+00	-1.5200e-04
9.9439e+00	1.1281e+00	-1.5200e-04
9.9453e+00	1.1281e+00	-1.5200e-04
9.9467e+00	1.1278e+00	-1.5200e-04
9.9481e+00	1.1278e+00	-1.5200e-04
9.9494e+00	1.1278e+00	-1.5200e-04
9.9508e+00	1.1278e+00	-1.5200e-04
9.9522e+00	1.1275e+00	-1.5200e-04
9.9536e+00	1.1275e+00	-1.5200e-04
9.9550e+00	1.1275e+00	-1.5100e-04
9.9564e+00	1.1272e+00	-1.5200e-04
9.9578e+00	1.1272e+00	-1.5200e-04
9.9592e+00	1.1272e+00	-1.5200e-04
9.9606e+00	1.1272e+00	-1.5100e-04
9.9619e+00	1.1269e+00	-1.5200e-04
9.9633e+00	1.1269e+00	-1.5200e-04
9.9647e+00	1.1266e+00	-1.5200e-04
9.9661e+00	1.1266e+00	-1.5200e-04
9.9675e+00	1.1266e+00	-1.5200e-04
9.9689e+00	1.1266e+00	-1.5200e-04
9.9703e+00	1.1263e+00	-1.5200e-04
9.9717e+00	1.1263e+00	-1.5200e-04
9.9731e+00	1.1263e+00	-1.5200e-04
9.9744e+00	1.1259e+00	-1.5200e-04
9.9758e+00	1.1259e+00	-1.5100e-04
9.9772e+00	1.1259e+00	-1.5200e-04
9.9786e+00	1.1259e+00	-1.5200e-04
9.9800e+00	1.1256e+00	-1.5100e-04
9.9814e+00	1.1256e+00	-1.5200e-04
9.9828e+00	1.1256e+00	-1.5200e-04
9.9842e+00	1.1253e+00	-1.5200e-04
9.9856e+00	1.1253e+00	-1.5100e-04
9.9869e+00	1.1253e+00	-1.5200e-04
9.9883e+00	1.1253e+00	-1.5200e-04
9.9897e+00	1.1250e+00	-1.5200e-04
9.9911e+00	1.1250e+00	-1.5200e-04
9.9925e+00	1.1250e+00	-1.5200e-04
9.9939e+00	1.1247e+00	-1.5200e-04
9.9953e+00	1.1247e+00	-1.5200e-04
9.9967e+00	1.1247e+00	-1.5200e-04
9.9981e+00	1.1244e+00	-1.5100e-04
9.9994e+00	1.1244e+00	-1.5200e-04
1.0001e+01	1.1244e+00	-1.5200e-04
1.0002e+01	1.1241e+00	-1.5200e-04
1.0004e+01	1.1241e+00	-1.5100e-04
1.0005e+01	1.1241e+00	-1.5200e-04
1.0006e+01	1.1241e+00	-1.5200e-04
1.0008e+01	1.1241e+00	-1.5200e-04
1.0009e+01	1.1238e+00	-1.5200e-04
1.0011e+01	1.1238e+00	-1.5200e-04
1.0012e+01	1.1235e+00	-1.5200e-04
1.0013e+01	1.1235e+00	-1.5200e-04
1.0015e+01	1.1235e+00	-1.5200e-04
1.0016e+01	1.1232e+00	-1.5200e-04
1.0018e+01	1.1235e+00	-1.5200e-04
1.0019e+01	1.1232e+00	-1.5200e-04
1.0020e+01	1.1228e+00	-1.5200e-04
1.0022e+01	1.1228e+00	-1.5200e-04
1.0023e+01	1.1228e+00	-1.5200e-04
1.0024e+01	1.1228e+00	-1.5100e-04
1.0026e+01	1.1225e+00	-1.5200e-04
1.0027e+01	1.1225e+00	-1.5200e-04
1.0029e+01	1.1225e+00	-1.5200e-04
1.0030e+01	1.1222e+00	-1.5200e-04
1.0031e+01	1.1222e+00	-1.5200e-04
1.0033e+01	1.1222e+00	-1.5200e-04
1.0034e+01	1.1222e+00	-1.5200e-04
1.0036e+01	1.1219e+00	-1.5200e-04
1.0037e+01	1.1219e+00	-1.5200e-04
1.0038e+01	1.1219e+00	-1.5200e-04
1.0040e+01	1.1216e+00	-1.5200e-04
1.0041e+01	1.1216e+00	-1.5200e-04
1.0043e+01	1.1216e+00	-1.5200e-04
1.0044e+01	1.1216e+00	-1.5200e-04
1.0045e+01	1.1213e+00	-1.5200e-04
1.0047e+01	1.1213e+00	-1.5100e-04
1.0048e+01	1.1213e+00	-1.5200e-04
1.0049e+01	1.1210e+00	-1.5100e-04
1.0051e+01	1.1210e+00	-1.5200e-04
1.0052e+01	1.1210e+00	-1.5200e-04
1.0054e+01	1.1210e+00	-1.5200e-04
1.0055e+01	1.1210e+00	-1.5200e-04
1.0056e+01	1.1207e+00	-1.5200e-04
1.0058e+01	1.1207e+00	-1.5100e-04
1.0059e+01	1.1204e+00	-1.5200e-04
1.0061e+01	1.1204e+00	-1.5200e-04
1.0062e+01	1.1204e+00	-1.5200e-04
1.0063e+01	1.1204e+00	-1.5200e-04
1.0065e+01	1.1201e+00	-1.5200e-04
1.0066e+01	1.1201e+00	-1.5200e-04
1.0068e+01	1.1201e+00	-1.5200e-04
1.0069e+01	1.1197e+00	-1.5100e-04
1.0070e+01	1.1197e+00	-1.5200e-04
1.0072e+01	1.1197e+00	-1.5200e-04
1.0073e+01	1.1197e+00	-1.5200e-04
1.0074e+01	1.1194e+00	-1.5200e-04
1.0076e+01	1.1194e+00	-1.5200e-04
1.0077e+01	1.1194e+00	-1.5200e-04
1.0079e+01	1.1191e+00	-1.5200e-04
1.0080e+01	1.1191e+00	-1.5200e-04
1.0081e+01	1.1191e+00	-1.5200e-04
1.0083e+01	1.1188e+00	-1.5200e-04
1.0084e+01	1.1188e+00	-1.5200e-04
1.0086e+01	1.1188e+00	-1.5200e-04
1.0087e+01	1.1185e+00	-1.5200e-04
1.0088e+01	1.1185e+00	-1.5200e-04
1.0090e+01	1.1185e+00	-1.5200e-04
1.0091e+01	1.1185e+00	-1.5200e-04
1.0093e+01	1.1182e+00	-1.5200e-04
1.0094e+01	1.1182e+00	-1.5200e-04
1.0095e+01	1.1182e+00	-1.5200e-04
1.0097e+01	1.1179e+00	-1.5200e-04
1.0098e+01	1.1179e+00	-1.5200e-04
1.0099e+01	1.1179e+00	-1.5200e-04
1.0101e+01	1.1179e+00	-1.5200e-04
1.0102e+01	1.1179e+00	-1.5200e-04
1.0104e+01	1.1176e+00	-1.5200e-04
1.0105e+01	1.1176e+00	-1.5200e-04
1.0106e+01	1.1173e+00	-1.5200e-04
1.0108e+01	1.1173e+00	-1.5200e-04
1.0109e+01	1.1173e+00	-1.5100e-04
1.0111e+01	1.1173e+00	-1.5200e-04
1.0112e+01	1.1173e+00	-1.5200e-04
1.0113e+01	1.1170e+00	-1.5200e-04
1.0115e+01	1.1170e+00	-1.5200e-04
1.0116e+01	1.1166e+00	-1.5200e-04
1.0117e+01	1.1166e+00	-1.5200e-04
1.0119e+01	1.1166e+00	-1.5200e-04
1.0120e+01	1.1166e+00	-1.5100e-04
1.0122e+01	1.1166e+00	-1.5200e-04
1.0123e+01	1.1163e+00	-1.5200e-04
1.0124e+01	1.1163e+00	-1.5200e-04
1.0126e+01	1.1160e+00	-1.5200e-04
